,ID,SEQUENCE,POS,PROJECT,FILE
1641,1891,Training Layer,NN NN,keras-master,layer_test.py
1642,1892,Wrapped Training Layer,JJ NN NN,keras-master,layer_test.py
1643,1893,Training Layer Explicit,NN NN JJ,keras-master,layer_test.py
1644,1895,Inner Layer One,JJ NN CD,keras-master,layer_test.py
1645,1896,Inner Layer Two,JJ NN CD,keras-master,layer_test.py
1646,1897,Inner Layer Three,JJ NN CD,keras-master,layer_test.py
1647,1898,Mixed Precision Layer,JJ NN NN,keras-master,layer_test.py
1648,1899,Basic Masked Layer,JJ VBN NN,keras-master,layer_test.py
1649,1900,Nested Input Masked Layer,JJ NN VBN NN,keras-master,layer_test.py
1650,1901,Positional Inputs Masked Layer,JJ NNS VBN NN,keras-master,layer_test.py
1651,1902,Positional Nested Inputs Masked Layer,JJ JJ NNS VBN NN,keras-master,layer_test.py
1652,1904,Non Trainable Weights Layer,RB JJ NNS NN,keras-master,layer_test.py
1653,1905,Nested Non Trainable Weights Layer,VBN RB JJ NNS NN,keras-master,layer_test.py
1654,1906,No Shape Suffix,DT NN NN,keras-master,layer_test.py
1655,1907,Non Matching Argument,RB JJ NN,keras-master,layer_test.py
1656,1908,Matching Arguments,JJ NNS,keras-master,layer_test.py
1657,1909,Subset Arguments,NN NNS,keras-master,layer_test.py
1658,1910,Single Argument,JJ NN,keras-master,layer_test.py
1659,1911,No Training Specified,DT NN VBN,keras-master,layer_test.py
1660,1916,Random Crop,JJ NN,keras-master,random_crop.py
1661,1917,Mel Spectrogram,NNP NN,keras-master,audio_preprocessing.py
1662,1918,Resizing,NN,keras-master,resizing.py
1663,1919,String Lookup Test,NN NN NN,keras-master,string_lookup_test.py
1664,1920,Index Lookup,NN NN,keras-master,index_lookup.py
1665,1921,Null Initializer,JJ NN,keras-master,index_lookup.py
1666,1922,Index Lookup Layer Test,NN NN NN NN,keras-master,index_lookup_test.py
1667,1923,Discretization,NN,keras-master,discretization.py
1668,1924,Random Contrast Test,JJ NN NN,keras-master,random_contrast_test.py
1669,1925,Random Zoom,JJ NN,keras-master,random_zoom.py
1670,1927,Hashing Test,NN NN,keras-master,hashing_test.py
1671,1928,Hashed Crossing,VBN NN,keras-master,hashed_crossing.py
1672,1929,Hashed Crossing Test,VBN NN NN,keras-master,hashed_crossing_test.py
1673,1930,Random Flip,JJ NN,keras-master,random_flip.py
1674,1931,Mocked Random Flip,VBN JJ NN,keras-master,random_flip_test.py
1675,1932,Random Flip Test,JJ NN NN,keras-master,random_flip_test.py
1676,1934,Feature,NN,keras-master,feature_space.py
1677,1935,Feature Space,NN NN,keras-master,feature_space.py
1678,1936,Random Brightness Test,JJ NN NN,keras-master,random_brightness_test.py
1679,1937,Hashing,NN,keras-master,hashing.py
1680,1938,Integer Lookup Test,NN NN NN,keras-master,integer_lookup_test.py
1681,1939,Center Crop,NN NN,keras-master,center_crop.py
1682,1940,Random Contrast,JJ NN,keras-master,random_contrast.py
1683,1941,Text Vectorization Test,NN NN NN,keras-master,text_vectorization_test.py
1684,1942,Random Brightness,JJ NN,keras-master,random_brightness.py
1685,1943,Random Rotation Test,JJ NN NN,keras-master,random_rotation_test.py
1686,1944,Discretization Test,NN NN,keras-master,discretization_test.py
1687,1945,Random Translation,JJ NN,keras-master,random_translation.py
1688,1946,Resizing Test,VBG NN,keras-master,resizing_test.py
1689,1947,Feature Space Test,NN NN NN,keras-master,feature_space_test.py
1690,1948,Rescaling,NN,keras-master,rescaling.py
1691,1949,Rescaling Test,NN NN,keras-master,rescaling_test.py
1692,1950,String Lookup,NN NN,keras-master,string_lookup.py
1693,1951,Random Zoom Test,JJ NN NN,keras-master,random_zoom_test.py
1694,1952,Center Crop Test,NN NN NN,keras-master,center_crop_test.py
1695,1953,Normalization,NN,keras-master,normalization.py
1696,1954,Integer Lookup,NN NN,keras-master,integer_lookup.py
1697,1955,Category Encoding Test,NN NN NN,keras-master,category_encoding_test.py
1698,1956,Mel Spectrogram Test,NNP NN NN,keras-master,audio_preprocessing_test.py
1699,1957,Random Crop Test,JJ NN NN,keras-master,random_crop_test.py
1700,1958,Random Rotation,JJ NN,keras-master,random_rotation.py
1701,1959,TF Data Layer,NNP NN NN,keras-master,tf_data_layer.py
1702,1960,Category Encoding,NN NN,keras-master,category_encoding.py
1703,1961,Text Vectorization,NN NN,keras-master,text_vectorization.py
1704,1962,Random Translation Test,JJ NN NN,keras-master,random_translation_test.py
1705,1963,Normalization Test,NN NN,keras-master,normalization_test.py
1706,1964,Max Pooling 1 D,JJ NN CD FW,keras-master,max_pooling1d.py
1707,1965,Max Pooling 3D,JJ NN NNP,keras-master,max_pooling3d.py
1708,1966,Average Pooling 3D,JJ NN NNP,keras-master,average_pooling3d.py
1709,1967,Average Pooling 1 D,JJ NN CD FW,keras-master,average_pooling1d.py
1710,1968,Global Average Pooling 2 D,JJ JJ NN CD FW,keras-master,global_average_pooling2d.py
1711,1969,Base Global Pooling,JJ JJ NN,keras-master,base_global_pooling.py
1712,1970,Global Max Pooling 3D,JJ JJ NN NNP,keras-master,global_max_pooling3d.py
1713,1971,Global Average Pooling Basic Test,JJ JJ JJ JJ NN,keras-master,global_average_pooling_test.py
1714,1972,Global Average Pooling Correctness Test,JJ JJ NN NN NN,keras-master,global_average_pooling_test.py
1715,1973,Max Pooling Basic Test,JJ NN JJ NN,keras-master,max_pooling_test.py
1716,1974,Max Pooling Correctness Test,JJ NN NN NN,keras-master,max_pooling_test.py
1717,1975,Average Pooling Basic Test,JJ JJ JJ NN,keras-master,average_pooling_test.py
1718,1976,Average Pooling Correctness Test,JJ NN NN NN,keras-master,average_pooling_test.py
1719,1977,Global Max Pooling 2 D,JJ JJ NN CD FW,keras-master,global_max_pooling2d.py
1720,1978,Global Average Pooling 3D,JJ JJ NN NNP,keras-master,global_average_pooling3d.py
1721,1979,Global Max Pooling 1 D,JJ JJ NN CD FW,keras-master,global_max_pooling1d.py
1722,1980,Global Max Pooling Basic Test,JJ JJ NN JJ NN,keras-master,global_max_pooling_test.py
1723,1981,Global Max Pooling Correctness Test,JJ JJ NN NN NN,keras-master,global_max_pooling_test.py
1724,1982,Max Pooling 2 D,JJ NN CD FW,keras-master,max_pooling2d.py
1725,1983,Global Average Pooling 1 D,JJ JJ NN CD NNP,keras-master,global_average_pooling1d.py
1726,1984,Base Pooling,JJ NN,keras-master,base_pooling.py
1727,1985,Average Pooling 2 D,JJ NN CD FW,keras-master,average_pooling2d.py
1728,1986,P Re LU Test,FW NNP NNP NNP,keras-master,prelu_test.py
1729,1989,Re LU Test,NNP NNP NN,keras-master,relu_test.py
1730,1990,Activation,NN,keras-master,activation.py
1731,1991,P Re LU,FW NNP NNP,keras-master,prelu.py
1732,1992,Activation Test,NN NN,keras-master,activation_test.py
1733,1993,ELU Test,NNP NN,keras-master,elu_test.py
1734,1994,Leaky Re LU Test,JJ NNP NNP NN,keras-master,leaky_relu_test.py
1735,1995,Leaky Re LU,JJ NNP NNP,keras-master,leaky_relu.py
1736,1996,ELU,NNP,keras-master,elu.py
1737,1997,Softmax Test,NNP NN,keras-master,softmax_test.py
1738,1998,Time Distributed Test,NN JJ NN,keras-master,time_distributed_test.py
1739,1999,Masked Dense,JJ JJ,keras-master,time_distributed_test.py
1740,2000,Assert Num Queries Context,VB NN NNS NN,django,testcases.py
1741,2001,Assert Template Used Context,VB NN JJ NN,django,testcases.py
1742,2002,Assert Template Not Used Context,VB NN RB JJ NN,django,testcases.py
1743,2003,Database Operation Forbidden,NN NN VBN,django,testcases.py
1744,2004,Database Failure,NN NN,django,testcases.py
1745,2005,Simple Test Case,JJ NN NN,django,testcases.py
1746,2006,Transaction Test Case,NN NN NN,django,testcases.py
1747,2007,Test Data,NN NN,django,testcases.py
1748,2009,Check Condition,VB NN,django,testcases.py
1749,2010,Quiet WSGI Request Handler,JJ NNP NN NN,django,testcases.py
1750,2011,FS Files Handler,NNP NNS NN,django,testcases.py
1751,2012,Static Files Handler,JJ NNS NN,django,testcases.py
1752,2013,Media Files Handler,NN NNS NN,django,testcases.py
1753,2014,Live Server Thread,JJ NN NN,django,testcases.py
1754,2015,Live Server Test Case,JJ NN NN NN,django,testcases.py
1755,2016,Serialize Mixin,VB NN,django,testcases.py
1756,2017,Debug SQL Text Test Result,VB NNP NN NN NN,django,runner.py
1757,2018,PDB Debug Result,NNP NN NN,django,runner.py
1758,2019,Dummy List,JJ NN,django,runner.py
1759,2020,Remote Test Result,JJ NN NN,django,runner.py
1760,2021,Remote Test Runner,JJ NN NN,django,runner.py
1761,2022,Parallel Test Suite,JJ NN NN,django,runner.py
1762,2023,Shuffler,NN,django,runner.py
1763,2024,Discover Runner,VB NN,django,runner.py
1764,2025,Redirect Cycle Error,VB NN NN,django,client.py
1765,2026,Fake Payload,JJ NN,django,client.py
1766,2027,Client Handler,NN NN,django,client.py
1767,2028,Async Client Handler,JJ NN NN,django,client.py
1768,2029,Request Factory,NN NN,django,client.py
1769,2030,Async Request Factory,JJ NN NN,django,client.py
1770,2031,Client Mixin,NN NN,django,client.py
1771,2032,Client,NN,django,client.py
1772,2033,Async Client,JJ NN,django,client.py
1773,2034,Element,NN,django,html.py
1774,2035,Root Element,NN NN,django,html.py
1775,2036,HTML Parse Error,NNP NN NN,django,html.py
1776,2037,Parser,NN,django,html.py
1777,2038,Approximate,VB,django,utils.py
1778,2039,Context List,NN NN,django,utils.py
1779,2040,Test State,NN NN,django,utils.py
1780,2041,Test Context Decorator,NN NN NN,django,utils.py
1781,2042,override settings,VB NNS,django,utils.py
1782,2043,modify settings,VB NNS,django,utils.py
1783,2044,override system checks,VB NN NNS,django,utils.py
1784,2045,Capture Queries Context,VB NNS NN,django,utils.py
1785,2046,ignore warnings,VB NNS,django,utils.py
1786,2047,override script prefix,VB NN NN,django,utils.py
1787,2048,Logging Capture Mixin,VBG NN NN,django,utils.py
1788,2049,isolate apps,VB NNS,django,utils.py
1789,2050,Time Keeper,NN NN,django,utils.py
1790,2051,Null Time Keeper,JJ NN NN,django,utils.py
1791,2052,Token Base,NN NN,django,smartif.py
1792,2053,Operator,NN,django,smartif.py
1793,2055,Literal,JJ,django,smartif.py
1794,2056,End Token,NN NN,django,smartif.py
1795,2057,If Parser,IN NN,django,smartif.py
1796,2058,Template Does Not Exist,NN VBZ RB VBP,django,exceptions.py
1797,2059,Template Syntax Error,NN NN NN,django,exceptions.py
1798,2060,Context Pop Exception,NN NN NN,django,context.py
1799,2061,Context Dict,NN NN,django,context.py
1800,2062,Base Context,NN NN,django,context.py
1801,2063,Context,NN,django,context.py
1802,2064,Render Context,VB NN,django,context.py
1803,2065,Request Context,NN NN,django,context.py
1804,2066,Content Not Rendered Error,NN RB VBN NN,django,response.py
1805,2067,Simple Template Response,JJ NN NN,django,response.py
1806,2068,Template Response,NN NN,django,response.py
1807,2069,Token Type,NN NN,django,base.py
1808,2070,Variable Does Not Exist,NN VBZ RB VBP,django,base.py
1809,2071,Origin,NN,django,base.py
1810,2072,Template,NN,django,base.py
1811,2073,Token,NN,django,base.py
1812,2074,Lexer,NN,django,base.py
1813,2075,Debug Lexer,VB NN,django,base.py
1814,2077,Filter Expression,NN NN,django,base.py
1815,2080,Node List,NN NN,django,base.py
1816,2081,Text Node,NN NN,django,base.py
1817,2082,Variable Node,NN NN,django,base.py
1818,2083,Invalid Template Library,JJ NN NN,django,library.py
1819,2084,Library,NN,django,library.py
1820,2085,Tag Helper Node,VB NN NN,django,library.py
1821,2086,Simple Node,JJ NN,django,library.py
1822,2087,Inclusion Node,NN NN,django,library.py
1823,2088,Engine,NN,django,engine.py
1824,2089,Block Context,NN NN,django,loader_tags.py
1825,2090,Block Node,NN NN,django,loader_tags.py
1826,2091,Extends Node,VBZ NN,django,loader_tags.py
1827,2092,Include Node,VB NN,django,loader_tags.py
1828,2093,Auto Escape Control Node,JJ NN NN NNP,django,defaulttags.py
1829,2094,Comment Node,NN NN,django,defaulttags.py
1830,2095,Csrf Token Node,NNP NN NN,django,defaulttags.py
1831,2096,Cycle Node,NN NN,django,defaulttags.py
1832,2097,Debug Node,VB NN,django,defaulttags.py
1833,2098,Filter Node,NN NN,django,defaulttags.py
1834,2099,First Of Node,NN IN NN,django,defaulttags.py
1835,2100,For Node,IN NN,django,defaulttags.py
1836,2101,If Changed Node,IN VBN NN,django,defaulttags.py
1837,2102,If Node,NN NN,django,defaulttags.py
1838,2103,Lorem Node,NNP NN,django,defaulttags.py
1839,2104,Regroup Node,VB NN,django,defaulttags.py
1840,2105,Load Node,VB NN,django,defaulttags.py
1841,2106,Now Node,JJ NN,django,defaulttags.py
1842,2107,Reset Cycle Node,VB NN NN,django,defaulttags.py
1843,2108,Spaceless Node,JJ NN,django,defaulttags.py
1844,2109,Template Tag Node,NN NN NN,django,defaulttags.py
1845,2110,URL Node,NNP NN,django,defaulttags.py
1846,2111,Verbatim Node,JJ NN,django,defaulttags.py
1847,2112,Width Ratio Node,NN NN NN,django,defaulttags.py
1848,2113,With Node,IN NN,django,defaulttags.py
1849,2114,Template Literal,NN NN,django,defaulttags.py
1850,2115,Template If Parser,NN NN NN,django,defaulttags.py
1851,2116,Invalid Template Engine Error,JJ NN NN NN,django,utils.py
1852,2117,Engine Handler,NN NN,django,utils.py
1853,2118,Template Strings,NN NNS,django,dummy.py
1854,2120,Base Engine,JJ NN,django,base.py
1855,2121,Jinja 2,NNP CD,django,jinja2.py
1856,2124,Django Templates,NNP NNS,django,django.py
1857,2126,Loader,NN,django,locmem.py
1858,2131,Resolver 404,NN CD,django,exceptions.py
1859,2132,No Reverse Match,DT JJ NN,django,exceptions.py
1860,2133,Resolver Match,NN NN,django,resolvers.py
1861,2134,Locale Regex Descriptor,NN NN NN,django,resolvers.py
1862,2135,Check URL Mixin,VB NNP NN,django,resolvers.py
1863,2136,Regex Pattern,NN NN,django,resolvers.py
1864,2137,Locale Regex Route Descriptor,NN NNP NN NN,django,resolvers.py
1865,2138,Route Pattern,NN NN,django,resolvers.py
1866,2139,Locale Prefix Pattern,NN NN NN,django,resolvers.py
1867,2140,URL Pattern,NNP NN,django,resolvers.py
1868,2141,URL Resolver,NNP NN,django,resolvers.py
1869,2142,Int Converter,NNP NN,django,converters.py
1870,2143,String Converter,NN NN,django,converters.py
1871,2144,UUID Converter,NNP NN,django,converters.py
1872,2145,Slug Converter,NN NN,django,converters.py
1873,2146,Path Converter,NN NN,django,converters.py
1874,2147,Transaction Management Error,NN NN NN,django,transaction.py
1875,2148,Atomic,JJ,django,transaction.py
1876,2149,Error,NN,django,utils.py
1877,2150,Interface Error,NN NN,django,utils.py
1878,2153,Operational Error,JJ NN,django,utils.py
1879,2154,Integrity Error,NN NN,django,utils.py
1880,2155,Internal Error,JJ NN,django,utils.py
1881,2156,Programming Error,NN NN,django,utils.py
1882,2157,Not Supported Error,RB VBN NN,django,utils.py
1883,2158,Database Error Wrapper,NN NN NN,django,utils.py
1884,2159,Connection Handler,NN NN,django,utils.py
1885,2160,Connection Router,NN NN,django,utils.py
1886,2162,Index Expression,NN NN,django,indexes.py
1887,2163,SQ Lite Numeric Mixin,NNP JJ JJ NN,django,expressions.py
1888,2164,Combinable,JJ,django,expressions.py
1889,2165,Base Expression,JJ NN,django,expressions.py
1890,2166,Expression,NN,django,expressions.py
1891,2167,Combined Expression,JJ NN,django,expressions.py
1892,2168,Duration Expression,NN NN,django,expressions.py
1893,2169,Temporal Subtraction,JJ NN,django,expressions.py
1894,2170,F,FW,django,expressions.py
1895,2171,Resolved Outer Ref,VBN JJ NN,django,expressions.py
1896,2172,Outer Ref,JJ NN,django,expressions.py
1897,2173,Sliced,JJ,django,expressions.py
1898,2174,Func,NN,django,expressions.py
1899,2175,Value,NN,django,expressions.py
1900,2176,Raw SQL,NN NNP,django,expressions.py
1901,2177,Star,NN,django,expressions.py
1902,2178,Database Default,NN NN,django,expressions.py
1903,2179,Col,NN,django,expressions.py
1904,2180,Ref,NN,django,expressions.py
1905,2181,Expression List,NN NN,django,expressions.py
1906,2182,Order By List,VB IN NN,django,expressions.py
1907,2183,Expression Wrapper,NN NN,django,expressions.py
1908,2184,Negated Expression,JJ NN,django,expressions.py
1909,2185,When,WRB,django,expressions.py
1910,2186,Case,NN,django,expressions.py
1911,2187,Subquery,NN,django,expressions.py
1912,2188,Exists,VBZ,django,expressions.py
1913,2189,Order By,VB IN,django,expressions.py
1914,2191,Window Frame Exclusion,NN NN NN,django,expressions.py
1915,2192,Window Frame,NN NN,django,expressions.py
1916,2193,Row Range,NN NN,django,expressions.py
1917,2194,Value Range,NN NN,django,expressions.py
1918,2195,Lookup,NN,django,lookups.py
1919,2196,Transform,VB,django,lookups.py
1920,2197,Builtin Lookup,JJ NN,django,lookups.py
1921,2198,Field Get Db Prep Value Mixin,NN VBP NNP NN NN NN,django,lookups.py
1922,2199,Field Get Db Prep Value Iterable Mixin,NN VBP NN NN NN NN NN,django,lookups.py
1923,2200,Postgres Operator Lookup,NNP NN NN,django,lookups.py
1924,2201,Exact,JJ,django,lookups.py
1925,2202,I Exact,PRP VBP,django,lookups.py
1926,2203,Greater Than,JJR IN,django,lookups.py
1927,2204,Greater Than Or Equal,JJR IN CC JJ,django,lookups.py
1928,2205,Less Than,JJR IN,django,lookups.py
1929,2206,Less Than Or Equal,JJR IN CC JJ,django,lookups.py
1930,2207,Integer Field Overflow,NN NN NN,django,lookups.py
1931,2208,Integer Field Float Rounding,NN NN NN NN,django,lookups.py
1932,2209,Integer Field Exact,NN NN VBP,django,lookups.py
1933,2210,Integer Greater Than,NN JJR IN,django,lookups.py
1934,2211,Integer Greater Than Or Equal,NN JJR IN CC JJ,django,lookups.py
1935,2212,Integer Less Than,NN JJR IN,django,lookups.py
1936,2213,Integer Less Than Or Equal,NN JJR IN CC JJ,django,lookups.py
1937,2214,In,IN,django,lookups.py
1938,2215,Pattern Lookup,NN NN,django,lookups.py
1939,2216,Contains,VBZ,django,lookups.py
1940,2217,I Contains,PRP VBZ,django,lookups.py
1941,2218,Starts With,VBZ IN,django,lookups.py
1942,2219,I Starts With,PRP VBZ IN,django,lookups.py
1943,2220,Ends With,VBZ IN,django,lookups.py
1944,2221,I Ends With,PRP VBZ IN,django,lookups.py
1945,2222,Range,NN,django,lookups.py
1946,2223,Is Null,VBZ JJ,django,lookups.py
1947,2224,Regex,NNP,django,lookups.py
1948,2225,I Regex,PRP NNP,django,lookups.py
1949,2226,Year Lookup,NN NN,django,lookups.py
1950,2227,Year Exact,NN RB,django,lookups.py
1951,2228,Year Gt,NN NNP,django,lookups.py
1952,2229,Year Gte,NN NNP,django,lookups.py
1953,2230,Year Lt,NN NNP,django,lookups.py
1954,2231,Year Lte,NN NNP,django,lookups.py
1955,2232,UUID Text Mixin,NNP NN NN,django,lookups.py
1956,2233,UUIDI Exact,NNP VBP,django,lookups.py
1957,2234,UUID Contains,NNP VBZ,django,lookups.py
1958,2235,UUIDI Contains,NNP VBZ,django,lookups.py
1959,2236,UUID Starts With,NNP VBZ IN,django,lookups.py
1960,2237,UUIDI Starts With,NNP VBZ IN,django,lookups.py
1961,2238,UUID Ends With,NNP VBZ IN,django,lookups.py
1962,2239,UUIDI Ends With,NNP VBZ IN,django,lookups.py
1963,2240,Model Signal,NN NN,django,signals.py
1964,2242,Deferred,JJ,django,base.py
1965,2243,Model Base,NN NN,django,base.py
1966,2244,Model State Fields Cache Descriptor,NN NN NNS NN NN,django,base.py
1967,2245,Model State,NN NN,django,base.py
1968,2247,On Conflict,IN NN,django,constants.py
1969,2248,Q,FW,django,query_utils.py
1970,2249,Deferred Attribute,JJ NN,django,query_utils.py
1971,2250,class or instance method,NN CC NN NN,django,query_utils.py
1972,2251,Register Lookup Mixin,NN NN NN,django,query_utils.py
1973,2252,Filtered Relation,JJ NN,django,query_utils.py
1974,2253,Base Manager,JJ NN,django,manager.py
1975,2254,Manager,NN,django,manager.py
1976,2255,Manager Descriptor,NN NN,django,manager.py
1977,2256,Empty Manager,JJ NN,django,manager.py
1978,2257,Base Constraint,JJ NN,django,constraints.py
1979,2258,Check Constraint,VB NN,django,constraints.py
1980,2259,Deferrable,JJ,django,constraints.py
1981,2260,Unique Constraint,JJ NN,django,constraints.py
1982,2261,Protected Error,JJ NN,django,deletion.py
1983,2262,Restricted Error,JJ NN,django,deletion.py
1984,2263,Collector,NN,django,deletion.py
1985,2264,Alters Data,VBZ NN,django,utils.py
1986,2265,Aggregate,NN,django,aggregates.py
1987,2266,Avg,NN,django,aggregates.py
1988,2267,Count,NN,django,aggregates.py
1989,2270,Std Dev,NN NN,django,aggregates.py
1990,2272,Variance,NN,django,aggregates.py
1991,2273,Base Iterable,JJ JJ,django,query.py
1992,2274,Model Iterable,NN JJ,django,query.py
1993,2275,Raw Model Iterable,JJ NN JJ,django,query.py
1994,2276,Values Iterable,NNS JJ,django,query.py
1995,2277,Values List Iterable,NNS NN JJ,django,query.py
1996,2278,Named Values List Iterable,VBN NNS NN JJ,django,query.py
1997,2279,Flat Values List Iterable,JJ NNS NN JJ,django,query.py
1998,2280,Query Set,NN NN,django,query.py
1999,2281,Instance Check Meta,NN NN NN,django,query.py
2000,2282,Empty Query Set,JJ NN NN,django,query.py
2001,2283,Raw Query Set,JJ NN NN,django,query.py
2002,2284,Prefetch,NN,django,query.py
2003,2285,Related Populator,JJ NN,django,query.py
2004,2286,Repr Enum,NNP NN,django,enums.py
2005,2287,Int Enum,NN NN,django,enums.py
2006,2288,Str Enum,NN NN,django,enums.py
2007,2289,Choices Type,NNS NN,django,enums.py
2008,2290,Choices,NNS,django,enums.py
2009,2291,Integer Choices,NN NNS,django,enums.py
2010,2292,Text Choices,NN NNS,django,enums.py
2011,2293,Position Ref,NN NN,django,compiler.py
2012,2294,SQL Compiler,NNP NN,django,compiler.py
2013,2295,SQL Insert Compiler,NNP VBP NNP,django,compiler.py
2014,2296,SQL Delete Compiler,NNP VBP NN,django,compiler.py
2015,2297,SQL Update Compiler,NNP VBP NN,django,compiler.py
2016,2298,SQL Aggregate Compiler,NNP VBP NNP,django,compiler.py
2017,2299,Delete Query,VB NN,django,subqueries.py
2018,2300,Update Query,VB NN,django,subqueries.py
2019,2301,Insert Query,VB NN,django,subqueries.py
2020,2302,Aggregate Query,VB NN,django,subqueries.py
2021,2303,Multi Join,JJ VB,django,datastructures.py
2022,2305,Join,VB,django,datastructures.py
2023,2306,Base Table,JJ NN,django,datastructures.py
2024,2307,Where Node,WRB NN,django,where.py
2025,2308,Nothing Node,NN NN,django,where.py
2026,2309,Extra Where,JJ WRB,django,where.py
2027,2310,Subquery Constraint,NN NN,django,where.py
2028,2311,Raw Query,JJ NNP,django,query.py
2029,2312,Query,NN,django,query.py
2030,2313,Join Promoter,VB NN,django,query.py
2031,2315,A Cos,DT NN,django,math.py
2032,2316,ASin,NNP,django,math.py
2033,2317,A Tan,DT NNP,django,math.py
2034,2318,A Tan 2,DT NNP CD,django,math.py
2035,2321,Cot,NN,django,math.py
2036,2322,Degrees,NNS,django,math.py
2037,2325,Ln,NNP,django,math.py
2038,2328,Pi,NNP,django,math.py
2039,2330,Radians,NNPS,django,math.py
2040,2331,Random,NN,django,math.py
2041,2337,Timezone Mixin,NN NN,django,datetime.py
2042,2338,Extract,VB,django,datetime.py
2043,2339,Extract Year,VB NN,django,datetime.py
2044,2340,Extract Iso Year,VB NNP NN,django,datetime.py
2045,2341,Extract Month,VB NN,django,datetime.py
2046,2342,Extract Day,VB NN,django,datetime.py
2047,2343,Extract Week,VB NN,django,datetime.py
2048,2344,Extract Week Day,VB NN NN,django,datetime.py
2049,2345,Extract Iso Week Day,VB NNP NN NN,django,datetime.py
2050,2346,Extract Quarter,VB NN,django,datetime.py
2051,2347,Extract Hour,VB NN,django,datetime.py
2052,2348,Extract Minute,VB NN,django,datetime.py
2053,2349,Extract Second,VB NN,django,datetime.py
2054,2350,Now,NN,django,datetime.py
2055,2351,Trunc Base,VB NN,django,datetime.py
2056,2352,Trunc,VB,django,datetime.py
2057,2353,Trunc Year,VB NN,django,datetime.py
2058,2354,Trunc Quarter,VB NN,django,datetime.py
2059,2355,Trunc Month,VB NN,django,datetime.py
2060,2356,Trunc Week,VB NN,django,datetime.py
2061,2357,Trunc Day,VB NN,django,datetime.py
2062,2358,Trunc Date,VB NN,django,datetime.py
2063,2359,Trunc Time,VB NN,django,datetime.py
2064,2360,Trunc Hour,VB NN,django,datetime.py
2065,2361,Trunc Minute,VB NN,django,datetime.py
2066,2362,Trunc Second,VB NN,django,datetime.py
2067,2363,Cume Dist,NN NN,django,window.py
2068,2364,Dense Rank,JJ NN,django,window.py
2069,2365,First Value,JJ NN,django,window.py
2070,2366,Lag Lead Function,JJ NN NN,django,window.py
2071,2367,Lag,NN,django,window.py
2072,2368,Last Value,JJ NN,django,window.py
2073,2369,Lead,NN,django,window.py
2074,2370,Nth Value,NN NN,django,window.py
2075,2371,N tile,FW NN,django,window.py
2076,2372,Percent Rank,NN NN,django,window.py
2077,2373,Rank,NN,django,window.py
2078,2374,Row Number,NN NN,django,window.py
2079,2375,Fix Decimal Input Mixin,VB JJ NN NN,django,mixins.py
2080,2376,Fix Duration Input Mixin,VB NN NN NN,django,mixins.py
2081,2377,Numeric Output Field Mixin,JJ NN NN NN,django,mixins.py
2082,2379,Coalesce,VB,django,comparison.py
2083,2380,Collate,VB,django,comparison.py
2084,2381,Greatest,JJS,django,comparison.py
2085,2382,JSON Object,NNP NN,django,comparison.py
2086,2383,Arg Joiner,NN NN,django,comparison.py
2087,2384,Least,JJS,django,comparison.py
2088,2385,Null If,JJ IN,django,comparison.py
2089,2386,My SQL SHA 2 Mixin,PRP$ NNP NNP CD NN,django,text.py
2090,2387,Oracle Hash Mixin,NNP NN NN,django,text.py
2091,2388,Postgre SQL SHA Mixin,NNP NNP NNP NN,django,text.py
2092,2389,Chr,NNP,django,text.py
2093,2390,Concat Pair,NN NN,django,text.py
2094,2391,Concat,NN,django,text.py
2095,2392,Left,NN,django,text.py
2096,2393,Length,NN,django,text.py
2097,2394,Lower,JJR,django,text.py
2098,2395,L Pad,FW NN,django,text.py
2099,2396,L Trim,FW NN,django,text.py
2100,2397,MD5,NNP,django,text.py
2101,2398,Ord,NN,django,text.py
2102,2400,Replace,VB,django,text.py
2103,2401,Reverse,NN,django,text.py
2104,2402,Right,NN,django,text.py
2105,2403,R Pad,FW NN,django,text.py
2106,2404,R Trim,FW NN,django,text.py
2107,2405,SHA1,NNP,django,text.py
2108,2406,SHA 224,NNP CD,django,text.py
2109,2407,SHA256,NNP,django,text.py
2110,2408,SHA384,NNP,django,text.py
2111,2409,SHA512,NNP,django,text.py
2112,2410,Str Index,NN NN,django,text.py
2113,2411,Sub str,JJ NN,django,text.py
2114,2412,Trim,VB,django,text.py
2115,2413,Upper,JJ,django,text.py
2116,2414,Multi Col Source,JJ NN NN,django,related_lookups.py
2117,2415,Related In,JJ IN,django,related_lookups.py
2118,2416,Related Lookup Mixin,JJ NN NN,django,related_lookups.py
2119,2417,Related Exact,JJ JJ,django,related_lookups.py
2120,2418,Related Less Than,JJ JJR IN,django,related_lookups.py
2121,2419,Related Greater Than,JJ JJR IN,django,related_lookups.py
2122,2420,Related Greater Than Or Equal,JJ JJR IN CC JJ,django,related_lookups.py
2123,2421,Related Less Than Or Equal,JJ JJR IN CC JJ,django,related_lookups.py
2124,2422,Related Is Null,JJ VBZ JJ,django,related_lookups.py
2125,2423,JSON Field,NNP NN,django,json.py
2126,2424,Data Contains,NNS VBZ,django,json.py
2127,2425,Contained By,VBN IN,django,json.py
2128,2426,Has Key Lookup,VBZ NN NN,django,json.py
2129,2427,Has Key,VBZ NN,django,json.py
2130,2428,Has Keys,VBZ NNS,django,json.py
2131,2429,Has Any Keys,VBZ DT NNS,django,json.py
