,ID,TYPE,DECLARATION,PROJECT,FILE
2357,2357,List<ArtifactFilter>,"getFilters()
",maven,"DefaultExceptionHandler.java
"
2364,2364,Predicate<Exclusion>,"sameArtifactId(Artifact artifact)
",maven,"DefaultExceptionHandler.java
"
2365,2365,Predicate<Exclusion>,"sameGroupId(Artifact artifact)
",maven,"DefaultExceptionHandler.java
"
2366,2366,Predicate<Exclusion>,"exclude(Artifact artifact)
",maven,"DefaultExceptionHandler.java
"
2368,2368,void,"throwErrors(ArtifactResolutionRequest request, ArtifactResolutionResult result) throws ArtifactResolutionException
",maven,"DefaultExceptionHandler.java
"
2369,2369,List<T>,"toList(Collection<T> items)
",maven,"DefaultExceptionHandler.java
"
2370,2370,Artifact,"getArtifact()
",maven,"DefaultExceptionHandler.java
"
2373,2373,List<String>,"getDependencyTrail() throws OverConstrainedVersionException
",maven,"DefaultExceptionHandler.java
"
2374,2374,List<Artifact>,"getTrail() throws OverConstrainedVersionException
",maven,"DefaultExceptionHandler.java
"
2375,2375,boolean,"isResolved()
",maven,"DefaultExceptionHandler.java
"
2376,2376,boolean,"isChildOfRootNode()
",maven,"DefaultExceptionHandler.java
"
2377,2377,Iterator<ResolutionNode>,"getChildrenIterator()
",maven,"DefaultExceptionHandler.java
"
2378,2378,int,"getDepth()
",maven,"DefaultExceptionHandler.java
"
2379,2379,List<ArtifactRepository>,"getRemoteRepositories()
",maven,"DefaultExceptionHandler.java
"
2381,2381,void,"enable()
",maven,"DefaultExceptionHandler.java
"
2382,2382,void,"disable()
",maven,"DefaultExceptionHandler.java
"
2383,2383,boolean,"filterTrail(ArtifactFilter filter) throws OverConstrainedVersionException
",maven,"DefaultExceptionHandler.java
"
2385,2385,void,"setArtifact(Artifact artifact)
",maven,"DefaultExceptionHandler.java
"
2388,2388,ArtifactResolutionRequest,"setArtifactDependencies(Set<Artifact> artifactDependencies)
",maven,"DefaultExceptionHandler.java
"
2389,2389,Set<Artifact>,"getArtifactDependencies()
",maven,"DefaultExceptionHandler.java
"
2390,2390,ArtifactRepository,"getLocalRepository()
",maven,"DefaultExceptionHandler.java
"
2391,2391,ArtifactResolutionRequest,"setLocalRepository(ArtifactRepository localRepository)
",maven,"DefaultExceptionHandler.java
"
2393,2393,ArtifactResolutionRequest,"setRemoteRepositories(List<ArtifactRepository> remoteRepositories)
",maven,"DefaultExceptionHandler.java
"
2394,2394,ArtifactFilter,"getCollectionFilter()
",maven,"DefaultExceptionHandler.java
"
2395,2395,ArtifactResolutionRequest,"setCollectionFilter(ArtifactFilter filter)
",maven,"DefaultExceptionHandler.java
"
2396,2396,ArtifactFilter,"getResolutionFilter()
",maven,"DefaultExceptionHandler.java
"
2397,2397,ArtifactResolutionRequest,"setResolutionFilter(ArtifactFilter filter)
",maven,"DefaultExceptionHandler.java
"
2398,2398,List<ResolutionListener>,"getListeners()
",maven,"DefaultExceptionHandler.java
"
2399,2399,ArtifactResolutionRequest,"setListeners(List<ResolutionListener> listeners)
",maven,"DefaultExceptionHandler.java
"
2400,2400,ArtifactResolutionRequest,"addListener(ResolutionListener listener)
",maven,"DefaultExceptionHandler.java
"
2401,2401,Artifact>,"getManagedVersionMap()
",maven,"DefaultExceptionHandler.java
"
2402,2402,ArtifactResolutionRequest,"setManagedVersionMap(Map<String, Artifact> managedVersionMap)
",maven,"DefaultExceptionHandler.java
"
2403,2403,ArtifactResolutionRequest,"setResolveRoot(boolean resolveRoot)
",maven,"DefaultExceptionHandler.java
"
2404,2404,boolean,"isResolveRoot()
",maven,"DefaultExceptionHandler.java
"
2405,2405,ArtifactResolutionRequest,"setResolveTransitively(boolean resolveDependencies)
",maven,"DefaultExceptionHandler.java
"
2406,2406,boolean,"isResolveTransitively()
",maven,"DefaultExceptionHandler.java
"
2408,2408,boolean,"isOffline()
",maven,"DefaultExceptionHandler.java
"
2409,2409,ArtifactResolutionRequest,"setOffline(boolean offline)
",maven,"DefaultExceptionHandler.java
"
2410,2410,boolean,"isForceUpdate()
",maven,"DefaultExceptionHandler.java
"
2411,2411,ArtifactResolutionRequest,"setForceUpdate(boolean forceUpdate)
",maven,"DefaultExceptionHandler.java
"
2412,2412,ArtifactResolutionRequest,"setServers(List<Server> servers)
",maven,"DefaultExceptionHandler.java
"
2413,2413,List<Server>,"getServers()
",maven,"DefaultExceptionHandler.java
"
2414,2414,ArtifactResolutionRequest,"setMirrors(List<Mirror> mirrors)
",maven,"DefaultExceptionHandler.java
"
2415,2415,List<Mirror>,"getMirrors()
",maven,"DefaultExceptionHandler.java
"
2416,2416,ArtifactResolutionRequest,"setProxies(List<Proxy> proxies)
",maven,"DefaultExceptionHandler.java
"
2417,2417,List<Proxy>,"getProxies()
",maven,"DefaultExceptionHandler.java
"
2418,2418,ArtifactResolutionRequest,"setCache(RepositoryCache cache)
",maven,"DefaultExceptionHandler.java
"
2431,2431,Artifact,"getOriginatingArtifact()
",maven,"DefaultExceptionHandler.java
"
2432,2432,ArtifactResolutionResult,"setOriginatingArtifact(final Artifact originatingArtifact)
",maven,"DefaultExceptionHandler.java
"
2433,2433,void,"addArtifact(Artifact artifact)
",maven,"DefaultExceptionHandler.java
"
2435,2435,void,"setArtifacts(Set<Artifact> artifacts)
",maven,"DefaultExceptionHandler.java
"
2436,2436,Set<ResolutionNode>,"getArtifactResolutionNodes()
",maven,"DefaultExceptionHandler.java
"
2437,2437,void,"setArtifactResolutionNodes(Set<ResolutionNode> resolutionNodes)
",maven,"DefaultExceptionHandler.java
"
2438,2438,boolean,"hasMissingArtifacts()
",maven,"DefaultExceptionHandler.java
"
2439,2439,List<Artifact>,"getMissingArtifacts()
",maven,"DefaultExceptionHandler.java
"
2440,2440,ArtifactResolutionResult,"addMissingArtifact(Artifact artifact)
",maven,"DefaultExceptionHandler.java
"
2441,2441,ArtifactResolutionResult,"setUnresolvedArtifacts(final List<Artifact> unresolvedArtifacts)
",maven,"DefaultExceptionHandler.java
"
2442,2442,boolean,"isSuccess()
",maven,"DefaultExceptionHandler.java
"
2443,2443,boolean,"hasExceptions()
",maven,"DefaultExceptionHandler.java
"
2444,2444,List<Exception>,"getExceptions()
",maven,"DefaultExceptionHandler.java
"
2445,2445,boolean,"hasVersionRangeViolations()
",maven,"DefaultExceptionHandler.java
"
2446,2446,ArtifactResolutionResult,"addVersionRangeViolation(Exception e)
",maven,"DefaultExceptionHandler.java
"
2447,2447,OverConstrainedVersionException,"getVersionRangeViolation(int i)
",maven,"DefaultExceptionHandler.java
"
2448,2448,List<Exception>,"getVersionRangeViolations()
",maven,"DefaultExceptionHandler.java
"
2449,2449,boolean,"hasMetadataResolutionExceptions()
",maven,"DefaultExceptionHandler.java
"
2450,2450,ArtifactResolutionResult,"addMetadataResolutionException(ArtifactResolutionException e)
",maven,"DefaultExceptionHandler.java
"
2451,2451,ArtifactResolutionException,"getMetadataResolutionException(int i)
",maven,"DefaultExceptionHandler.java
"
2452,2452,List<ArtifactResolutionException>,"getMetadataResolutionExceptions()
",maven,"DefaultExceptionHandler.java
"
2453,2453,boolean,"hasErrorArtifactExceptions()
",maven,"DefaultExceptionHandler.java
"
2454,2454,ArtifactResolutionResult,"addErrorArtifactException(ArtifactResolutionException e)
",maven,"DefaultExceptionHandler.java
"
2455,2455,List<ArtifactResolutionException>,"getErrorArtifactExceptions()
",maven,"DefaultExceptionHandler.java
"
2456,2456,boolean,"hasCircularDependencyExceptions()
",maven,"DefaultExceptionHandler.java
"
2457,2457,ArtifactResolutionResult,"addCircularDependencyException(CyclicDependencyException e)
",maven,"DefaultExceptionHandler.java
"
2458,2458,CyclicDependencyException,"getCircularDependencyException(int i)
",maven,"DefaultExceptionHandler.java
"
2459,2459,List<CyclicDependencyException>,"getCircularDependencyExceptions()
",maven,"DefaultExceptionHandler.java
"
2462,2462,List<T>,"initList(final List<T> l)
",maven,"DefaultExceptionHandler.java
"
2464,2464,ArtifactHandler,"getArtifactHandler(String type)
",maven,"DefaultExceptionHandler.java
"
2465,2465,void,"addHandlers(Map<String, ArtifactHandler> handlers)
",maven,"DefaultExceptionHandler.java
"
2468,2468,Set<String>,"getHandlerTypes()
",maven,"DefaultExceptionHandler.java
"
2482,2482,void,"setExtension(final String extension)
",maven,"DefaultExceptionHandler.java
"
2483,2483,String,"getClassifier()
",maven,"DefaultExceptionHandler.java
"
2484,2484,void,"setClassifier(final String classifier)
",maven,"DefaultExceptionHandler.java
"
2485,2485,String,"getDirectory()
",maven,"DefaultExceptionHandler.java
"
2486,2486,void,"setDirectory(final String directory)
",maven,"DefaultExceptionHandler.java
"
2487,2487,String,"getPackaging()
",maven,"DefaultExceptionHandler.java
"
2488,2488,void,"setPackaging(final String packaging)
",maven,"DefaultExceptionHandler.java
"
2489,2489,boolean,"isIncludesDependencies()
",maven,"DefaultExceptionHandler.java
"
2490,2490,void,"setIncludesDependencies(final boolean includesDependencies)
",maven,"DefaultExceptionHandler.java
"
2491,2491,String,"getLanguage()
",maven,"DefaultExceptionHandler.java
"
2492,2492,void,"setLanguage(final String language)
",maven,"DefaultExceptionHandler.java
"
2493,2493,boolean,"isAddedToClasspath()
",maven,"DefaultExceptionHandler.java
"
2494,2494,void,"setAddedToClasspath(final boolean addedToClasspath)
",maven,"DefaultExceptionHandler.java
"
2495,2495,String,"getRepositoryId()
",maven,"DefaultExceptionHandler.java
"
2496,2496,ResolutionGroup,"retrieve(MetadataResolutionRequest request) throws ArtifactMetadataRetrievalException
",maven,"DefaultExceptionHandler.java
"
2498,2498,List<ArtifactVersion>,"retrieveAvailableVersions(MetadataResolutionRequest request) throws ArtifactMetadataRetrievalException
",maven,"DefaultExceptionHandler.java
"
2500,2500,List<ArtifactVersion>,"retrieveAvailableVersionsFromDeploymentRepository(Artifact artifact, ArtifactRepository localRepository, ArtifactRepository remoteRepository) throws ArtifactMetadataRetrievalException
",maven,"DefaultExceptionHandler.java
"
2501,2501,RepositorySystemSession,"overlay(ArtifactRepository repository, RepositorySystemSession session, RepositorySystem system)
",maven,"DefaultExceptionHandler.java
"
2503,2503,String,"getPathForLocalArtifact(Artifact artifact)
",maven,"DefaultExceptionHandler.java
"
2504,2504,String,"getPathForRemoteArtifact(Artifact artifact, RemoteRepository repository, String context)
",maven,"DefaultExceptionHandler.java
"
2505,2505,String,"getPathForLocalMetadata(Metadata metadata)
",maven,"DefaultExceptionHandler.java
"
2506,2506,String,"getPathForRemoteMetadata(Metadata metadata, RemoteRepository repository, String context)
",maven,"DefaultExceptionHandler.java
"
2507,2507,LocalArtifactResult,"find(RepositorySystemSession session, LocalArtifactRequest request)
",maven,"DefaultExceptionHandler.java
"
2511,2511,boolean,"storedInArtifactVersionDirectory()
",maven,"DefaultExceptionHandler.java
"
2512,2512,boolean,"storedInGroupDirectory()
",maven,"DefaultExceptionHandler.java
"
2515,2515,String,"getBaseVersion()
",maven,"DefaultExceptionHandler.java
"
2516,2516,String,"nullify(String str)
",maven,"DefaultExceptionHandler.java
"
2518,2518,String,"getRemoteFilename()
",maven,"DefaultExceptionHandler.java
"
2519,2519,String,"getLocalFilename(ArtifactRepository repository)
",maven,"DefaultExceptionHandler.java
"
2520,2520,String,"insertRepositoryKey(String filename, String repositoryKey)
",maven,"DefaultExceptionHandler.java
"
2521,2521,void,"merge(org.apache.maven.repository.legacy.metadata.ArtifactMetadata metadata)
",maven,"DefaultExceptionHandler.java
"
2523,2523,void,"storeInLocalRepository(ArtifactRepository localRepository, ArtifactRepository remoteRepository) throws RepositoryMetadataStoreException
",maven,"DefaultExceptionHandler.java
"
2524,2524,String,"extendedToString()
",maven,"DefaultExceptionHandler.java
"
2525,2525,String,"pathOf(org.apache.maven.artifact.Artifact artifact)
",maven,"DefaultExceptionHandler.java
"
2526,2526,String,"pathOfRemoteRepositoryMetadata(ArtifactMetadata artifactMetadata)
",maven,"DefaultExceptionHandler.java
"
2527,2527,String,"pathOfLocalRepositoryMetadata(ArtifactMetadata metadata, ArtifactRepository repository)
",maven,"DefaultExceptionHandler.java
"
2528,2528,String,"getUrl()
",maven,"DefaultExceptionHandler.java
"
2529,2529,void,"setUrl(String url)
",maven,"DefaultExceptionHandler.java
"
2530,2530,String,"getBasedir()
",maven,"DefaultExceptionHandler.java
"
2531,2531,String,"getProtocol()
",maven,"DefaultExceptionHandler.java
"
2532,2532,String,"getId()
",maven,"DefaultExceptionHandler.java
"
2533,2533,void,"setId(String id)
",maven,"DefaultExceptionHandler.java
"
2534,2534,ArtifactRepositoryPolicy,"getSnapshots()
",maven,"DefaultExceptionHandler.java
"
2535,2535,void,"setSnapshotUpdatePolicy(ArtifactRepositoryPolicy policy)
",maven,"DefaultExceptionHandler.java
"
2536,2536,ArtifactRepositoryPolicy,"getReleases()
",maven,"DefaultExceptionHandler.java
"
2537,2537,void,"setReleaseUpdatePolicy(ArtifactRepositoryPolicy policy)
",maven,"DefaultExceptionHandler.java
"
2538,2538,ArtifactRepositoryLayout,"getLayout()
",maven,"DefaultExceptionHandler.java
"
2539,2539,void,"setLayout(ArtifactRepositoryLayout layout)
",maven,"DefaultExceptionHandler.java
"
2541,2541,boolean,"isUniqueVersion()
",maven,"DefaultExceptionHandler.java
"
2542,2542,boolean,"isBlacklisted()
",maven,"DefaultExceptionHandler.java
"
2543,2543,void,"setBlacklisted(boolean blackListed)
",maven,"DefaultExceptionHandler.java
"
2545,2545,List<String>,"findVersions(org.apache.maven.artifact.Artifact artifact)
",maven,"DefaultExceptionHandler.java
"
2546,2546,boolean,"isProjectAware()
",maven,"DefaultExceptionHandler.java
"
2547,2547,void,"setAuthentication(Authentication authentication)
",maven,"DefaultExceptionHandler.java
"
2548,2548,Authentication,"getAuthentication()
",maven,"DefaultExceptionHandler.java
"
2549,2549,void,"setProxy(Proxy proxy)
",maven,"DefaultExceptionHandler.java
"
2550,2550,Proxy,"getProxy()
",maven,"DefaultExceptionHandler.java
"
2551,2551,List<ArtifactRepository>,"getMirroredRepositories()
",maven,"DefaultExceptionHandler.java
"
2552,2552,void,"setMirroredRepositories(List<ArtifactRepository> mirroredRepositories)
",maven,"DefaultExceptionHandler.java
"
2553,2553,boolean,"isBlocked()
",maven,"DefaultExceptionHandler.java
"
2554,2554,void,"setBlocked(boolean blocked)
",maven,"DefaultExceptionHandler.java
"
2568,2568,void,"setMetadata(Metadata metadata)
",maven,"DefaultExceptionHandler.java
"
2569,2569,boolean,"isSnapshot()
",maven,"DefaultExceptionHandler.java
"
2570,2570,int,"getNature()
",maven,"DefaultExceptionHandler.java
"
2571,2571,ArtifactRepositoryPolicy,"getPolicy(ArtifactRepository repository)
",maven,"DefaultExceptionHandler.java
"
2574,2574,void,"resolveAlways(RepositoryMetadata metadata, ArtifactRepository localRepository, ArtifactRepository remoteRepository) throws RepositoryMetadataResolutionException
",maven,"DefaultExceptionHandler.java
"
2575,2575,void,"deploy(ArtifactMetadata metadata, ArtifactRepository localRepository, ArtifactRepository deploymentRepository) throws RepositoryMetadataDeploymentException
",maven,"DefaultExceptionHandler.java
"
2576,2576,void,"install(ArtifactMetadata metadata, ArtifactRepository localRepository) throws RepositoryMetadataInstallationException
",maven,"DefaultExceptionHandler.java
"
2591,2591,void,"updateRepositoryMetadata(ArtifactRepository localRepository, ArtifactRepository remoteRepository) throws IOException, XmlPullParserException
",maven,"DefaultExceptionHandler.java
"
2593,2593,Metadata,"createMetadata(Artifact artifact, Versioning versioning)
",maven,"DefaultExceptionHandler.java
"
2594,2594,Versioning,"createVersioning(Snapshot snapshot)
",maven,"DefaultExceptionHandler.java
"
2605,2605,boolean,"isStrict(Map<String, ?> options)
",maven,"DefaultExceptionHandler.java
"
2606,2606,int,"getLineNumber()
",maven,"DefaultExceptionHandler.java
"
2607,2607,int,"getColumnNumber()
",maven,"DefaultExceptionHandler.java
"
2614,2614,String,"pathOfRepositoryMetadata(ArtifactMetadata metadata, String filename)
",maven,"DefaultExceptionHandler.java
"
2616,2616,String,"formatAsDirectory(String directory)
",maven,"DefaultExceptionHandler.java
"
2637,2637,String,"protocol(final String url)
",maven,"DefaultExceptionHandler.java
"
2638,2638,String,"basedir(String url)
",maven,"DefaultExceptionHandler.java
"
2639,2639,String,"decode(String url)
",maven,"DefaultExceptionHandler.java
"
2655,2655,RepositoryRequest,"getRepositoryRequest(MavenSession session, MavenProject project)
",maven,"DefaultExceptionHandler.java
"
2664,2664,Artifact,"createArtifact(String groupId, String artifactId, String version, String scope, String type)
",maven,"DefaultExceptionHandler.java
"
2665,2665,Artifact,"createArtifactWithClassifier(String groupId, String artifactId, String version, String type, String classifier)
",maven,"DefaultExceptionHandler.java
"
2666,2666,Artifact,"createDependencyArtifact(String groupId, String artifactId, VersionRange versionRange, String type, String classifier, String scope)
",maven,"DefaultExceptionHandler.java
"
2670,2670,Artifact,"createBuildArtifact(String groupId, String artifactId, String version, String packaging)
",maven,"DefaultExceptionHandler.java
"
2671,2671,Artifact,"createProjectArtifact(String groupId, String artifactId, String version)
",maven,"DefaultExceptionHandler.java
"
2672,2672,Artifact,"createParentArtifact(String groupId, String artifactId, String version)
",maven,"DefaultExceptionHandler.java
"
2673,2673,Artifact,"createPluginArtifact(String groupId, String artifactId, VersionRange versionRange)
",maven,"DefaultExceptionHandler.java
"
2675,2675,Artifact,"createExtensionArtifact(String groupId, String artifactId, VersionRange versionRange)
",maven,"DefaultExceptionHandler.java
"
2694,2694,void,"toArtifacts(Collection<org.apache.maven.artifact.Artifact> artifacts, Collection<? extends DependencyNode> nodes, List<String> trail, DependencyFilter filter)
",maven,"DefaultExceptionHandler.java
"
2696,2696,Dependency,"toDependency(org.apache.maven.artifact.Artifact artifact, Collection<org.apache.maven.model.Exclusion> exclusions)
",maven,"DefaultExceptionHandler.java
"
2697,2697,List<RemoteRepository>,"toRepos(List<ArtifactRepository> repos)
",maven,"DefaultExceptionHandler.java
"
2698,2698,RemoteRepository,"toRepo(ArtifactRepository repo)
",maven,"DefaultExceptionHandler.java
"
2700,2700,RepositoryPolicy,"toPolicy(ArtifactRepositoryPolicy policy)
",maven,"DefaultExceptionHandler.java
"
2701,2701,Authentication,"toAuthentication(org.apache.maven.artifact.repository.Authentication auth)
",maven,"DefaultExceptionHandler.java
"
2702,2702,Proxy,"toProxy(org.apache.maven.repository.Proxy proxy)
",maven,"DefaultExceptionHandler.java
"
2703,2703,ArtifactHandler,"newHandler(Artifact artifact)
",maven,"DefaultExceptionHandler.java
"
2704,2704,ArtifactType,"newArtifactType(String id, ArtifactHandler handler)
",maven,"DefaultExceptionHandler.java
"
2706,2706,Exclusion,"toExclusion(org.apache.maven.model.Exclusion exclusion)
",maven,"DefaultExceptionHandler.java
"
2707,2707,ArtifactTypeRegistry,"newArtifactTypeRegistry(ArtifactHandlerManager handlerManager)
",maven,"DefaultExceptionHandler.java
"
2710,2710,WorkspaceRepository,"getWorkspace(RepositorySystemSession session)
",maven,"DefaultExceptionHandler.java
"
2711,2711,boolean,"repositoriesEquals(List<RemoteRepository> r1, List<RemoteRepository> r2)
",maven,"DefaultExceptionHandler.java
"
2712,2712,int,"repositoriesHashCode(List<RemoteRepository> repositories)
",maven,"DefaultExceptionHandler.java
"
2713,2713,int,"repositoryHashCode(RemoteRepository repository)
",maven,"DefaultExceptionHandler.java
"
2714,2714,boolean,"policyEquals(RepositoryPolicy p1, RepositoryPolicy p2)
",maven,"DefaultExceptionHandler.java
"
2715,2715,boolean,"repositoryEquals(RemoteRepository r1, RemoteRepository r2)
",maven,"DefaultExceptionHandler.java
"
2716,2716,void,"startEvent(String eventName, String target, long timestamp)
",maven,"DefaultExceptionHandler.java
"
2717,2717,void,"endEvent(String eventName, String target, long timestamp)
",maven,"DefaultExceptionHandler.java
"
2718,2718,void,"errorEvent(String eventName, String target, long timestamp, Throwable cause)
",maven,"DefaultExceptionHandler.java
"
2719,2719,void,"addEventMonitor(EventMonitor monitor)
",maven,"DefaultExceptionHandler.java
"
2720,2720,void,"dispatchStart(String event, String target)
",maven,"DefaultExceptionHandler.java
"
2721,2721,void,"dispatchEnd(String event, String target)
",maven,"DefaultExceptionHandler.java
"
2722,2722,void,"dispatchError(String event, String target, Throwable cause)
",maven,"DefaultExceptionHandler.java
"
2728,2728,List<MavenProject>,"getAllProjects()
",maven,"DefaultExceptionHandler.java
"
2729,2729,List<MavenProject>,"getSortedProjects()
",maven,"DefaultExceptionHandler.java
"
2730,2730,List<MavenProject>,"getDownstreamProjects(MavenProject project, boolean transitive)
",maven,"DefaultExceptionHandler.java
"
2732,2732,List<MavenProject>,"getUpstreamProjects(MavenProject project, boolean transitive)
",maven,"DefaultExceptionHandler.java
"
2737,2737,Result<ProjectDependencyGraph>,"sessionDependencyGraph(final MavenSession session) throws CycleDetectedException, DuplicateProjectException
",maven,"DefaultExceptionHandler.java
"
2738,2738,Result<ProjectDependencyGraph>,"reactorDependencyGraph(MavenSession session, List<MavenProject> projects) throws CycleDetectedException, DuplicateProjectException, MavenExecutionException
",maven,"DefaultExceptionHandler.java
"
2739,2739,List<MavenProject>,"trimProjectsToRequest(List<MavenProject> activeProjects, ProjectDependencyGraph graph, MavenExecutionRequest request) throws MavenExecutionException
",maven,"DefaultExceptionHandler.java
"
2740,2740,List<MavenProject>,"trimSelectedProjects(List<MavenProject> projects, List<MavenProject> allSortedProjects, ProjectDependencyGraph graph, MavenExecutionRequest request) throws MavenExecutionException
",maven,"DefaultExceptionHandler.java
"
2741,2741,Set<MavenProject>,"getProjectsBySelectors(MavenExecutionRequest request, List<MavenProject> projects, Set<String> projectSelectors, boolean required) throws MavenExecutionException
",maven,"DefaultExceptionHandler.java
"
2742,2742,List<MavenProject>,"trimResumedProjects(List<MavenProject> projects, ProjectDependencyGraph graph, MavenExecutionRequest request) throws MavenExecutionException
",maven,"DefaultExceptionHandler.java
"
2743,2743,List<MavenProject>,"trimExcludedProjects(List<MavenProject> projects, ProjectDependencyGraph graph, MavenExecutionRequest request) throws MavenExecutionException
",maven,"DefaultExceptionHandler.java
"
2744,2744,List<MavenProject>,"includeAlsoMakeTransitively(List<MavenProject> projects, MavenExecutionRequest request, ProjectDependencyGraph graph) throws MavenExecutionException
",maven,"DefaultExceptionHandler.java
"
2745,2745,void,"enrichRequestFromResumptionData(List<MavenProject> projects, MavenExecutionRequest request)
",maven,"DefaultExceptionHandler.java
"
2746,2746,List<MavenProject>,"getProjectsInRequestScope(MavenExecutionRequest request, List<MavenProject> projects) throws MavenExecutionException
",maven,"DefaultExceptionHandler.java
"
2747,2747,String,"formatProjects(List<MavenProject> projects)
",maven,"DefaultExceptionHandler.java
"
2748,2748,boolean,"isMatchingProject(MavenProject project, String selector, File reactorDirectory)
",maven,"DefaultExceptionHandler.java
"
2749,2749,File,"getReactorDirectory(MavenExecutionRequest request)
",maven,"DefaultExceptionHandler.java
"
2750,2750,List<MavenProject>,"getProjectsForMavenReactor(MavenSession session) throws ProjectBuildingException
",maven,"DefaultExceptionHandler.java
"
2751,2751,void,"validateProjects(List<MavenProject> projects, MavenExecutionRequest request) throws MavenExecutionException
",maven,"DefaultExceptionHandler.java
"
2756,2756,List<MavenProject>,"applyFilter(Collection<? extends MavenProject> projects)
",maven,"DefaultExceptionHandler.java
"
2762,2762,MavenExecutionResult,"setProject(MavenProject project)
",maven,"DefaultExceptionHandler.java
"
2764,2764,MavenExecutionResult,"setTopologicallySortedProjects(List<MavenProject> topologicallySortedProjects)
",maven,"DefaultExceptionHandler.java
"
2765,2765,List<MavenProject>,"getTopologicallySortedProjects()
",maven,"DefaultExceptionHandler.java
"
2766,2766,DependencyResolutionResult,"getDependencyResolutionResult()
",maven,"DefaultExceptionHandler.java
"
2767,2767,MavenExecutionResult,"setDependencyResolutionResult(DependencyResolutionResult dependencyResolutionResult)
",maven,"DefaultExceptionHandler.java
"
2769,2769,MavenExecutionResult,"addException(Throwable t)
",maven,"DefaultExceptionHandler.java
"
2771,2771,BuildSummary,"getBuildSummary(MavenProject project)
",maven,"DefaultExceptionHandler.java
"
2772,2772,void,"addBuildSummary(BuildSummary summary)
",maven,"DefaultExceptionHandler.java
"
2773,2773,boolean,"canResume()
",maven,"DefaultExceptionHandler.java
"
2774,2774,void,"setCanResume(boolean canResume)
",maven,"DefaultExceptionHandler.java
"
2776,2776,boolean,"isInteractiveMode()
",maven,"DefaultExceptionHandler.java
"
2781,2781,List<Profile>,"getProfiles()
",maven,"DefaultExceptionHandler.java
"
2782,2782,List<String>,"getActiveProfiles()
",maven,"DefaultExceptionHandler.java
"
2784,2784,void,"beforeProjectExecution(ProjectExecutionEvent event) throws LifecycleExecutionException
",maven,"DefaultExceptionHandler.java
"
2785,2785,void,"beforeProjectLifecycleExecution(ProjectExecutionEvent event) throws LifecycleExecutionException
",maven,"DefaultExceptionHandler.java
"
2786,2786,void,"afterProjectExecutionSuccess(ProjectExecutionEvent event) throws LifecycleExecutionException
",maven,"DefaultExceptionHandler.java
"
2787,2787,void,"afterProjectExecutionFailure(ProjectExecutionEvent event)
",maven,"DefaultExceptionHandler.java
"
2788,2788,void,"addProjectActivation(String selector, boolean active, boolean optional)
",maven,"DefaultExceptionHandler.java
"
2789,2789,Stream<ProjectActivationSettings>,"getProjects(final Predicate<ActivationSettings> predicate)
",maven,"DefaultExceptionHandler.java
"
2790,2790,Set<String>,"getProjectSelectors(final Predicate<ActivationSettings> predicate)
",maven,"DefaultExceptionHandler.java
"
2791,2791,Set<String>,"getRequiredActiveProjectSelectors()
",maven,"DefaultExceptionHandler.java
"
2792,2792,Set<String>,"getOptionalActiveProjectSelectors()
",maven,"DefaultExceptionHandler.java
"
2793,2793,Set<String>,"getRequiredInactiveProjectSelectors()
",maven,"DefaultExceptionHandler.java
"
2794,2794,Set<String>,"getOptionalInactiveProjectSelectors()
",maven,"DefaultExceptionHandler.java
"
2795,2795,List<String>,"getSelectedProjects()
",maven,"DefaultExceptionHandler.java
"
2796,2796,List<String>,"getExcludedProjects()
",maven,"DefaultExceptionHandler.java
"
2797,2797,void,"overwriteActiveProjects(List<String> activeProjectSelectors)
",maven,"DefaultExceptionHandler.java
"
2798,2798,void,"overwriteInactiveProjects(List<String> inactiveProjectSelectors)
",maven,"DefaultExceptionHandler.java
"
2799,2799,void,"activateRequiredProject(String selector)
",maven,"DefaultExceptionHandler.java
"
2800,2800,void,"activateOptionalProject(String selector)
",maven,"DefaultExceptionHandler.java
"
2801,2801,void,"deactivateRequiredProject(String selector)
",maven,"DefaultExceptionHandler.java
"
2802,2802,void,"deactivateOptionalProject(String selector)
",maven,"DefaultExceptionHandler.java
"
2803,2803,boolean,"isEmpty()
",maven,"DefaultExceptionHandler.java
"
2808,2808,List<MojoExecution>,"getExecutionPlan()
",maven,"DefaultExceptionHandler.java
"
2809,2809,Throwable,"getCause()
",maven,"DefaultExceptionHandler.java
"
2810,2810,PluginInfo,"getPluginInfo(final Artifact artifact)
",maven,"DefaultExceptionHandler.java
"
2813,2813,String,"getPluginPrefix()
",maven,"DefaultExceptionHandler.java
"
2814,2814,String,"getPluginName()
",maven,"DefaultExceptionHandler.java
"
2815,2815,MavenProject,"searchForProject(MavenSession mavenSession, Artifact artifact)
",maven,"DefaultExceptionHandler.java
"
2816,2816,Plugin,"searchForPluginGroupLevelRepositoryMetadata(MavenProject mavenProject)
",maven,"DefaultExceptionHandler.java
"
2817,2817,void,"projectDiscoveryStarted(ExecutionEvent event)
",maven,"DefaultExceptionHandler.java
"
2818,2818,void,"sessionStarted(ExecutionEvent event)
",maven,"DefaultExceptionHandler.java
"
2819,2819,void,"sessionEnded(ExecutionEvent event)
",maven,"DefaultExceptionHandler.java
"
2820,2820,void,"projectSkipped(ExecutionEvent event)
",maven,"DefaultExceptionHandler.java
"
2821,2821,void,"projectStarted(ExecutionEvent event)
",maven,"DefaultExceptionHandler.java
"
