,OUT,SWUM,POSSE,STANFORD
2391,NM NM N,NM NM N,N N N,N N N
2392,NM NM N,NM NM N,N N N,V N N
2393,NM NM N,NM NM N,N N N,N N N
2394,NM NM N,NM NM N,N N N,N N N
2395,NM N,NM N,NM N,NM N
2396,NM NM N,NM NM N,N N N,V N N
2397,NM NM NPL N,NM NM NM N,N NM N N,N N NPL N
2398,NM N,NM N,NM N,NM N
2399,NM V,NM N,N NM,N VBD
2400,NM N,NM N,N N,N N
2401,N,N,N,N
2402,NM N,NM N,N N,N N
2403,N,N,N,N
2404,NM NM NM N,NM NM NM N,N NM N N,N VBD N N
2405,NM NM NM N,NM NM NM N,N NM N N,N VBD N N
2406,NM NM,NM N,N NM,N N
2407,NM NM,NM N,N NM,N N
2408,NM NM NM,NM NM N,NM N NM,N N N
2409,NM NM N,NM NM N,N N N,N N N
2410,NM NM N,NM NM N,N NM N,N N N
2411,N NM VM V,NM NM DT N,FAILURE FAILURE FAILURE FAILURE,N N VM V
2412,NM N,NM N,N N,N N
2413,NM N,NM N,N N,N N
2414,NM D NM NM N,NM NM NM NM N,NM NM NM N N,N D N N N
2415,NM N,NM N,N N,N N
2416,NM N,NM N,N N,N N
2417,NM N,NM N,NM N,NM N
2418,NM NM N,NM NM N,NM N N,NM N N
2419,NM N,NM N,N N,N N
2420,NM NM N,NM NM N,NM N N,N N N
2421,NM NM N,NM NM N,NM N N,N N V
2422,NM NM N,NM NM N,NM N N,N N N
2423,NM N,NM N,N N,V N
2424,NM NM N,NM NM N,N N N,V N N
2425,NM NM N,NM NM N,N N N,N N N
2426,NM N,NM N,N N,V N
2427,NM NM N,NM NM N,NM N N,N V N
2428,NM N,NM N,N N,N N
2429,NM NM N,NM NM N,NM N N,N N N
2430,NM N,NM N,N N,N N
2431,NM NM N,NM NM N,N N N,N N N
2432,NM N,NM N,N N,N N
2433,NM N,NM N,N N,N N
2434,NM N,NM N,NM N,N N
2435,NM N,NM N,N N,N N
2436,NM N,NM N,N N,N N
2437,NM N,NM N,NM N,N N
2438,NM N,NM N,N N,N N
2439,NM NM N,NM NM N,NM N N,NM NM N
2440,VM DT DT N,NM NM NM N,P N N N,FAILURE FAILURE FAILURE FAILURE
2441,NM NM N,NM NM N,NM N N,NM NM N
2442,DT N,NM N,N N,FAILURE FAILURE
2443,N,N,N,V
2444,NM N,NM N,NM N,N N
2445,NM N,NM N,NM N,NM N
2446,N,N,N,N
2447,NM N,NM N,N N,NM N
2448,N,N,V,N
2449,NM NM N,NM NM N,N N N,V N N
2450,NM NM N,NM NM N,N N N,N N N
2451,NM N,NM N,N V,N N
2452,NM N,NM N,N N,V N
2453,NM NM NPL,NM NM N,N NM N,N N NPL
2454,NM NM N,NM NM N,N N N,V N N
2455,NM NM NM N,NM NM NM N,NM N N N,N N N N
2456,NM NM NM N,NM NM NM N,N N N N,N N N N
2457,NM N,NM N,N N,N N
2458,VM DT DT N,NM NM NM N,P N N N,FAILURE FAILURE FAILURE FAILURE
2459,VM DT DT N,NM NM NM N,P N N N,FAILURE FAILURE FAILURE FAILURE
2460,VM DT N,NM NM N,P N N,FAILURE FAILURE FAILURE
2461,DT DT N,NM NM N,NM N N,FAILURE FAILURE FAILURE
2462,NM N,NM N,N N,N N
2463,NM NM N,NM NM N,N N N,N N N
2464,N,N,N,N
2465,NM NM N,NM NM N,N N N,V N N
2466,NM N,NM N,N N,N N
2467,NM N,NM N,N N,N N
2468,NM N,NM N,N N,N N
2469,NM NM N,NM NM N,N N N,N V N
2470,NM N,NM N,N N,N N
2471,NM NM N,NM NM N,N N N,N V N
2472,NM N,NM N,N N,N N
2473,NM N,NM N,NM N,N N
2474,NM N,NM N,NM N,N N
2475,NM N,NM N,N N,N N
2476,NM N,NM N,N N,N N
2477,N,N,N,N
2478,N,N,N,N
2479,NM N,NM N,NM N,NM N
2480,NM N,NM N,N N,V N
2481,NM NM N,NM NM N,N NM N,N N N
2482,NM NM N,NM NM N,NM N N,NM N N
2483,NPL,N,N,NPL
2484,NM N,NM N,N N,V N
2485,NM N,NM N,N N,V N
2486,N,N,V,V
2487,N,N,N,FAILURE
2488,N,N,N,N
2489,N,N,NM,NM
2490,NM N,NM N,N N,N N
2491,NM N,NM N,NM N,N N
2492,NM N,NM N,N N,N N
2493,NM NM N,NM NM N,N N N,N N N
2494,NM N,NM N,N N,N N
2495,NM NM N,NM NM N,N N N,N N N
2496,NM NM N,NM NM N,N NM N,V VBN N
2497,DT DT DT N,NM NM NM N,NM N N N,FAILURE FAILURE FAILURE FAILURE
2498,NM NM N,NM NM N,N NM N,N N N
2499,DT DT N,NM NM N,NM N N,FAILURE FAILURE FAILURE
2500,NM N,NM N,NM N,N N
2501,NM NM N,NM NM N,NM N N,N N N
2502,NM N,NM N,N N,N N
2503,NM N,NM N,N N,N N
2504,NM NM NM N,NM NM NM N,NM N N N,N N VBD N
2505,NM NM NM N,NM NM NM N,N N N N,N N N N
2506,NM NM NM N,NM NM NM N,N N N N,N N N N
2507,NM NPL NM N,NM NM NM N,NM N N N,NM NPL N N
2508,NM NM NM N,NM NM NM N,N NM N N,N N N N
2509,NM NM NM NM N,NM NM NM NM N,NM NM N N N,NM N N N N
2510,NM N,NM N,NM N,N N
2511,NM NM N,NM NM N,N N N,V N N
2512,NM NM N,NM NM N,NM N N,N N N
2513,NM NM N,NM NM N,NM N N,N N N
2514,NM NM N,NM NM N,N N N,N N N
2515,NM NM N,NM NM N,NM N N,NM N N
2516,NM NM N,NM NM N,N N N,N N N
2517,NM NM N,NM NM N,NM N N,N N N
2518,NM NM NM N,NM NM NM N,NM NM N N,N N N N
2519,NM N,NM N,NM N,N N
2520,NM NM N,NM NM N,NM N N,NM N N
2521,NM NM N,NM NM N,NM N N,N N N
2522,NM N,NM N,N N,N N
2523,NM NM N,NM NM N,N N N,N N N
2524,NM NM N,NM NM N,NM N N,N N N
2525,NM N,NM N,NM N,N N
2526,NM NM N,NM NM N,NM N N,N N N
2527,NM N,NM N,N N,N N
2528,NM NM N,NM NM N,NM N N,N N N
2529,NM NM NM N,NM NM NM N,N N N N,N N N N
2530,NM NM N,NM NM N,NM N N,N N N
2531,NM NM N,NM NM N,NM N N,N N N
2532,NM NM N,NM NM N,NM N N,N N N
2533,NM NM N,NM NM N,NM NM N,NM N N
2534,NM NM N,NM NM N,N N N,N N N
2535,NM N,NM N,N N,N N
2536,NM NM NM N,NM NM NM N,N N NM N,N N NM N
2537,NM N,NM N,N N,N N
2538,NM N,NM N,N N,N N
2539,NM NM N,NM NM N,N N N,N N N
2540,NM NM N,NM NM N,N N N,N N N
2541,NM NM N,NM NM N,NM N N,N N N
2542,NM D NM N,NM NM NM N,N NM N N,N D N N
2543,NM P NM NM N,FAILURE FAILURE FAILURE FAILURE FAILURE,N NM N N N,N D N N N
2544,NM D NM N,NM NM NM N,N NM N N,N D N N
2545,NM NM NM NM N,FAILURE FAILURE FAILURE FAILURE FAILURE,N N N N N,N N N N N
2546,NM NM NM N,NM NM NM N,N N N N,N N N N
2547,NM NM NM N,NM NM NM N,N N N N,N N N N
2548,NM NM N,FAILURE FAILURE FAILURE,N N N,N N N
2549,NM V NM NM N,NM NM NM NM N,N NM N N N,N VM N N N
2550,NM NM NM NM N,NM NM NM NM N,N NM N N N,V NM N N N
2551,NM N,NM N,N N,N N
2552,NM NM N,NM NM N,NM N N,V N N
2553,NM NM NM N,NM NM NM N,NM N N N,N N N N
2554,NM NM N,NM NM N,N N N,N N N
2555,NM NM N,NM NM N,N N N,N N N
2556,NM N,NM N,N N,N N
2557,NM NM N,NM NM N,N N N,N N N
2558,NM NM N,NM NM N,NM N N,V N N
2559,NM NM N,NM NM N,N N N,N N N
2560,NM NM NM N,NM NM NM N,N N N N,N N N N
2561,NM N,NM N,N N,N N
2562,NM NM N,NM NM N,NM N N,NM N N
2563,NM NM NM N,NM NM NM N,NM NM N N,NM NM N N
2564,NM N,NM N,N N,N N
2565,NM NM N,NM NM N,N NM N,N N N
2566,NM NM N,NM NM N,N NM N,N N N
2567,NM V NM N,NM NM NM N,N N N N,N VBZ N N
2568,NM N,NM N,NM N,N N
2569,NM N,NM N,NM N,N N
2570,NM NM NM NM N,NM DT NM NM N,N P N NM N,V N N N N
2571,NM NM N,NM NM N,NM N N,NM N N
2572,NM NM NM NM NM N,NM DT NM NM NM N,N P N NM N N,V N N N N N
2573,NM NM N,NM NM N,N N N,V N N
2574,NM N,NM N,N N,N N
2575,NM N,NM N,N N,N N
2576,NM NM N,NM NM N,N N N,N N N
2577,NM NM N,NM NM N,N N N,N N N
2578,NM NM NM N,NM NM NM N,N N NM N,N N N N
2579,NM NM NM N,NM NM NM N,N N N N,N N N N
2580,NM NM NM N,NM NM NM N,N N NM N,N N NM N
2581,NM NM N,NM NM N,N N N,N N N
2582,NM NM NM N,NM NM NM N,N N NM N,N N N N
2583,NM N,NM N,N N,N N
2584,NM N,NM N,N N,N N
2585,N,N,N,N
2586,NM N,NM N,N N,N N
2587,N,N,N,N
2588,NM N,NM N,N N,N N
2589,NM N,NM N,N N,N N
2590,NM N,NM N,NM N,NM N
2591,N,N,N,N
2592,NM N,NM N,NM N,NM N
2593,VM NM P NM N,DT NM NM NM N,FAILURE FAILURE FAILURE FAILURE FAILURE,VM VBG P N N
2594,NM N,NM N,N N,N N
2595,NM NM N,NM NM N,N N N,N N N
