,OUT,SWUM,POSSE,STANFORD
382,NM NM N,FAILURE FAILURE FAILURE,NM NM N,NM N N
383,NM N,NM N,NM N,NM N
384,NM NM N,NM NM N,N NM N,N N N
385,NM NM P P N,NM NM NM NM N,FAILURE FAILURE FAILURE FAILURE FAILURE,NM N P P N
386,NM NM P N,NM NM NM N,FAILURE FAILURE FAILURE FAILURE,NM N P N
387,NM NM NPL,NM NM N,N NM N,N V NPL
388,NM NM NM NM,NM NM NM N,N NM N NM,N V N N
389,NM N,NM N,N V,N VBZ
390,NM NM N,NM NM N,N N N,N V N
391,N,N,N,N
392,NM NM N,NM NM N,N N N,N V N
393,NM NM NM N,NM NM NM N,N N N N,N N V N
394,NM NM N,NM NM N,N N N,N N N
395,NM N,NM N,NM N,N N
396,NM NM N,NM NM N,N N N,N N N
397,NM NM N,NM NM N,N N N,N N N
398,NM NM N,NM NM N,N NM N,N N N
399,NM NM N,NM NM N,N N N,N N N
400,N NM P,NM NM N,V N P,N N P
401,NM N,NM N,N N,N N
402,NM N,NM N,N N,N N
403,NM NM NPL,NM NM N,N NM N,N N NPL
404,NM N,NM N,N N,N N
405,NM N,NM N,N N,N N
406,NM NPL,NM N,N N,N NPL
407,NM NM NM N,NM NM NM N,N N N N,N N N N
408,NM NM NM NM,FAILURE FAILURE FAILURE FAILURE,N NM N NM,N N N VBN
409,NM NM NM N,NM NM NM N,N N N N,N N N N
410,N P,NM N,V P,N P
411,NM NM NM NPL,NM NM NM N,N N N N,N N N NPL
412,NM N,NM N,N N,N N
413,NM NM N,NM NM N,N NM N,N N N
414,NM N,NM N,N N,N N
415,NM NM NM N,NM NM NM N,N NM N N,N N N N
416,NM NM N,NM NM N,N N N,N N N
417,NM NM N,NM NM N,N N N,N N N
418,NM NM NM N,NM NM NM N,N N N N,N N N N
419,NM NM N,NM NM N,N N N,N V N
420,NM NPL,NM N,N N,V VM
421,N NM NM NM V,NM NM NM NM N,FAILURE FAILURE FAILURE FAILURE FAILURE,N N VBD V VBN
422,NM NM N,NM NM N,N N N,N N N
423,NM N,NM N,N N,N N
424,NM NM NM N,NM NM NM N,N N N N,N N N N
425,NM N,NM N,N N,N N
426,NM NM NM N,NM NM NM N,N N N N,N N N N
427,NM NM NM V,NM NM NM N,N N N V,N N N V
428,NM N,NM N,N N,V N
429,NM N,NM N,N N,N N
430,NM NM V,NM NM N,N N NM,N V VBN
431,NM NM NM N,NM NM NM N,N N N N,N N N N
432,NM NM NM N,NM NM NM N,N N N V,N N N N
433,NM NM NM N,NM NM NM N,N N N N,N N N N
434,NM NM NM N,NM NM NM N,N N N N,N N N N
435,NM N,NM N,N N,N N
436,NM NM N,NM NM N,N N N,N V N
437,NM NM NM N,NM NM NM N,N NM N N,N V N N
438,NM NM NPL,NM NM N,N N N,N V NPL
439,NM NM NM NPL,NM NM NM N,N N N N,N VBP V NPL
440,NM N,NM N,N N,N N
441,NM NM NM N,NM NM NM N,N N NM N,N N N N
442,NM NM N,NM NM N,N NM N,N N N
443,NM NM NM N,NM NM NM N,N N NM N,N N N N
444,NM NM D N,NM NM NM N,N N NM N,N N D N
445,NM NM NM N,FAILURE FAILURE FAILURE FAILURE,N N N N,N N N N
446,NM NM NM N,FAILURE FAILURE FAILURE FAILURE,N N N N,N N N N
447,NM NM N,NM NM N,N N N,N N N
448,NM NM N,NM NM N,N N N,N N N
449,NM NPL,NM N,N N,N NPL
450,N P NPL,NM NM N,V P N,N P NPL
451,N P NPL,NM NM N,V P N,N P NPL
452,N P NPL,NM NM N,V P N,N P NPL
453,NM NM NPL,NM NM N,N N N,N N NPL
454,NM NPL,NM N,N N,N VBZ
455,NM N,NM N,N N,N N
456,NM NM N,NM NM N,N N N,N N N
457,NM NM N,NM NM N,N N N,N N N
458,N NM P N,NM NM NM N,V N P N,N N P N
459,NM NM NM N,NM NM NM N,N N N N,N N N N
460,NM NM N,NM NM N,N N N,N N N
461,NM NM NM NPL,NM NM NM N,N NM N N,N N N NPL
462,NM NM N,NM NM N,N NM N,N N N
463,NM NM NM D,NM NM NM N,N NM N N,N N N D
464,NM N,NM N,N N,N N
465,NM N,NM N,N V,N N
466,NM NM NM N,NM NM NM N,N NM N N,N N N N
467,NPL NPL,NM N,N N,NPL NPL
468,NM NM NM NPL,NM NM NM N,N N N N,N N N VBZ
469,NM NM NM NPL,NM NM NM N,N N N N,N N N VBZ
470,NM NM NM NPL,NM NM NM N,N N N N,N N N VBZ
471,NM NM NPL,NM NM N,N N N,N N NPL
472,NM NPL,NM N,N N,N NPL
473,NM NM V NM N,NM NM NM NM N,N N N N N,N N VBZ N N
474,NM NM NM NM N,NM NM NM NM N,N N N N N,N N N N N
475,NM NM NM NM N,NM NM NM NM N,N N N N N,N N N N N
476,N NM NM NM NM,NM NM NM NM N,FAILURE FAILURE FAILURE FAILURE FAILURE,N V N N NM
477,NM NM N,NM NM N,N N N,N N N
478,NM NM NM NM N,NM NM NM NM N,N N N N N,N N N N N
479,NM NM NM,NM NM N,N N NM,N NM N
480,NM NM N,NM NM N,N NM N,N N V
481,NM NM N,NM NM N,N N N,N N N
482,NM NM N,NM NM N,N N N,N V N
483,N P P NPL,NM NM NM N,FAILURE FAILURE FAILURE FAILURE,N P P NPL
484,NM N,NM N,N N,N N
485,NM NM N,NM NM N,N N N,N N N
486,NM NM NM N,NM NM NM N,N N N N,N N N N
487,NM NM NM N,NM NM NM N,N N N N,N N N N
488,NM NM NM N,NM NM NM N,N N N N,N N N N
489,NM NM N,NM NM N,N N N,N N N
490,NM NM NM NM N,NM NM NM NM N,N N N N N,N N N N N
491,NM NM V,NM NM N,N N NM,N V VBN
492,NM NM NM N,NM NM NM N,N N N N,N N N N
493,NM NM NM N,NM NM NM N,N N N N,N N N N
494,N P N,NM NM N,V P N,N P N
495,N NM NM P N,NM NM NM NM N,V N N P N,N N N P N
496,NM N,NM N,N N,N N
497,NM NM NM NM NPL,NM NM NM NM N,N N N NM N,N N N V NPL
498,NM NM NM N,NM NM NM N,N N N N,N N N N
499,NM NM NM N,NM NM NM N,N NM N N,N N N N
500,NM NM N,NM NM N,N N N,N N N
501,NM NM N,NM NM N,N N N,N N N
502,N NM P N,NM NM NM N,V N P N,N N P N
503,NM NM NM N,NM NM NM N,N N N N,N N N N
504,NM NM NM N,NM NM NM N,N N N N,N N N N
505,NM NM NM N,NM NM NM N,N N N N,N N N N
506,NM N,NM N,NM N,N N
507,NM NM NM NPL,NM NM NM N,N N N N,N N N NPL
508,NM NM NM N,NM NM NM N,N N N N,N N N N
509,NM NM NM NM N,NM NM NM NM N,N N N N N,N N N N N
510,NM NM NPL,NM NM N,N N N,N N VBZ
511,NM NM NM N,NM NM NM N,N N N N,N N N N
512,NM NM NM N,NM NM NM N,N N N N,N N N N
513,NM NM NM N,NM NM NM N,N N N N,N N N N
514,NM NM NM N,NM NM NM N,N NM N N,N N N N
515,N NM NM NM NM DT,NM NM NM NM NM DT,FAILURE FAILURE FAILURE FAILURE FAILURE FAILURE,N N N N N DT
516,N NM NM NM NM N,NM NM NM NM NM N,FAILURE FAILURE FAILURE FAILURE FAILURE FAILURE,N N N N N N
517,NM N,NM N,N N,N N
518,NM N,NM N,N N,N N
519,NM NM NM N,NM NM NM N,N N N N,N N N N
520,N P N,NM NM N,V P N,N P N
521,NM NM NM N,NM NM NM N,N N N V,N N N N
522,NM NM NM N,NM NM NM N,N N N N,N N N N
523,NM NM N,NM NM N,N N V,N N N
524,N P N,NM NM N,V P N,N P N
525,N P P,NM NM N,V P P,N P P
526,NM V,NM N,N V,N V
527,N NM NM NM P NM N,NM NM NM NM NM NM N,V N N N P NM N,N N N N P N N
528,V P NM N,NM NM NM N,V P N N,V P N N
529,NM N,NM N,N V,N N
530,NM NM NM N,NM NM NM N,N N N N,N N N N
531,V P N,NM NM N,V P N,V P V
532,NM NM NM NM N,NM NM NM NM N,N N N N N,N N N V N
533,NM NM N,NM NM N,N N N,N N N
534,NM N,NM N,N N,N N
535,NM NM NM NPL,NM NM NM N,N N NM N,N V N NPL
536,NM NM NM V,NM NM NM N,N N N NM,N N N VBD
537,NM NM NM N,NM NM NM N,N N N N,N N N N
538,NM N,NM N,N N,N N
539,NM NM NM NM NPL,NM NM NM NM N,N N N NM N,N N N V NPL
540,NM NM NM NPL,NM NM NM N,N N N N,N N N NPL
541,NM NM N,NM NM N,N N N,N N N
542,NM NM NM NPL,NM NM NM N,N N NM N,N N V NPL
543,NM NM N,NM NM N,N N N,N N N
544,NM NM N,NM NM N,N N N,N N N
545,NM N,NM N,N V,N N
546,NM N,NM N,N N,N N
547,N NM D NM P NPL,NM NM NM NM NM N,V N NM N P N,N N D N P NPL
548,NM NM D NM NPL,NM NM NM NM N,N N NM N N,N N D N NPL
549,NM NM D NM NM,NM NM NM NM N,N N NM N NM,N N D N N
550,NM NM NM NM NM N,NM NM NM NM NM N,N N N N N N,N V N N N VBG
551,N NM NM P NM NM NPL,NM NM NM NM NM NM N,V N N P N N N,N N N P V N NPL
552,N NM NM P NM NM N,NM NM NM NM NM NM N,V N N P N N N,N N N P N N N
553,N NM D NM P N,NM NM NM NM NM N,V N NM N P N,N N D N P N
554,N NM D NM P NPL,NM NM NM NM NM N,V N NM N P N,N N D N P NPL
555,NM NM D NM N,NM NM NM NM N,N N NM N N,N N D N N
556,NM NM NM NPL,NM NM NM N,N N N N,N N N NPL
557,NM NM D N,NM NM NM N,N N NM N,N N D N
558,NM NM D NM NM N,NM NM NM NM NM N,N N NM N N N,N N D N N N
559,NM NM D NM N,NM NM NM NM N,N N NM N N,N N D N N
560,NM NM NM N,NM NM NM N,N N N N,N N N N
561,NM NM NPL,NM NM N,N NM N,N N NPL
562,N NM NM P NM VM NM P,NM NM NM NM NM NM NM N,V NM N P NM P N P,N N N P N N N P
563,N NM P NM,NM NM NM PR,V N P N,N N P N
564,NM NM N,NM NM N,N N N,N N N
565,NM NM N,NM NM N,N N N,N N N
566,NM NM NM N,NM NM NM N,N NM N N,N N N N
567,NM NM NM NM N,FAILURE FAILURE FAILURE FAILURE FAILURE,N N NM N N,N N N N N
568,NM NM NM NM,NM NM NM N,N NM N NM,N N N N
569,N NM NM P NPL,NM NM NM NM N,V N N P N,N N N P NPL
570,NM NM NM NPL,NM NM NM N,N N N N,N N N NPL
571,NM NM NM NPL,NM NM NM N,N N N N,N N N NPL
572,NM NM NM NM NM N,NM NM NM NM NM N,N N N N N N,N N N N N N
573,NM NM NM N,NM NM NM N,N N N N,N N N N
574,NM NM NM N,NM NM NM N,N N N N,N N N N
575,NM NM NM N,NM NM NM N,N N N N,N N N N
576,NM NM NM NM NPL,NM NM NM NM N,N N N N N,N N N N NPL
577,NM NM NPL,NM NM N,N N N,N N NPL
578,NM N,NM N,N N,N N
579,UNK,UNK,UNK,UNK
580,NM NM NPL,NM NM N,N NM N,N N NPL
581,NM NM NM NPL,NM NM NM N,N N N N,N N N NPL
582,N P N,NM NM N,V P N,N P N
583,N P NM N,NM NM NM N,V P N N,N P N N
584,N P NM NM N,NM NM NM NM N,V P N N N,N P N N N
585,N P NM N,NM NM NM N,V P N N,N P N N
586,NM NM NM N,NM NM NM N,N N N N,N VBP N N
587,N P NM NM N,NM NM NM NM N,V P N N N,N P N N N
588,N NPL P N,NM NM NM N,V N P N,N NPL P N
589,NM NM NM NPL,NM NM NM N,N N N N,N N N NPL
590,NM N,NM N,N N,N N
591,NM NM N,NM NM N,N N N,N V V
592,V P N,NM NM N,V P N,V P N
593,NM NM NPL,NM NM N,N N N,N N NPL
594,NM NM NPL,NM NM N,N N N,N N NPL
595,NM NM D NM NPL,NM NM NM NM N,N N NM N N,N N D N NPL
596,NM NM NM NPL,NM NM NM N,N NM N N,N N N NPL
597,NM NM N,NM NM N,N N N,N N N
598,N NM P NM NPL,NM NM NM NM N,V N P N N,N N P N NPL
599,NM NM NM NPL,NM NM NM N,N N N N,N N N NPL
600,NM N,NM N,N N,N N
601,NM NM N,NM NM N,N N N,N N VBG
602,NM N,NM N,N N,N N
603,NM N,NM N,N N,N N
604,NM N,NM N,N N,N N
605,NM N,NM N,N N,N N
606,NM N,NM N,N V,N N
607,NM N,NM N,N N,N N
608,NM N,NM N,N N,N N
609,NM NM N,NM NM N,N N N,N V N
610,NM N,NM N,N N,N N
611,N NM N,NM NM N,V NM NM,N N VM
612,NM N,NM N,N N,N N
613,NM N,NM N,N N,V VBG
614,NM NM N,NM NM N,NM N N,N N N
615,NM N,NM N,NM N,N N
616,N NM P,NM NM N,V N P,N N P
617,NM NM NM N,NM NM NM N,N N N N,N N N N
618,NM NM NM N,FAILURE FAILURE FAILURE FAILURE,N N N N,N N N N
619,NM NM NM N,FAILURE FAILURE FAILURE FAILURE,N N N N,N N N N
620,NM NM NM N,NM NM NM N,N N N N,N VBD N N
621,NM NM NM NM N,NM NM NM NM N,N N N N N,N VBD N N N
622,NM NM N,NM NM N,N N N,N N N
623,NM N,NM N,N N,N N
624,NM NM NM NPL,NM NM NM N,N N N N,N N N NPL
625,N NM NM NM P NPL,NM NM NM NM NM N,V N N N P N,N N N N P NPL
626,NM NM NPL,NM NM N,N N N,N N NPL
627,NM NM N,NM NM N,N N N,N N N
628,NM NM NM NPL,NM NM NM N,N N NM N,N VBP NM NPL
629,NM N,NM N,N N,N N
630,NM NM NM N,NM NM NM N,N N N N,N N N N
631,NM NM N,NM NM N,N N N,N N N
632,N,N,N,N
633,NM NM NM N,NM NM NM N,N N N N,N N N N
634,NM N,NM N,NM N,NM N
635,NM NM NM N,NM NM NM N,N N N N,N N N N
636,N NM VM P,NM NM NM N,V N P P,N N N P
637,N NM VM P,NM NM NM N,V N P P,N N N P
638,NM NM NM NM NPL,NM NM NM NM N,N N N N N,N N N N NPL
639,NM NM NM NM N,NM NM NM NM N,N N N N N,N N N N N
640,NM NM N,NM NM N,N N N,N N N
641,NM NPL,NM N,N N,N NPL
642,N,N,N,N
643,NM NM N,NM NM N,N N N,N N N
644,NM N,NM N,N N,N N
645,NM NPL,NM N,N N,N NPL
646,NM N,NM N,N N,N N
647,NM N,NM N,N N,N N
648,NM N,NM N,N N,N N
649,NM NM N,NM NM N,N N N,N N N
650,NM NM N,NM NM N,N N N,N N N
651,NM NM NM N,NM NM NM N,N N N N,N V V N
652,NM NM N,NM NM N,N N N,N V N
653,NM NM N,NM NM N,N N N,N N N
654,NM N,NM N,N N,N N
655,NM NM NM NM,NM NM NM N,N N N NM,N N N N
656,N NM NM NM NM VM NPL,NM NM NM NM NM NM N,V N N N N P N,N N N N N N NPL
657,N NM NM VM NPL,NM NM NM NM N,V N N P N,N N N N NPL
658,NM NM NPL,NM NM N,N N N,N N NPL
659,N NM NPL P NPL,NM NM NM NM N,V N N P N,N N NPL P NPL
660,NM N,NM N,N N,N N
661,NM N,NM N,N N,N N
662,NM N,NM N,N N,N N
663,NM NM NPL,NM NM N,N N N,N V NPL
664,NM NM NPL,NM NM N,N NM N,N N NPL
665,NM NM N,NM NM N,N NM N,N N N
666,NM NM N,NM NM N,N NM N,N NM N
667,NM N,NM N,N N,N N
668,NM NM V,NM NM N,N N V,N N VBP
669,N NM P NM,NM NM NM N,V NM P NM,N N P N
670,NM NM N,NM NM N,N N N,N N N
671,NM N,NM N,NM N,N N
672,NM N,NM N,N N,N N
673,NM NM N,NM NM N,N N N,N N N
674,NM NM NM N,NM NM NM N,N N N N,N N N N
675,N NM NM,NM NM N,V N NM,N N N
676,VM DT NM N,DT NM NM N,FAILURE FAILURE FAILURE FAILURE,VM DT N N
677,NM NM NM NPL,FAILURE FAILURE FAILURE FAILURE,N N NM N,N N N NPL
678,N NM NM,NM NM N,V N NM,N N N
679,N NM NM NPL,NM NM NM N,FAILURE FAILURE FAILURE FAILURE,N N N NPL
680,N P P N,NM NM NM N,V P P N,N P P N
681,NM NM N,NM NM N,N N V,N NM N
682,NM NM N,NM NM N,N N V,N N N
683,NM NM N,NM NM N,N N V,N N N
684,NM NM N,NM NM N,N N V,N N N
685,NM NM N,NM NM N,N N V,N N N
686,NM N,NM N,N V,N N
687,NM NM D,NM NM N,NM N N,N N D
688,NM NM D,NM NM N,NM N N,N N D
689,NM NM NM N,NM NM NM N,N N N N,N N N N
690,NM NM N,NM NM N,N N V,N N N
691,NM NM N,NM NM N,N N V,N N N
692,NM NM NM N,NM NM NM N,N N N V,N N N N
693,N NM N,NM NM N,V NM N,N N N
694,NM NM N,NM NM N,N N N,N N N
695,NM NM NM N,NM NM NM N,N N N V,N N N N
696,NM N,NM N,N N,N N
697,NM N,NM N,N N,N N
698,NM NM NM N,NM NM NM N,N N N N,N N N N
699,NM NM NM N,NM NM NM N,N N NM N,N N NM N
700,NM N,NM N,N N,N N
701,NM N,NM N,N N,N N
702,NM NM N,NM NM N,NM N N,N N N
703,UNK,UNK,UNK,UNK
704,NM NM N,NM NM N,NM N N,N N N
705,NM NM NM NPL,NM NM NM N,N NM N N,N N N NPL
706,NM NM NM N,NM NM NM N,N NM N N,N N N N
707,NM N,NM N,N N,N N
708,NM NM N,NM NM N,NM N N,N N N
709,NM N,NM N,NM N,N N
710,N,N,N,NM
711,N,N,N,N
712,NM NM N,NM NM N,N N N,N N N
713,NM N,NM N,N N,N N
714,NM NM N,NM NM N,N N N,N N N
715,NM NM N,NM NM N,NM N N,N N N
716,NM N,NM N,NM N,NM N
717,NM N,NM N,N N,N N
718,NM N,NM N,N N,N N
719,UNK,UNK,UNK,UNK
720,NM NM N N,FAILURE FAILURE FAILURE FAILURE,N N N N,N N V N
721,NM NM N,NM NM N,N N N,N N N
722,NM NM NM N,NM NM NM N,N N N N,N N N N
723,DT,N,FAILURE,DT
724,NM NM N,NM NM N,N N N,N N N
725,NM NM NM N,NM NM NM N,N NM N N,N N N N
726,NM NM N,FAILURE FAILURE FAILURE,NM N N,N N N
727,NM NM N,NM NM N,N N N,N N N
728,NM NM NM N,NM NM NM N,N N N N,N N N N
729,NM NM D N,NM NM NM N,N N NM N,N N D N
730,NM NM D N,NM NM NM N,N N NM N,N N D N
731,NM NM NPL,NM NM N,N N N,N N NPL
732,NM NM NM N,NM NM NM N,N N N N,N N N N
733,NM NM N,NM NM N,N N N,N N N
734,NM NM N,NM NM N,N N N,N N N
735,NM NM N,NM NM N,N N N,N N N
736,N P N,NM NM N,V P N,N P N
737,NM N,NM N,NM N,NM N
738,N NM NM P NM NPL,NM NM NM NM NM N,V N N P N N,N N N P N NPL
739,N NM NM P NM NM N,NM NM NM NM NM NM N,V N N P N N N,N N N P N N N
740,N NM NM P NM N,NM NM NM NM NM N,V N N P N N,N N N P N N
741,N NM NM P NM NM N,NM NM NM NM NM NM N,V N N P N N N,N N N P N N N
742,N P NM NM N,NM NM NM NM N,V P N NM N,N P N N N
743,N NM NM P N,NM NM NM NM N,V N N P N,N N N P N
744,N NM P N,NM NM NM N,V N P N,N N P N
745,N P N,NM NM N,V P N,N P N
746,N P NM NM N,NM NM NM NM N,V P N NM N,N P N N N
747,N P NM N,NM NM NM N,V P N N,N P N N
748,V P NM NM,NM NM NM N,V P N N,V P V NM
749,N P NM NM N,NM NM NM NM N,V P N N N,N P N N N
750,V P NM N,NM NM NM N,V P N N,V P V N
751,V P NM N,NM NM NM N,V P N N,V P NM N
752,V P NM NPL,NM NM NM N,V P N N,V P NM NPL
753,N P NM N,NM NM NM N,V P N N,N P N N
754,NM N,NM N,NM N,N N
755,NM N,NM N,N N,N N
756,NM NM N,NM NM N,N NM N,N N N
757,NM N,NM N,N N,N N
758,NM NM D NM N,NM NM NM NM N,N N NM N N,N N D N N
759,NM NM NM N,NM NM NM N,N N N N,N N N N
760,NM NM NM NPL N,FAILURE FAILURE FAILURE FAILURE FAILURE,N N N N N,N N N NPL N
761,NM D,NM N,N N,N D
762,NM D,NM N,N N,N D
763,NM D,NM N,N N,N D
764,NM NPL,NM N,N N,N NPL
765,NM NM NM N,NM NM NM N,N N N N,N N N N
766,NM NM N,NM NM N,N NM N,N N N
767,NM NM N,NM NM N,N N N,N N N
768,NM NM NM NM NPL,NM NM NM NM N,N N N N N,N N N N NPL
769,NM N,NM N,NM N,N N
770,NM NM N,NM NM N,N N N,N N N
771,NM NM N,NM NM N,N N N,N N N
772,NM NM NM N,NM NM NM N,N N N N,N N N N
773,NM NM N,NM NM N,N N N,N N N
774,NM NM NM N,NM NM NM N,N N N N,N N N N
775,UNK,UNK,UNK,UNK
776,NM NM N,NM NM N,N N N,N N N
777,NM N,NM N,NM N,NM N
778,NM N,NM N,N N,N N
779,NM NM V,NM NM N,N N V,N N V
780,N NM P V,NM NM NM N,FAILURE FAILURE FAILURE FAILURE,N N P V
781,NM NM NM NPL,NM NM NM N,N NM N N,N N N NPL
782,NM D,NM N,N N,N D
783,NM D,NM N,N N,N D
784,NM N,NM N,N N,N N
785,NM NM NM NPL,NM NM NM N,N N N N,N N N NPL
786,NM NM NM NPL,NM NM NM N,N N N N,N N N NPL
787,DT N,NM N,NM N,FAILURE FAILURE
788,NM N,NM N,NM N,N N
789,NM N,NM N,NM N,N N
790,NM NM NM N,NM NM NM N,NM N NM N,N N NM N
791,NM NM NM N,NM NM NM N,NM N NM N,N N N N
792,NM N,NM N,N N,N N
793,NM NM N,NM NM N,N N N,N N N
794,NM NM D,NM NM N,N N N,N N D
795,DT NM N,DT DT N,NM NM N,DT N N
796,NM NM N,NM NM N,N N N,N V N
797,NM NM NPL,NM NM N,N NM N,N N NPL
798,DT N,NM N,NM N,FAILURE FAILURE
799,DT NM NM N,DT NM NM N,NM N N N,DT VBP V N
800,UNK,UNK,UNK,UNK
801,UNK,UNK,UNK,UNK
802,NM NM N,NM NM N,N N N,N N N
803,NM NM N,NM NM N,N N N,N N N
804,NM NM N,NM NM N,N N N,N N VBG
805,N NPL NM NM P NM N,FAILURE FAILURE FAILURE FAILURE FAILURE FAILURE FAILURE,V N NM N P NM N,N VBZ NM N P N N
806,NM NM NM N,NM NM NM N,N N N N,N N N N
807,VM NM N,DT NM N,FAILURE FAILURE FAILURE,VM N N
808,UNK,UNK,UNK,UNK
809,NM NM P N,NM NM NM N,V N P N,NM N P N
810,VM NM P,DT NM N,FAILURE FAILURE FAILURE,VM N P
811,UNK,UNK,UNK,UNK
812,NM NM N,FAILURE FAILURE FAILURE,NM N N,N N N
813,NM P,NM N,FAILURE FAILURE,V P
814,NM N,NM N,NM N,NM N
815,NM NM D,NM NM N,NM N N,NM N D
816,NM NM D,NM NM N,NM N N,NM N D
817,NM N,NM N,N N,N N
818,NM NM N,NM NM N,N N N,N N N
819,N,N,N,N
820,NM NM N,NM NM N,N N N,N N N
821,NM NM N,NM NM N,N N N,N N N
822,NM,N,NM,N
823,NM NM NM N,FAILURE FAILURE FAILURE FAILURE,N NM NM N,N N N N
824,NM NM NM N,NM NM NM N,N N N N,N N N N
825,NM NM NM N,FAILURE FAILURE FAILURE FAILURE,N N NM N,N N N N
826,NM NM NM N,FAILURE FAILURE FAILURE FAILURE,N N NM N,N N N N
827,NM NM NM NM N,FAILURE FAILURE FAILURE FAILURE FAILURE,N NM NM N N,N N N N N
828,NM NM NPL,NM NM N,N N N,N N NPL
829,NM NM NM NPL,NM NM NM N,N N N N,N N N NPL
830,NM N,NM N,NM N,N N
831,N,N,N,FAILURE
832,NM N,NM N,NM N,N N
833,N,N,N,N
834,NM N,NM N,N N,N N
835,NM NM NM NM NM N,NM NM NM NM NM N,N N N N N N,N N N N N N
836,N NM NM NM NM NM NM N,FAILURE FAILURE FAILURE FAILURE FAILURE FAILURE FAILURE FAILURE,V N N N P NM N N,N N N N N N N N
837,N NM NM NM P NM N,NM NM NM NM NM NM N,V N N N P N N,N N N N P N N
838,N P N,NM NM N,V P N,N P N
839,N NM NM NM DT,NM NM NM NM DT,FAILURE FAILURE FAILURE FAILURE FAILURE,N V N N DT
840,NM NM NM NM NPL,NM NM NM NM N,N N N N N,N N N N NPL
841,NM NM NM N,NM NM NM N,N N N N,N N N N
842,NM N,NM N,NM N,N N
843,NM NM N,NM NM N,NM N N,N N N
844,UNK,UNK,UNK,UNK
845,NM NM NM NM N,NM NM NM NM N,NM N N N N,NM N N N N
846,NM NM NM N,NM NM NM N,NM N N N,NM N N N
847,N NM P N,NM NM NM N,V N P N,N N P N
848,NM N,NM N,NM N,N N
849,NM NM NPL,NM NM N,N N N,N N NPL
850,NM NM NM NPL,NM NM NM N,N N N N,N N N NPL
851,NM NM NM N,NM NM NM N,N N N N,N N N N
852,NM NM N,NM NM N,N N N,N N N
853,NM NM NM NM,NM NM NM N,N N N NM,N N N N
854,NM NM NM NM NPL,NM NM NM NM N,N N N N N,N N N N NPL
855,NM NM NM NPL,NM NM NM N,N N N N,N N N NPL
856,NM NM NM NPL,NM NM NM N,N N N N,N N N NPL
857,NM NM NPL,NM NM N,N N N,N N NPL
858,NM NM NM NM NPL,NM NM NM NM N,N NM N N N,N NM N N NPL
859,N P N,NM NM N,V P N,N P N
860,NM NM NM N,NM NM NM N,N N N N,N N N N
861,NM NM NM NM N,NM NM NM NM N,N N N NM N,N N N N N
862,NM NM NM N,NM NM NM N,N N N V,N N N N
863,NM NM NM N,NM NM NM N,N N N V,N N N N
864,NM NM NM NM N,NM NM NM NM N,N N N N N,N N N N N
865,NM NM NM NM N,NM NM NM NM N,N N N NM N,N N N N N
866,NM NM NM NM NPL,NM NM NM NM N,N N N N N,N N N N NPL
867,NM N,NM N,N N,N N
868,NM NM NM N,NM NM NM N,N N N N,N N N N
869,N NM NM NM VM NM N,NM NM NM NM NM NM N,V N N N P N N,N N N N N N N
870,NM NM NM NM NM NM NPL,NM NM NM NM NM NM N,N N N N N N N,N N N N N N NPL
871,UNK,UNK,UNK,UNK
872,UNK,UNK,UNK,UNK
873,UNK,UNK,UNK,UNK
874,NM NM N,NM NM N,N N N,N N N
875,NM N,NM N,NM N,N N
876,NM CJ NM NM N,NM NM NM NM N,N N N N N,N CJ N N N
877,NM NM P NM N,NM NM NM NM N,FAILURE FAILURE FAILURE FAILURE FAILURE,VM VBG P N N
878,NM NM NM N,NM NM NM N,NM N N N,N N N N
879,N,N,NM,NM
880,NM N,NM N,N N,V N
881,NM N,NM N,N N,N N
882,NM N,NM N,NM N,NM N
883,N NM NM NM N,NM NM NM NM N,FAILURE FAILURE FAILURE FAILURE FAILURE,N N N N N
884,NM N,NM N,NM N,N N
885,N,N,N,N
886,N,N,N,N
887,N,N,N,N
888,NM NM N,NM NM N,N N N,N N N
889,NM N,NM N,NM N,N N
890,UNK,UNK,UNK,UNK
891,NM N,NM N,NM N,NM N
892,NM N,NM N,NM N,N N
893,UNK,UNK,UNK,UNK
894,NM N,NM N,NM N,NM N
895,NM NM,NM N,N NM,N N
896,NM N,NM N,NM N,N N
897,N,N,N,N
898,NM N,NM N,NM N,N N
899,NM NM NPL,NM NM N,NM NM N,NM NM NPL
900,NM N,NM N,NM N,NM N
901,NM NM N,NM NM N,N N N,N N N
902,NM NM N,NM NM N,N N N,N N N
903,NM N,NM N,N N,N N
904,NPL N,NM N,N N,NPL VBP
905,NM N,NM N,N N,N N
906,NM NM N,NM NM N,N NM N,N N N
907,N,N,NM,NM
908,NM N,NM N,NM N,N N
909,NM NM N,NM NM N,N N N,N N N
910,NM N,NM N,N N,NM N
911,NM NM N,NM NM N,NM N N,NM NM N
912,NM NM N,NM NM N,NM N N,NM N N
913,N,N,NM,NM
914,NM N,NM N,NM N,NM N
915,NM N,NM N,N N,N N
916,NM N,NM N,N N,N N
917,NM N,NM N,NM N,N N
918,NM N,NM N,NM N,NM N
919,N,N,N,N
920,NM N,NM N,NM N,NM N
921,N,N,N,N
922,N,N,N,NM
923,NM N,NM N,N N,N N
924,NM N,NM N,N N,N N
925,NM NM N,NM NM N,N N N,N N N
926,NM N,NM N,N N,N N
