,SEQUENCE,POS,NLTK,CORENLP,OPENNLP,SPACY,FLAIR,STANZA
248,float64 d type,NNP NN NN,NN NN NN,NN NN NN,VB VBD NN,VBD DT NN,NN NN NN,NNP NN NN
249,categorical,JJ,JJ,JJ,NN,JJ,JJ,JJ
250,categorical accessor,JJ NN,JJ NN,JJ NN,JJ NN,JJ NN,JJ NN,JJ NN
251,arrow string array,NN NN NN,NN VBG NN,NN NN NN,JJ NN NN,NN NN NN,JJ NN NN,NN NN NN
252,arrow string array numpy semantics,NN NN NN NNP NN,NN VBG NN JJ NNS,NN NN NN JJ NNS,JJ NN NN JJ NNS,NN NNP NNP NNP NNS,JJ NN NN JJ NNS,NN NN NN JJ NN
253,integer d type,NN NN NN,NN NN NN,NN NN NN,NN VBD NN,NNP NNP NN,NN NN NN,NN NN NN
254,integer array,NN NN,NN NN,NN NN,NN NN,NNP NNP,NN NN,NN NN
255,int8 d type,NNP NN NN,NN NN NN,NN NN NN,IN NN NN,NNP NNP NN,CD NN NN,NNP NN NN
256,int16 d type,NNP NN NN,NN NN NN,NN NN NN,IN NN NN,NNS NN NN,CD NN NN,JJ NN NN
257,int32 d type,NNP NN NN,NN NN NN,NN NN NN,IN NN NN,NNP NN NN,CD NN NN,JJ NN NN
258,int64 d type,NN NN NN,NN NN NN,NN NN NN,IN NN NN,NNP NN NN,CD NN NN,JJ NN NN
259,uint8 d type,NNP NN NN,JJ NN NN,NN NN NN,CD VBD NN,NNP NN NN,NN NN NN,NNP NNP NN
260,uint16 d type,NNP NN NN,JJ NN NN,NN NN NN,CD VBD NN,NNP DT NN,NN NN NN,NNP NN NN
261,uint32 d type,NNP NN NN,JJ NN NN,NN NN NN,CD VBD NN,NNP DT NN,NN NN NN,CD NN NN
262,uint64 d type,NNP NN NN,JJ NN NN,NN NN NN,CD VBD NN,NNP DT NN,CD NN NN,NNP NNP NN
263,timedelta array,NNP NN,NN NN,JJ NN,NN NN,NNP NNP,NNP NN,NN NN
264,datetime like array mixin,NN IN NN NN,NN IN NN NN,NN IN NN NN,NN IN NN NN,RB IN NN NNP,NN UH NN NN,NN UH NN NN
265,date like ops,NN IN NN,NN IN NNS,NN IN NNS,NN IN NNS,NN IN NNS,NN UH NNS,NN IN NNS
266,time like ops,NN IN NN,NN IN NNS,NN IN NNS,NN IN NNS,NN IN NNS,NN UH VBZ,NN IN NNS
267,base accessor,JJ NN,NN NN,NN NN,NN NN,NNP NN,NN NN,NN NN
268,sparse accessor,JJ NN,NN NN,JJ NN,JJ NN,NNP VB,JJ NN,JJ NN
269,sparse frame accessor,JJ NN NN,NN NN NN,JJ NN NN,JJ NN NN,NNP NNP NN,JJ NN NN,JJ NN NN
270,ellipsis,NN,NN,NN,NN,NN,NNS,NN
271,sparse array,JJ NN,JJ NN,JJ NN,JJ NN,NNP VB,JJ NN,JJ NN
272,arrow period type,NN NN NN,JJ NN NN,NN NN NN,VB NN NN,NN NN NN,NN NN NN,NN NN NN
273,arrow interval type,NN NN NN,NN NN NN,NN NN NN,NN NN NN,NN NN NN,JJ NN NN,NN NN NN
274,forbidden extension type,JJ NN NN,JJ NN NN,JJ NN NN,VBN NN NN,VBN NN NN,VBN NN NN,VBN NN NN
275,arrow accessor,NN NN,NN NN,NN NN,NN NN,NNP NN,JJ NN,NN NN
276,list accessor,NN NN,NN NN,NN NN,NN NN,NN NN,NN NN,NN NN
277,struct accessor,NN NN,NN NN,JJ NN,NN NN,NN NN,VB NN,JJ NN
278,arrow extension array,NN NN NN,JJ NN NN,NN NN NN,JJ NN NN,NN NN NN,NN NN NN,NN NN NN
279,base indexer,JJ NN,NN NN,NN NN,NN NN,NNP NNP,NN NN,NN NN
280,fixed window indexer,JJ NN NN,VBN NN NN,VBN NN NN,VBN NN NN,VBN NN NN,VBN NN NN,VBN NN NN
281,variable window indexer,JJ NN NN,JJ NN NN,JJ NN NN,JJ NN NN,JJ NN NN,JJ NN NN,JJ NN NN
282,variable offset window indexer,JJ NN NN NN,JJ NN NN NN,JJ VBN NN NN,JJ VBN NN NN,JJ JJ NN NN,JJ NN NN NN,JJ NN NN NN
283,expanding indexer,JJ NN,VBG NN,VBG NN,VBG NN,VBG NN,VBG NN,VBG NN
284,fixed forward window indexer,JJ JJ NN NN,VBN RB NN NN,VBN RB NN NN,VBN RB NN NN,VBN RB NN NN,VBN JJ NN NN,VBN JJ NN NN
285,groupby indexer,NNP NN,NN NN,JJ NN,NN NN,VBD NN,NN NN,NN NN
286,exponential moving window indexer,JJ JJ NN NN,JJ VBG NN NN,JJ VBG NN NN,JJ VBG NN NN,JJ VBG NN NN,JJ NN NN NN,JJ NN NN NN
287,exponential moving window,JJ JJ NN,JJ VBG NN,JJ VBG NN,JJ VBG NN,JJ VBG NN,JJ NN NN,JJ NN NN
288,exponential moving window groupby,JJ JJ NN NNP,JJ VBG NN NN,JJ VBG NN NN,JJ VBG NN NN,JJ VBG NN NN,JJ NN NN NN,JJ NN NN NN
289,online exponential moving window,JJ JJ JJ NN,JJ JJ NN NN,RB JJ VBG NN,RB JJ VBG NN,JJ JJ VBG NN,JJ JJ NN NN,JJ JJ NN NN
290,ewm mean state,NNP JJ NNP,JJ NN NN,FW VB NN,NN VBP NN,NNP NNP NN,UH VB NN,NNP VB NN
291,base window,JJ NN,NN NN,NN NN,NN NN,NNP NN,NN NN,NN NN
292,base window groupby,JJ NN NNP,NN NN NN,NN NN NN,NN NN NN,NNP NN NN,NN NN NN,NN NN NN
293,window,NN,NN,NN,NN,NN,NN,NN
294,rolling and expanding mixin,JJ CC JJ NN,NN CC VBG NN,VBG CC VBG NN,VBG CC VBG NN,VBG CC VBG NN,VBG CC VBG NN,VBG CC VBG NN
295,rolling,JJ,VBG,VBG,VBG,VBG,VBG,NN
296,rolling groupby,JJ NNP,VBG NN,VBG NN,VBG NN,VBG NN,VBG NN,VBG NN
297,expanding,JJ,VBG,VBG,VBG,VBG,VBG,VBG
298,expanding groupby,JJ NNP,VBG NN,VBG NN,VBG NN,VBG JJ,VBG NN,VBG NN
299,test nanops data frame,VB NNPS NN NN,NN NNS NNS NN,NN NNS NNS NN,NN VBZ NNS NN,NN VBZ NNP NN,NN NNS NN NN,NN NN NNS NN
300,test ensure numeric,VB VB NNP,NN VB JJ,NN VB JJ,NN VB JJ,NN VB NNP,NN VB JJ,NN VB NN
301,test nan var fixed values,VB NNP NN VBN NNS,NN NN NN VBN NNS,NN NNP NN VBN NNS,NN NN VBN VBN NNS,NNP NNP NNP VBN NNS,NN JJ NN VBN NNS,NN NN NN VBN NNS
302,test nan skew fixed values,VB NNP JJ VBN NNS,NN NN NN VBN NNS,NN NNP VB VBN NNS,NN NN VBD VBN NNS,NNP NNP VBP VBN NNS,NN UH VB VBN NNS,NN NN NN VBN NNS
303,test nan kurt fixed values,VB NNP NNP VBN NNS,NN NN NN VBD NNS,NN NNP NNP VBD NNS,NN NN VBN VBN NNS,NNP NNP NNP VBN NNS,NN JJ NN VBN NNS,NN NN NNP VBN NNS
304,test datetime 64 na n ops,VB NNP CD NNP NN NN,NN NN CD JJ NNS NNS,NN NN CD TO NN NNS,NN NN CD TO NN NNS,NN NNP CD IN NN NNS,NN NN CD NN NN VBZ,NN NN CD NN CC NN
305,test factorize,VB VB,NN NN,NN NN,NN NN,NN VBP,NN NN,NN NN
306,test unique,VB JJ,NN NN,NN JJ,NN JJ,NN JJ,NN JJ,NN JJ
307,test i sin,NN PRP NNP,NN NN NN,NN PRP VBP,NN NN NN,NN PRP VBP,NN PRP VBP,NN PRP NN
308,like nan,IN NNP,IN NNS,UH NNP,IN NN,IN NNP,UH NNP,IN NN
309,test value counts,VB NN NNS,NN NN NNS,NN NN NNS,NN NN NNS,NN NN VBZ,NN NN VBZ,NN NN VBZ
310,test duplicated,VB VBN,NN VBD,NN VBN,NN VBN,NN VBN,NN VBN,NN VBN
311,test hash table,VB NN NN,NN NN NN,NN NN NN,NN NN NN,NN NN NN,NN NN NN,NN NN NN
312,test rank,VB NN,NN NN,NN NN,NN NN,NNP NNP,NN NN,NN NN
313,test mode,VB NN,NN NN,NN NN,NN NN,NN NN,NN NN,NN NN
314,test diff,VB NN,NN NN,NN NN,NN NN,NN NNP,NN NN,NN NN
315,test take,VB VB,NN NN,NN NN,NN VB,NN VB,NN VB,NN NN
316,test extension take,VB NN VB,NN NN VB,NN NN NN,NN NN VBP,NN NN VBP,NN NN VBP,NN NN NN
317,x,FW,NN,LS,NN,VBD,LS,NN
318,my accessor,PRP$ NN,PRP$ NN,PRP$ NN,PRP$ NN,PRP$ NN,PRP$ NN,PRP$ NN
319,bad,JJ,JJ,JJ,JJ,JJ,JJ,JJ
320,some call,DT NN,DT NN,DT NN,DT NN,DT NN,DT NN,DT NN
321,test is bool indexer,NN VBZ NN NN,NN VBZ JJ NN,NN VBZ NN NN,NN VBZ NN NN,NN VBZ NNP NN,NN VBZ NN NN,NN VBZ NN NN
322,my list,PRP$ NN,PRP$ NN,PRP$ NN,PRP$ NN,PRP$ NN,PRP$ NN,PRP$ NN
323,test flags,VB NNS,NN NNS,NN NNS,NN NNS,NN NNS,NN NNS,NN NNS
324,test multi level,NN JJ NN,NN NN NN,NN JJ NN,NN JJ NN,NN NNP NN,NN JJ NN,NN JJ NN
325,test sorted,VB VBN,NN VBD,NN VBN,NN VBN,NN VBD,NN VBN,NN VBN
326,test expressions,VB NNS,NN NNS,NN NNS,NN NNS,NN NNS,NN NNS,NN NNS
327,my class,PRP$ NN,PRP$ NN,PRP$ NN,PRP$ NN,PRP$ NN,PRP$ NN,PRP$ NN
328,foo,NNP,NN,NN,NN,NN,NN,NN
329,test sorting,VB NN,NN NN,NN NN,NN VBG,NN VBG,NN NN,NN NN
330,test merge,VB VB,NN NN,NN NN,NN VBP,NN VB,NN NN,NN NN
331,test safe sort,VB JJ NN,NN JJ NN,NN JJ NN,NN JJ NN,VB JJ NN,NN JJ NN,NN JJ NN
332,my ea,PRP$ NNP,PRP$ NN,PRP$ NNP,PRP$ NN,PRP$ NN,PRP$ UH,PRP$ NN
333,test extension array,VB NN NN,NN NN NN,NN NN NN,NN NN NN,NN NNP NN,NN NN NN,NN NN NN
334,test masked arrays,VB VBN NNS,NN VBD NNS,NN VBN NNS,NN VBD NNS,NN VBN NNS,NN VBN NNS,NN VBN NNS
335,test 2 d compat,VB CD NN NN,NN CD NN NN,NN CD NN NN,NN CD NN NN,NN CD NN NN,NN CD NN NN,NN CD NN NN
336,test sparse array,VB JJ NN,NN NN NN,NN JJ NN,NN JJ NN,NN NNP VBP,NN JJ NN,NN JJ NN
337,test string array,VB NN NN,NN NN NN,NN NN NN,NN NN NN,NN NNP NN,NN NN NN,NN NN NN
338,test interval array,VB NN NN,NN NN NN,NN NN NN,NN NN NN,NN NN NN,NN JJ NN,NN NN NN
339,test arrow array,VB NN NN,NN NN NN,NN NN NN,NN NN NN,VB NNP NN,NN NN NN,NN NN NN
340,test logical ops,VB NN NNS,RB JJ NNS,NN JJ NNS,NN JJ NNS,NN JJ NNS,NN JJ NNS,NN JJ NNS
341,old arrow extension array,JJ NN NN NN,JJ NN NN NN,JJ NN NN NN,JJ JJ NN NN,JJ NN NN NN,JJ NN NN NN,JJ NN NN NN
342,dummy d type,JJ NN NN,NN NN NN,JJ NN NN,JJ NN NN,NNP NN NN,JJ NN NN,NN NN NN
343,dummy array,JJ NN,JJ NN,JJ NN,JJ NN,NNP NN,JJ NN,NN NN
344,test extension array d type,VB NN NN NN NN,NN NN NN NN NN,NN NN NN NN NN,NN NN NN VBD NN,NN NNP NNP NNP NN,NN NN NN NN NN,NN NN NN NN NN
345,capturing string array,VBG NN NN,VBG VBG NN,VBG NN NN,VBG NN NN,VBG NN NN,VBG NN NN,VBG NN NN
346,test numpy extension array,VB NN NN NN,NN JJ NN NN,NN JJ NN NN,NN JJ NN NN,NN NNP NNP NN,NN JJ NN NN,NN NN NN NN
347,test datetime array,VB NN NN,NN NN NN,NN NN NN,NN NN NN,NN NNP NNP,NN NN NN,NN NN NN
348,test period array,VB NN NN,NN NN NN,NN NN NN,NN NN NN,NN NNP NN,NN NN NN,NN NN NN
349,test categorical,VB JJ,NN NN,NN JJ,NN MD,NN JJ,NN JJ,NN JJ
350,float attr d type,NN NN NN NN,NN NN NN NN,VB NN NN NN,NN IN NN NN,VB NNP XX NN,NN NN NN NN,VB NN NN NN
351,float attr array,NN NN NN,NN NN NN,NN NN NN,NN NN NN,VB NNP NNP,NN NN NN,VB NN NN
352,list d type,NN NN NN,NN NN NN,NN NN NN,NN VBD NN,NN DT NN,NN NN NN,VB NN NN
353,list array,NN NN,NN NN,NN NN,NN NN,NN NN,NN NN,NN NN
354,date d type,NN NN NN,NN NN NN,NN NN NN,NN VBD NN,NN XX NN,NN NN NN,NN NN NN
355,date array,NN NN,NN NN,NN NN,NN NN,NNP NN,NN NN,NN NN
356,base set item tests,JJ NN NN NNS,NN VBN NN NNS,NN VBN NN NNS,NN VBN NN NNS,NN VBN NN NNS,NN NN NN NNS,NN NN NN NNS
357,base parsing tests,JJ VBG NNS,NN NN NNS,NN VBG NNS,NN NN NNS,NN VBG NNS,NN NN NNS,NN NN NNS
358,base casting tests,JJ VBG NNS,NN NN NNS,NN NN NNS,JJ NN NNS,NN NN NNS,NN NN NNS,NN NN NNS
359,base reduce tests,JJ VB NNS,NN VB NNS,NN VBP NNS,NN VB NNS,NN VB NNS,NN VBP NNS,NN VB NNS
360,base printing tests,JJ VBG NNS,NN NN NNS,NN NN NNS,NN NN NNS,NN NN NNS,NN NN NNS,NN NN NNS
361,base missing tests,JJ VBG NNS,NN VBG NNS,NN VBG NNS,NN VBG NNS,NN VBG NNS,NN NN NNS,NN JJ NNS
362,base ops util,JJ NNS NN,NN VBZ JJ,NN NNS NN,NN NNS NN,NN NNS NN,NN VBZ JJ,NN NNS NN
363,base arithmetic ops tests,JJ JJ NNS NNS,NN JJ NNS NNS,NN NN NNS NNS,NN JJ NNS NNS,NN JJ NNS NNS,NN NN NNS NNS,NN NN NNS NNS
364,base comparison ops tests,JJ NN NNS NNS,NN NN VBZ NNS,NN NN NNS NNS,NN NN VBZ NNS,NN NN NNS NNS,NN NN NNS NNS,NN NN NNS NNS
365,base unary ops tests,JJ JJ NNS NNS,NN JJ NNS NNS,NN JJ NNS NNS,NN JJ NNS NNS,JJ JJ NNS NNS,NN JJ NNS NNS,NN NN NNS NNS
366,base accumulate tests,JJ VB NNS,NN NN NNS,NN VBP NNS,NN NN NNS,NN NN NNS,NN NN NNS,NN VB NNS
367,base d type tests,JJ NN NN NNS,NN NN NN NNS,NN NN NN NNS,NN VBD NN NNS,NNP NN NN NNS,NN NN NN NNS,NN NN NN NNS
368,base constructors tests,JJ NNS NNS,NN NNS NNS,NN NNS NNS,NN NNS NNS,NN NNS NNS,NN NNS NNS,NN NNS NNS
369,base extension tests,JJ NN NNS,NN NN NNS,NN NN NNS,JJ NN NNS,NN NN NNS,NN NN NNS,NN NN NNS
370,dim 2 compat tests,NN CD NN NNS,NN CD NN NNS,JJ CD NN NNS,JJ CD NN NNS,VBP CD NN NNS,NN CD NN NNS,VB CD NN NNS
371,nd array backed 2d tests,NNP NN VBN NNP NNS,JJ NN VBD CD NNS,JJ NN VBD NN NNS,NN NN VBD JJ NNS,NNP NNP VBD NNP NNS,NN NN VBN CD NNS,NN NN VBN NN NNS
372,base interface tests,JJ NN NNS,NN NN NNS,NN NN NNS,NN NN NNS,NN NN NNS,NN NN NNS,NN NN NNS
373,base get item tests,JJ VB NN NNS,NN VB NN NNS,NN VBP NN NNS,NN VB NN NNS,NN VBP NN NNS,NN VB NN NNS,NN VB NN NNS
374,base index tests,JJ NN NNS,NN NN NNS,NN NN NNS,NN NN NNS,NN NN NNS,NN NN NNS,NN NN NNS
375,base methods tests,JJ NNS NNS,NN NNS NNS,NN NNS NNS,JJ NNS NNS,NN NNS NNS,NN NNS NNS,NN NNS NNS
376,extension tests,NN NNS,NN NNS,NN NNS,NN NNS,NN NNS,NN NNS,NN NNS
377,base reshaping tests,JJ VBG NNS,NN NN NNS,NN NN NNS,NN VBG NNS,NN NN NNS,NN NN NNS,NN NN NNS
378,base groupby tests,JJ NNP NNS,NN NN NNS,NN NN NNS,NN NN NNS,NN VBN NNS,NN NN NNS,NN NN NNS
379,jsond type,NNP NN,NN NN,NN NN,NN NN,NNP NN,NN NN,NN NN
380,json array,NNP NN,NN NN,NN NN,NN NN,NNP NNP,NNP NNP,NN NN
381,test json array,VB NNP NN,NN NN NN,NN NN NN,NN NN NN,NNP NNP NNP,NN NN NN,NN NN NN
382,decimal d type,JJ NN NN,JJ NN NN,JJ NN NN,JJ NN NN,NNP NN NN,JJ NN NN,JJ NN NN
383,decimal array,JJ NN,JJ NN,JJ NN,JJ NN,NNP NN,JJ NN,JJ NN
384,test decimal array,VB JJ NN,NN NN NN,NN JJ NN,NN NN NN,VB NNP NN,NN JJ NN,NN JJ NN
385,decimal array without from sequence,JJ NN IN IN NN,JJ NN IN IN NN,JJ NN IN IN NN,JJ NN IN IN NN,JJ NN IN IN NN,JJ NN IN IN NN,JJ NN IN IN NN
386,decimal array without coercion,JJ NN IN NN,JJ NN IN NN,JJ NN IN NN,JJ NN IN NN,JJ NN IN NN,JJ NN IN NN,JJ NN IN NN
387,test set ops,VB NN NNS,NN NN NNS,NN VBN NNS,NN NN NNS,NN VBN NNS,NN NN VBZ,NN NN NNS
388,test set ops unsorted,VB NN NNS JJ,NN VBN NNS VBD,NN VBN NNS JJ,NN NN VBZ JJ,NN VBN NNS JJ,NN NN VBZ JJ,NN NN NNS JJ
389,test contains,VB VBZ,NN NNS,NN VBZ,NN VBZ,NN VBZ,NN VBZ,NN VBZ
390,test get loc,VB VB NN,NN NN NN,NN VBP NN,NN VB NN,NN VB NN,NN VB NN,NN VB NN
391,e,FW,NN,NN,NN,LS,NFP,NNP
392,test get indexer,VB VB NN,NN NN NN,NN VBP NN,NN VB RB,NN VB NN,NN VB NN,NN VB NN
393,test convert slice indexer,VB VB NN NN,NN NN NN NN,NN NN NN NN,NN VB NN NN,NN NNP NN NN,NN VB NN NN,NN NN NN NN
394,test put mask,VB VB NN,NN VBD NN,NN VBD NN,NN VBD NN,NN VBD NN,NN VBN NN,NN VBN NN
395,custom index,JJ NN,NN NN,NN NN,NN NN,NNP NN,NN NN,JJ NN
396,test datetime engine,VB NN NN,NN NN NN,NN NN NN,NN NN NN,NN NNP NN,NN NN NN,NN NN NN
397,test timedelta engine,VB NNP NN,NN NN NN,NN NN NN,NN NN NN,NNP NNP NN,NN NN NN,NN NN NN
398,test numeric engine,VB JJ NN,NN JJ NN,NN JJ NN,NN JJ NN,NN JJ NN,NN JJ NN,NN JJ NN
399,test object engine,VB NN NN,NN NN NN,NN NN NN,NN NN NN,NN NN NN,NN NN NN,NN NN NN
400,test datetime like,VB NN NNP,NN NN IN,NN NN UH,NN NN IN,VB RB IN,NN NN UH,NN NN UH
401,test common,VB JJ,NN JJ,NN JJ,NN JJ,VBP JJ,NN JJ,NN NN
402,test conversion,VB NN,NN NN,NN NN,NN NN,NN NN,NN NN,NN NN
403,test round trips,VB NN NNS,NN NN NNS,NN NN NNS,NN NN NNS,NN NNP NNS,NN NN NNS,NN NN NNS
404,test indexing,VB VBG,NN NN,NN NN,NN NN,NN NN,NN NN,NN NN
405,test rendering,VB VBG,NN NN,NN NN,NN VBG,NN VBG,NN NN,NN NN
406,test reductions,VB NNS,NN NNS,NN NNS,NN NNS,NN NNS,NN NNS,NN NNS
407,test index constructor inference,VB NN NN NN,NN NN NN NN,NN NN NN NN,NN NN NN NN,NNP NNP NNP NN,NN NN NN NN,NN NN NN NN
408,test d type enforced,VB NN NN VBN,NN NN NN VBD,NN NN NN VBN,NN VBD NN VBN,NN NNP NN VBN,NN NN NN VBN,NN NN NN VBN
409,test index constructor unwrapping,VB NN NN VBG,NN NN NN VBG,NN NN NN NN,NN NN NN VBG,NN NN NN VBG,NN NN NN VBG,NN NN NN NN
410,array like,NN IN,NN IN,NN UH,NN IN,VB IN,UH UH,NN UH
411,test index construction errors,VB NN NN NNS,NN NN NN NNS,NN NN NN NNS,NN NN NN NNS,NN NN NN NNS,NN NN NN NNS,NN NN NN NNS
412,test base,VB NN,NN NN,NN NN,NN NN,NN NN,NN NN,NN NN
413,test numeric base,VB JJ NN,NN JJ NN,NN JJ NN,NN JJ NN,NNP NNP NN,NN JJ NN,NN JJ NN
414,test index,VB NN,NN NN,NN NN,NN NN,NNP NN,NN NN,NN NN
415,test mixed int index,VB VBN NN NN,NN VBD NN NN,NN JJ NN NN,NN JJ NN NN,NN VBN NN NN,NN JJ NN NN,NN VBN NN NN
416,test index utils,VB NN NNS,NN NN NNS,NN NN NNS,NN NN NNS,NN NN NNS,NN NN NNS,NN NN NNS
417,test timedelta index,VB NNP NN,NN NN NN,NN NN NN,NN NN NN,NNP NNP NN,NN NN NN,NN NN NN
418,test timedelta index difference,VB NNP NN NN,NN NN NN NN,NN NN NN NN,NN NN NN NN,NNP NNP NN NN,NN NN NN NN,NN NN NN NN
419,test get item,VB VB NN,NN NN NN,NN VBP NN,NN VB NN,NN VB NN,NN VB NN,NN VB NN
420,test where,VB WRB,NN WRB,NN WRB,NN WRB,NN WRB,NN WRB,NN WRB
421,test maybe cast slice bound,VB RB VB NN NN,NN RB VBD NN NN,NN RB VBN NN VBN,NN RB VBD NN VBN,NN RB VBD NN VBN,NN RB VBN NN VBN,NN RB NN NN VBN
422,test vectorized timedelta,VB VBN NNP,NN VBD NN,NN VBN NN,NN VBD NN,NN VBN NN,NN VBN NN,NN VBN NN
423,test freq,VB NN,NN NN,NN NN,NN NN,NNP NNP,NN NNP,NN NN
424,test timedelta index arithmetic,VB NNP NN JJ,NN NN NN JJ,NN NN NN NN,NN NN NN NN,NNP NNP NNP JJ,NN NN NN NN,NN NN NN NN
425,test pickle,VB NN,NN NN,NN NN,NN NN,NN NN,NN NN,NN NN
426,test timedelta index ops,VB NNP NN NNS,NN NN NN NNS,NN NN NN NNS,NN NN NN NNS,NNP NNP NN NNS,NN NN NN VBZ,NN NN NN NNS
427,test timedelta index delete,VB NNP NN NN,NN NN NN VB,NN NN NN VB,NN NN NN NN,NNP NNP NNP NNP,NN NN NN NN,NN NN NN NN
428,test timedeltas,VB NNP,NN NNS,NN NNS,NN NNS,NN NNS,NN NNS,NN NNS
429,test join,VB VB,NN NN,NN VBP,NN VB,NN VBP,NN NN,NN NN
430,test search sorted,VB NN VBN,NN NN VBD,NN NN VBN,NN NN .,NN NN VBD,NN NN VBD,NN NN VBN
431,test timedelta index rendering,VB NNP NN VBG,NN NN NN VBG,NN NN NN NN,NN NN NN NN,NNP NNP NN VBG,NN NN NN VBG,NN NN NN NN
432,test timedelta index factorize,VB NNP NN VBB,NN NN NN VB,NN NN NN NN,NN NN NN NN,NNP NNP NN VBP,NN NN NN NN,NN NN NN NN
433,test timedelta index shift,VB NNP NN VB,NN NN NN NN,NN NN NN NN,NN NN NN NN,NNP NNP NN NN,NN NN NN NN,NN NN NN NN
434,test timedelta index insert,VB NNP NN NN,NN NN NN NN,NN NN NN NN,NN NN NN NN,NNP NNP NN NNP,NN NN NN NN,NN NN NN NN
435,test repeat,VB NN,NN NN,NN NN,NN NN,NN NN,NN NN,NN NN
436,test fill na,VB VB NNP,NN NN TO,NN VB TO,NN VB VBG,NN VB IN,NN VB RP,NN VB TO
437,test set ops sort,VB VB NNS NN,NN NN NNS NN,NN VBN NNS RB,NN VBN VBZ NN,NN VBN NNS NN,NN NN VBZ NN,NN NN NNS NN
438,test slice locs,VB NN NNS,NN NN NN,NN NN NNS,NN NN NNS,NN NNP NNS,NN NN NNS,NN NN NNS
439,test get slice bounds,VB VB NN NNS,NN NN NN NNS,NN VBP NN NNS,NN VB NN NNS,NN VBP NN NNS,NN VB NN NNS,NN VB NN NNS
440,test astype,VB NNP,NN NN,NN NN,NN NN,NNP NNP,NN NN,NN NN
441,test float numeric index,VB NN JJ NN,NN NN JJ NN,NN NN JJ NN,NN NN JJ NN,NN NNP JJ NN,NN NN JJ NN,NN NN JJ NN
442,test numeric int,VB JJ NN,NN JJ NN,NN JJ NN,NN JJ NN,NN NNP NN,NN JJ NN,NN JJ NN
443,test int numeric index,VB NN JJ NN,NN NN JJ NN,NN NN JJ NN,NN NN JJ NN,NNP NNP JJ NN,NN NN JJ NN,NN IN JJ NN
444,test float 16 index,VB NN CD NN,NN NN CD NN,NN NN CD NN,NN NN CD NN,NN VB CD NN,NN NN CD NN,NN NN CD NN
445,test join int64 index,VB VB NNP NN,NN NN NN NN,NN VBP NN NN,NN VB IN NN,NN NNP NNP NN,NN NN CD NN,NN VB NN NN
446,test join uint64 index,VB VB NNP NNP,NN NN JJ NN,NN VBP NN NN,NN VB CD NN,NN NNP NNP NN,NN NN NN NN,NN VB NN NN
447,test interval index,VB NN NN,NN NN NN,NN NN NN,NN NN NN,NN NNP NN,NN JJ NN,NN NN NN
448,test interval range,VB NN NN,NN NN NN,NN NN NN,NN NN NN,NN NN NN,NN JJ NN,NN NN NN
449,constructor tests,NN NNS,NN NNS,NN NNS,NN NNS,NN NNS,NN NNS,NN NNS
450,test from arrays,VB IN NNS,NN IN NNS,NN IN NNS,NN IN NNS,NN IN NNS,NN IN NNS,NN IN NNS
451,test from breaks,VB IN NNS,NN IN NNS,NN IN NNS,NN IN NNS,NN IN NNS,NN IN NNS,NN IN NNS
452,test from tuples,VB IN NNS,NN IN NNS,NN IN NNS,NN IN NNS,NN IN NNS,NN IN NNS,NN IN NNS
453,test class constructors,VB NN NNS,NN NN NNS,NN NN NNS,NN NN NNS,NN NN NNS,NN NN NNS,NN NN NNS
454,test equals,VB NNS,NN NNS,NN VBZ,NN NNS,NN VBZ,NN VBZ,NN VBZ
455,astype tests,NNP NNS,NN NNS,NN NNS,NN NNS,NN NNS,NNP NNS,NN NNS
456,test int subtype,VB NN NN,NN NN NN,NN NN NN,NN NN NN,NN NNP NN,NN NN NN,NN IN NN
457,test float subtype,VB NN NN,NN NN NN,NN NN NN,NN NN NN,VB NNP NN,NN NN NN,NN NN NN
458,test datetime like subtype,VB NN IN NN,NN NN IN NN,NN NN IN NN,NN NN IN NN,VB RB IN NN,NN NN UH NN,NN NN UH NN
459,test interval index rendering,VB NN NN NN,NN NN NN VBG,NN NN NN NN,NN NN NN NN,NN NN NN VBG,NN JJ NN NN,NN NN NN NN
460,test interval tree,VB NN NN,NN NN NN,NN NN NN,NN NN NN,NN NN NN,NN JJ NN,NN NN NN
461,test categorical index constructors,VB JJ NN NNS,RB JJ NN NNS,NN JJ NN NNS,NN JJ NN NNS,VB JJ NN NNS,NN JJ NN NNS,NN JJ NN NNS
462,test categorical index,VB JJ NN,RB JJ NN,NN JJ NN,NN JJ NN,VB JJ NN,NN JJ NN,NN JJ NN
463,test categorical index 2,VB JJ NN CD,RB JJ NN CD,NN JJ NN CD,NN JJ NN CD,VB JJ NN CD,NN JJ NN CD,NN JJ NN CD
464,test reindex,VB NN,NN NN,NN NN,NN NN,NN NN,NN NN,NN NN
465,test append,VB VB,NN NN,NN VBP,NN VB,NN NN,NN VB,NN NN
466,test categorical index repr,VB JJ NN NN,RB JJ NN NN,NN JJ NN NN,NN JJ NN NN,NN JJ NN JJ,NN JJ NN NN,NN JJ NN NN
467,equals tests,VBZ NNS,NNS NNS,VBZ NNS,NNS NNS,VBZ NNS,VBZ NNS,VBZ NNS
468,test period index equals,VB NN NN NNS,NN NN NN NNS,NN NN NN VBZ,NN NN NN NNS,NN NNP NN VBZ,NN NN NN VBZ,NN NN NN VBZ
469,test datetime index equals,VB NN NN NNS,NN NN NN NNS,NN NN NN VBZ,NN NN NN NNS,NN NNP NN VBZ,NN NN NN VBZ,NN NN NN VBZ
