,SEQUENCE,POS,NLTK,CORENLP,OPENNLP,SPACY,FLAIR,STANZA
932,get long description,VB JJ NN,VB JJ NN,VB JJ NN,VB JJ NN,VB JJ NN,VB JJ NN,VB JJ NN
933,is default,VBZ NN,VBZ NN,VBZ NN,VBZ NN,VBZ NN,VBZ NN,VBZ JJ
934,get option string,VB NN NN,VB NN NN,VB NN NN,VB NN NN,VB NN NN,VB NN NN,VB NN NN
935,update gui,VB NNP,JJ NN,NN NN,NN NN,VB NN,NN NN,NN NN
936,item state changed,NN NN VBD,NN NN VBD,NN NN VBD,NN NN VBN,NN NN VBD,NN NN VBD,NN NN VBD
937,insert string,VB NN,NN NN,NN NN,NN NN,JJ NN,VB NN,VB NN
938,trim,VB,NN,NN,NN,VB,NN,NN
939,set num rows,VB NN NNS,VBN NN NNS,VBN NN NNS,VBN NN NNS,VBD JJ NNS,NN NN NNS,VB NN NNS
940,value changed,NN VBD,NN VBD,NN VBD,NN VBN,NN VBD,NN VBN,NN VBN
941,find value index,VB NN NN,VB NN NN,VB NN NN,VBP NN NN,VB NN NN,VB NN NN,VB NN NN
942,make names,VB NNS,VB NNS,VB NNS,VBP NNS,VB NNS,VB NNS,VB NNS
943,make values,VB NNS,NN NNS,VB NNS,VB NNS,VB NNS,VB NNS,VB NNS
944,get boolean value,VB NN NN,VB JJ NN,VB JJ NN,VB JJ NN,VB JJ NN,VB JJ NN,VB NN NN
945,set value,VB NN,VBN NN,VBN NN,VBN NN,VBN NN,VB NN,VB NN
946,remove,VB,VB,VB,VB,VB,VB,VB
947,add layout component,VB NN NN,VB CD NN,VB NN NN,VB NN NN,VB JJ NN,VB NN NN,VB NN NN
948,remove layout component,VB NN NN,VB NN NN,VB NN NN,VB NN NN,VB JJ NN,VB NN NN,VB NN NN
949,preferred layout size,JJ NN NN,VBN NN NN,VBN NN NN,VBN NN NN,VBN JJ NN,JJ NN NN,VBN NN NN
950,minimum layout size,JJ NN NN,NN NN NN,JJ NN NN,JJ NN NN,JJ NN NN,JJ NN NN,JJ NN NN
951,layout container,NN NN,NN NN,NN NN,NN NN,NNP NN,NN NN,NN NN
952,dispatch event,VB NN,NN NN,NN NN,NN NN,NN NN,NN NN,NN NN
953,compose unicode escape,VB NN NN,JJ JJ NN,VB JJ NN,NN JJ NN,NNP JJ NN,VB NN NN,VB NN NN
954,wait escape character,VB NN NN,NN NN NN,VB NN NN,VB VB NN,VB VB NN,VB VB NN,VB NN NN
955,wait digit,VB NN,NN NN,VB NN,VB JJ,VB NNP,VB NN,VB NN
956,wait digit 2,VB NN CD,NN VBZ CD,VB NN CD,VB JJ CD,VB NN CD,VB NN CD,VB NN CD
957,wait back slash or low surrogate,VB JJ NN CC JJ NN,NN RP NN CC JJ NN,VB RB NN CC JJ NN,VB RB VBP CC JJ NN,VB RB NN CC JJ JJ,VB RB NN CC JJ NN,VB RB NN CC JJ NN
958,send composed text,VB VBN NN,NN VBD NN,VB VBN NN,VB VBN NN,VB VBN NN,VB VBN NN,VB VBN NN
959,send committed text,VB VBN NN,NN VBD NN,VB VBN NN,VB VBN NN,VB JJ NN,VB VBN NN,VB VBN NN
960,move caret left,VB NN NN,NN NN VBD,NN NN VBN,NN NN VBN,VB NNP VBN,VB NN VBD,VB NN VBN
961,move caret right,VB NN NN,NN NN NN,NN NN NN,NN RB RB,VB VB NN,VB NN UH,VB NN RB
962,delete previous character,VB JJ NN,RB JJ NN,JJ JJ NN,JJ JJ NN,JJ JJ NN,JJ JJ NN,VB JJ NN
963,delete character,VB NN,JJ NN,JJ NN,JJ NN,JJ NN,JJ NN,VB NN
964,start composition,VB NN,NN NN,VB NN,NN NN,VB NN,VB NN,VB NN
965,cancel composition,VB NN,NN NN,VB NN,VB NN,VB NN,VB NN,VB NN
966,finish composition,VB NN,JJ NN,NN NN,NN NN,NN NN,NN NN,NN NN
967,get code point,VB NN NN,VB NN NN,VB NN NN,VB NN NN,VB NN NN,VB NN NN,VB NN NN
968,beep,VB,NN,NN,NN,NNP,NN,NN
969,deactivate,VB,NN,VB,JJ,VB,NN,VB
970,dispose,VB,NN,VB,VB,VB,VB,VB
971,get control object,VB NN NN,VB NN NN,VB NN NN,VB NN NN,VB NN NN,VB NN NN,VB NN NN
972,end composition,VB NN,NN NN,NN NN,NN NN,NN NN,NN NN,NN NN
973,get locale,VB NN,VB JJ,VB NN,VB NN,VB NN,VB NN,VB NN
974,hide windows,VB NNS,NN NNS,VB NNS,VB NNS,VB NNS,VB NNS,VB NNS
975,is composition enabled,VBZ NN VBN,VBZ NN VBD,VBZ NN VBD,VBZ NN VBN,VBZ NN VBN,VBZ NN VBN,VBZ NN VBN
976,notify client window change,VB NN NN NN,JJ NN NN NN,VB NN NN NN,VBP NN NN NN,VB NN NN NN,VB NN NN NN,VB NN NN NN
977,reconvert,VB,NN,VB,NN,NNP,VB,VB
978,remove notify,VB NN,VB NN,VB VB,VB VBP,VB VB,VB NN,VB VB
979,set character subsets,VB NN NNS,VBN NN NNS,JJ NN NNS,VBN NN NNS,VBN NN NNS,NN NN NNS,VB NN NNS
980,set composition enabled,VB NN VBN,VBN NN VBD,NN NN VBD,VBN NN VBN,VBN NN VBD,NN NN VBN,VB NN VBN
981,set input method context,VB NN NN NN,VBN NN NN NN,VBN NN NN NN,VBN NN NN NN,VBD NN NN NN,VB NN NN NN,VB NN NN NN
982,set locale,VB NN,VBN NN,VBN NN,VBN NN,VBN NN,VBN NN,VB NN
983,create input method,VB NN NN,NN NN NN,VB NN NN,VB NN NN,VB NN NN,VB NN NN,VB NN NN
984,get available locales,VB JJ NNS,NN JJ NNS,VB JJ NNS,VB JJ NNS,VB JJ NNS,VB JJ NNS,VB JJ NNS
985,get input method display name,VB JJ NN NN NN,VB JJ NN NN NN,VB NN NN VBP NN,VB NN NN NN NN,VB NN NN NN NN,VB NN NN NN NN,VB NN NN NN NN
986,get input method icon,VB JJ NN NN,VB JJ NNS NN,VB NN NN NN,VB NN NN NN,VB NN NN NN,VB NN NN NN,VB NN NN NN
987,has dynamic locale list,VBZ JJ NN NN,VBZ JJ JJ NN,VBZ JJ NN NN,VBZ JJ JJ NN,VBZ JJ NN NN,VBZ JJ NN NN,VBZ JJ NN NN
988,get column count,VB NN NN,VB NN NN,VB NN NN,VB NN NN,VB NN NN,VB NN VB,VB NN NN
989,get row count,VB NN NN,VB NN NN,VB NN NN,VB NN NN,VB NN NN,VB NN NN,VB NN NN
990,get value at,VB NN IN,VB NN IN,VB NN IN,VB NN IN,VB NN IN,VB NN IN,VB NN IN
991,get column name,VB NN NN,VB NN NN,VB NN NN,VB NN NN,VB NN NN,VB NN NN,VB NN NN
992,get column class,VB NN NN,VB JJ NN,VB NN NN,VB NN NN,VB NN NN,VB NN NN,VB NN NN
993,is cell editable,VBZ NN JJ,VBZ NN JJ,VBZ NN JJ,VBZ NN NN,VBZ NN JJ,VBZ NN JJ,VBZ NN NN
994,set value at,VB NN IN,VBN NN IN,VBN NN IN,VBN NN IN,VBN NN IN,VB NN IN,VB NN IN
995,execute query,VB NN,NN NN,VB NN,VB NN,VB NN,VB NN,VB NN
996,db representation,NN NN,NN NN,NN NN,NN NN,NNP NN,NN NN,NN NN
997,get column index,VB NN NN,VB NN NN,VB NN NN,VB NN NN,VB NN NN,VB NN NN,VB NN NN
998,add column,VB NN,VB NN,VB NN,VB NN,VB NN,VB NN,VB NN
999,remove column,VB NN,VB NN,VB NN,VB NN,VB NN,VB NN,VB NN
1000,add row,VB NN,NN NN,VB NN,VB NN,VB NN,VB NN,VB NN
1001,remove row,VB NN,VB NN,VB NN,VB NN,VB NN,VB NN,VB NN
1002,move row,VB NN,NN NN,NN NN,NN NN,VB NN,VB NN,VB NN
1003,insert row,VB NN,NN NN,NN NN,NN NN,NNP NN,NN NN,NN NN
1004,set data vector,VB NNS NN,VBN NNS NN,VBN NN NN,VBN NNS NN,VBN NNS NN,NN NNS NN,VB NN NN
1005,check default table model,VB NN NN NN,NN NN JJ NN,VB NN NN NN,NN NN NN NN,VB NN NN NN,VB NN NN NN,VB NN NN NN
1006,edit column row,VB NN NN,NN NN NN,NN NN NN,NN NN NN,NNP NN NN,VB NN NN,NN NN NN
1007,move column,VB NN,NN NN,VB NN,NN NN,NN NN,VB NN,VB NN
1008,is column selected,VBZ NN VBN,VBZ NN VBN,VBZ NN VBN,VBZ NN VBN,VBZ NN VBD,VBZ NN VBN,VBZ NN VBN
1009,get model,VB NN,VB NN,VB NN,VB NN,VB NN,VB NN,VB NN
1010,set model,VB NN,VBN NN,VBN NN,VBN NN,VBN NN,VBN NN,VB NN
1011,table changed,NN VBN,NN VBD,NN VBD,NN VBN,NN VBD,NN VBD,NN VBN
1012,compare rows by column,VB NNS IN NN,NN NNS IN NN,VB NNS IN NN,VBP NNS IN NN,VB NNS IN NN,VB NNS IN NN,VB NNS IN NN
1013,reallocate indexes,VB NNS,NN NNS,VB NNS,NN NNS,VB NNS,VB NNS,VB NNS
1014,check model,VB NN,NN NN,VB NN,NN NN,VB NN,VB NN,VB NN
1015,n 2 sort,NN CD VB,RB CD NN,NN CD NN,NN CD NN,CC CD NN,NN CD NN,CC CD NN
1016,shuttlesort,NN,NN,NN,NN,NN,NN,NN
1017,swap,VB,NN,NN,NN,VB,NN,NN
1018,sort by column,VB IN NN,NN IN NN,RB RB NN,NN IN NN,RB IN NN,RB IN NN,NN IN NN
1019,add mouse listener to header in table,VB NN NN TO VB IN NN,VB NN NN TO VB IN NN,VB NN NN IN NN IN NN,VB NN NN TO NN IN NN,VB NN NN TO VB IN NN,VB NN NN IN NN IN NN,VB NN NN IN NN IN NN
1020,mouse clicked,NN VBN,NN VBD,NN VBD,NN VBD,NNP VBD,NNP VBN,NN VBN
1021,activate connection dialog,VB NN NN,JJ NN NN,VB NN NN,JJ NN NN,VB NN NN,VB NN NN,VB NN NN
1022,create connection dialog,VB NN NN,NN NN NN,VB NN NN,VB NN NN,VB NN NN,VB NN NN,VB NN NN
1023,connect,VB,NN,VB,VB,VB,VB,VB
1024,fetch,VB,NN,VB,VB,VB,NN,VB
1025,create table,VB NN,NN NN,VB NN,VB NN,VB NN,VB NN,VB NN
1026,create new folder,VB JJ NN,VB JJ NN,VB JJ NN,VB JJ NN,VB JJ NN,VB JJ NN,VB JJ NN
1027,get roots,VB NNS,VB NNS,VB NNS,VB NNS,VB NNS,VB NNS,VB NNS
1028,get system display name,VB NN NN NN,NN NN NN NN,VB NN NN NN,VB NN NN NN,VB NN NN NN,VB NN NN NN,VB NN NN NN
1029,put description,VB NN,NN NN,VBN NN,VBN NN,VB NN,VB NN,VB NN
1030,put type description,VB NN NN,NN NN NN,VBN NN NN,VBN NN NN,VBD NN NN,VB NN NN,VB NN NN
1031,get type description,VB NN NN,VB JJ NN,VB NN NN,VB NN NN,VB NN NN,VB NN NN,VB NN NN
1032,get extension,VB NN,VB NN,VB NN,VB NN,VB NN,VB NN,VB NN
1033,put icon,VB NN,NN NN,VBN NN,VBN NN,VB NN,VB NN,VB NN
1034,get icon,VB NN,VB NN,VB NN,VB NN,VB NN,VB NN,VB NN
1035,is traversable,VBZ JJ,VBZ JJ,VBZ JJ,VBZ JJ,VBZ JJ,VBZ JJ,VBZ JJ
1036,get maximum size,VB JJ NN,VB JJ NN,VB JJ NN,VB NN NN,VB JJ NN,VB JJ NN,VB JJ NN
1037,reset file filters,VB NN NNS,NN NN NNS,JJ NN NNS,VB NN NNS,JJ NN NNS,JJ NN NNS,VB NN NNS
1038,create file filter,VB NN NN,NN NN NN,VB NN NN,VB NN NN,VB NN NN,VB NN NN,VB NN NN
1039,create file name filter description from extensions,VB NN NN JJ NN IN NNS,NN NN NN JJ NN IN NNS,VB NN NN NN NN IN NNS,VB NN NN NN NN IN NNS,VB NN NN NN NN IN NNS,VB NN NN NN NN IN NNS,VB NN NN NN NN IN NNS
1040,back,VB,RB,RB,RB,RB,RB,RB
1041,get result string,VB NN NN,VB NN NN,VB VBP NN,VB NN NN,VB NN NN,VB NN NN,VB NN NN
1042,load image,VB NN,NN NN,NN NN,NN NN,NN NN,NN NN,NN NN
1043,property change,NN NN,NN NN,NN NN,NN NN,NN NN,NN NN,NN NN
1044,paint,VB,NN,NN,NN,NN,NN,NN
1045,get insets,VB NNS,NN NNS,VB NNS,VB NNS,VB NNS,VB NNS,VB NNS
1046,get controls,VB NNS,NN NNS,VB NNS,VB NNS,VB NNS,VB NNS,VB NNS
1047,get memory monitor,VB NN NN,VB NN NN,VB NN NN,VB NN NN,VB NN NN,VB NN NN,VB NN NN
1048,get performance monitor,VB NN NN,VB NN NN,VB NN NN,VB NN NN,VB NN NN,VB NN NN,VB NN NN
1049,get tabbed pane,VB JJ NN,VB VBN NN,VB VBN NN,VB VBN NN,VB VBN NN,VB VBN NN,VB VBN NN
1050,set group columns,VB NN NN,VBN NN NN,VBN NN NNS,VBN NN NNS,VBN NN NNS,NN NN NNS,VB NN NNS
1051,get verbose cb,VB JJ FW,VB JJ NN,VB JJ NN,VB RB .,VB VBN NN,VB JJ NN,VB JJ NN
1052,get ccthread cb,VB NNP FW,VB JJ NN,VB NN NN,VB NN NN,VB NN NN,VB NN NN,VB NN NN
1053,get print cb,VB NN FW,VB NN NN,VB NN NN,VB NN NN,VB NN NN,VB NN NN,VB NN NN
1054,get background color,VB NN NN,VB IN NN,VB NN NN,VB NN NN,VB NN NN,VB NN NN,VB NN NN
1055,get memory cb,VB NN FW,VB NN NN,VB NN NN,VB NN NN,VB NN NN,VB NN NN,VB NN NN
1056,get perf cb,VB NN FW,VB JJ NN,VB JJ NN,VB NN NN,VB NN .,VB JJ NN,VB NN NN
1057,get intro,VB NN,VB NN,VB RB,VB NN,VB NNP,VB NN,VB NN
1058,do run action,VB VB NN,VB VB NN,VB VB NN,VBP VB NN,VBP VB NN,VBP VB NN,VB VB NN
1059,sleep per tab,VB IN NN,JJ IN NN,NN IN NN,NN IN NN,NN IN NN,NN IN NN,VB IN NN
1060,print demo,VB NN,NN NN,NN NN,NN NN,NN NN,NN NN,VB NN
1061,invoke and wait,VB CC VB,NN CC NN,VB CC VB,VB CC VB,NN CC VB,VB CC VB,VB CC VB
1062,get delay,VB NN,VB NN,VB NN,VB NN,VB NN,VB NN,VB NN
1063,set delay,VB NN,VBN NN,VBN NN,VBN NN,VBN NN,VBN NN,VB NN
1064,set num runs,VB NN NNS,VBN NN NNS,VBN NN NNS,VBN NN NNS,VBD JJ NNS,NN NN NNS,VB NN NNS
1065,get exit,VB NN,VB NN,VB NN,VB NN,VB NN,VB NN,VB NN
1066,set exit,VB NN,NN NN,VBN NN,VBN NN,VBN NN,NN NN,VB NN
1067,is zoom cb selected,VBZ NN FW VBN,VBZ NN NN VBD,VBZ NN NN VBN,VBZ NN NN VBN,VBZ NN NNP VBD,VBZ NN NN VBN,VBZ NN NN VBN
1068,set zoom cb selected,VB NN FW VBN,NN NN NN VBD,VBN NN NN VBN,VBN NN NN VBN,VBN NNP NNP VBD,NN NN NN VBN,VB NN NN VBN
1069,is print cb selected,VBZ NN FW VBN,VBZ JJ NN VBD,VBZ NN NN VBN,VBZ NN NN VBN,VBZ NN NNP VBD,VBZ NN NN VBN,VBZ NN NN VBN
1070,set print cb is selected,VB NN FW VBZ VBN,VBN NN NN VBZ VBN,VBN NN NN VBZ VBN,VBN NN NN VBZ VBN,VBN NN NNP VBZ VBN,VBN NN NN VBZ VBN,VB NN NN VBZ VBN
1071,get buffers flag,VB NNS NN,NN NNS VBP,VB NNS NN,VB NNS NN,VB NNS VB,VB NNS NN,VB NNS NN
1072,set buffers flag,VB NNS NN,NN NNS VBP,VBN NNS NN,VBN NNS NN,VBN NNS VBP,NN NNS VBP,VB NNS NN
1073,get buf beg,VB NN NN,VB JJ NN,VBP NN VBP,VB NN VB,VB NNP NN,VB JJ NN,VB NN VB
1074,set buf beg,VB NN NN,VBN NN NN,NN NN VBP,VB NN VB,VBN NNP NN,VBN NN NN,VB NN NN
1075,get buf end,VB NN NN,VB JJ NN,VB NN NN,VB NN NN,VB NNP NN,VB JJ NN,VB NN NN
1076,set buf end,VB NN NN,NN NNS VBP,VBN NN NN,VBN NN NN,VBN NNP NN,VBN NN NN,VB NN NN
1077,set demo border,VB NN NN,VBN NN NN,VBN NN NN,VBN NN NN,VBN NN NN,VBN NN NN,VB NN NN
1078,create menu bar,VB NN NN,NN NN NN,VB NN NN,VB NN NN,VB NN NN,VB NN NN,VB NN NN
1079,create run window,VB NN NN,NN NN NN,VB VBN NN,VB VBN NN,VB VBN NN,VB VBN NN,VB NN NN
1080,window closed,NN VBN,NN VBD,NN VBD,NN JJ,NN VBD,NN VBN,NN VBN
1081,start run window,VB VB NN,NN VB NN,VB VBN NN,VB VB NN,VB VBN NN,VB VBN NN,VB NN NN
1082,get plugin group id,VB NN NN NN,VB JJ NN NN,VB JJ NN NN,VB NN NN NN,VB JJ NN <UNK>,VB NN NN IN,VB NN NN NN
1083,get plugin artifact id,VB NN NN NN,VB JJ NN NN,VB JJ NN NN,VB NN NN NN,VB JJ NN <UNK>,VB NN NN NN,VB NN NN NN
1084,get plugin version,VB NN NN,VB JJ NN,VB VBG NN,VB NN NN,VB JJ NN,VB NN NN,VB NN NN
1085,get goal,VB NN,VB NN,VB NN,VB NN,VB NN,VB NN,VB NN
1086,get project,VB NN,NN NN,VB NN,VB NN,VB NN,VB NN,VB NN
1087,load plugin,VB NN,NN NN,NN NN,NN NN,NN NN,NN NN,NN NN
1088,execute mojo,VB NNP,NN NN,VB NN,VB NN,VB JJ,VB NN,VB NN
1089,get plugin realm,VB NN NN,VB JJ NN,VB JJ NN,VB NN NN,VB JJ NN,VB NN NN,VB NN NN
1090,get mojo descriptor,VB NNP NN,VB JJ NN,VB JJ NN,VB NN NN,VB JJ NN,VB NN NN,VB NN NN
1091,get realm,VB NN,VB NN,VB NN,VB NN,VB NN,VB NN,VB NN
1092,get artifacts,VB NNS,NN NNS,VB NNS,VB NNS,VB NNS,VB NNS,VB NNS
1093,create key,VB NN,NN NN,VB JJ,VB NN,VB JJ,VB NN,VB NN
1094,hash,NN,NN,NN,.,NN,NNP,NN
1095,to message,TO NN,TO VB,IN NN,TO NN,TO VB,TO VB,TO NN
1096,get plugin,VB NN,VB NN,VB NN,VB NN,VB VBN,VB NN,VB NN
1097,eq,VB,NN,NNP,NN,NNP,UH,NN
1098,plugin hash code,NN NN NN,NN NN NN,VBG NN NN,JJ NN NN,NNP NN NN,NNP NN NN,NN NN NN
1099,plugin equals,NN VBZ,NN NNS,NN VBZ,NN NNS,NNP VBZ,NN VBZ,NN VBZ
1100,dependencies equals,NNS VBZ,NNS NNS,NNS VBZ,NNS NNS,NNS VBZ,NNS VBZ,NNS VBZ
1101,exclusions equals,NNS VBZ,NNS NNS,NNS VBZ,NNS NNS,NNS VBZ,NNS VBZ,NNS VBZ
1102,get plugin descriptor for prefix,VB NN NN IN NN,VB JJ NN IN NN,VB JJ NN IN NN,VB NN NN IN NN,VB JJ NN IN NN,VB NN NN IN NN,VB NN NN IN NN
1103,get plugin definition for prefix,VB NN NN IN NN,VB JJ NN IN NN,VB JJ NN IN NN,VB JJ NN IN NN,VB JJ NN IN NN,VB NN NN IN NN,VB NN NN IN NN
1104,verify plugin,VB NN,NN NN,VB NN,RB VBG,VB NN,VB NN,VB NN
1105,get plugin component,VB NN NN,VB JJ NN,VB JJ NN,VB NN NN,VB JJ NN,VB NN NN,VB NN NN
1106,get plugin components,VB NN NNS,VB JJ NNS,VB JJ NNS,VB NN NNS,VB JJ NNS,VB NN NNS,VB NN NNS
1107,load plugin descriptor,VB NN NN,NN NN NN,NN NN NN,NN NN NN,NN VBP NN,NN NN NN,VB NN NN
1108,load plugin fully,VB NN RB,NN NN RB,NN NN RB,NN NN RB,NN VBD RB,NN NN RB,NN NN RB
1109,get prefix,VB NN,VB NN,VB NN,VB NN,VB VB,VB NN,VB NN
1110,set prefix,VB NN,VBN NN,VBN NN,VBN NN,VBN NN,VB NN,VB NN
1111,get plugin groups,VB NN NNS,VB NN NNS,VB JJ NNS,VB NN NNS,VB JJ NNS,VB NN NNS,VB NN NNS
1112,set plugin groups,VB NN NNS,VBN NN NNS,VBN NN NNS,VBN NN NNS,VBD JJ NNS,VBN NN NNS,VB NN NNS
1113,get pom,VB NN,VB NN,VB NN,VB NN,VB NN,VB NN,VB NN
1114,set pom,VB NN,VBN NN,VBN NN,VBN NN,VBN NN,VBN NN,VB NN
1115,get repositories,VB NNS,NN NNS,VB NNS,VB NNS,VB NNS,VB NNS,VB NNS
1116,set repositories,VB NNS,NN NNS,VBN NNS,VBN NNS,VBN NNS,NN NNS,VB NNS
1117,get repository session,VB NN NN,VB JJ NN,VB NN NN,VB NN NN,VB NN NN,VB NN NN,VB NN NN
1118,set repository session,VB NN NN,VBN NN NN,NN NN NN,VBN NN NN,VB NN NN,VBN NN NN,VB NN NN
1119,get group id,VB NN NN,VB NN NN,VB NN NN,VB NN NN,VB NN <UNK>,VB NN IN,VB NN NN
1120,get artifact id,VB NN NN,VB JJ NN,VB NN NN,VB NN NN,VB JJ <UNK>,VB NN NN,VB NN NN
1121,get repository,VB NN,VB NN,VB NN,VB NN,VB NN,VB NN,VB NN
1122,resolve from project,VB IN NN,NN IN NN,NN IN NN,NN IN NN,VB IN NN,VB IN NN,VB IN NN
1123,resolve from repository,VB IN NN,NN IN NN,NN IN NN,NN IN NN,VB IN NN,VB IN NN,VB IN NN
1124,process results,VB NNS,NN NNS,NN VBZ,NN NNS,NN NNS,NN NNS,NN NNS
1125,invalid metadata,JJ NN,JJ NN,JJ NN,JJ NNS,NNP NNP,JJ NN,JJ NN
1126,set group id,VB NN NN,VBN NN NN,VBN NN NN,VBN NN NN,NNP NN <UNK>,NN NN NN,VB NN NN
1127,set artifact id,VB NN NN,VBN JJ NN,VBN NN NN,VBN NN NN,VBN NNP <UNK>,NN NN NN,VB NN NN
1128,set repository,VB NN,VBN NN,VBN NN,VBN NN,VBN NN,VBN NN,VB NN
1129,create message,VB NN,NN NN,VB NN,VB NN,VB NN,VB NN,VB NN
1130,get exception,VB NN,VB NN,VB NN,VB NN,VB NN,VB NN,VB NN
1131,is type compatible,VBZ NN JJ,VBZ JJ JJ,VBZ NN JJ,VBZ NN JJ,VBZ NN JJ,VBZ NN JJ,VBZ NN JJ
1132,strip tokens,VB NNS,NN NNS,NN NNS,NN NNS,NNP VBZ,NN NNS,NN NNS
1133,align to base directory,VB TO NN NN,NN TO VB NN,VB TO VB NN,JJ TO NN NN,JJ IN VB NN,VB IN NN NN,VB IN NN NN
1134,get plugin descriptor,VB NN NN,VB JJ NN,VB JJ NN,VB NN NN,VB JJ NN,VB NN NN,VB NN NN
1135,check required maven version,VB JJ NN NN,NN VBD JJ NN,NN VBN NN NN,NN VBD JJ NN,VB VBN NNP NN,VB VBN NN NN,VB VBN NN NN
1136,setup plugin realm,VB NN NN,NN NN NN,NN NN NN,NN NN NN,NN VBP NN,NN NN NN,NN NN NN
1137,setup extensions realm,VB NNS NN,NN NNS VBP,NN NNS NN,NN NNS NN,NN NNS NN,NN NNS NN,NN NNS NN
1138,get configured mojo,VB JJ NNP,VB VBN NN,VB VBN NN,VB JJ NN,VB VBN JJ,VB VBN NN,VB VBN NN
1139,release mojo,VB NNP,NN NN,NN NN,NN NN,NN JJ,NN NN,NN NN
1140,before mojo execution,IN NNP NN,IN JJ NN,IN NN NN,IN NN NN,IN JJ NN,IN NN NN,IN NN NN
1141,after mojo execution success,IN NNP NN NN,IN JJ NN NN,IN JJ NN NN,IN NN NN NN,IN JJ NN NN,IN NN NN NN,IN NN NN NN
1142,after execution failure,IN NN NN,IN NN NN,IN NN NN,IN NN NN,IN NN NN,IN NN NN,IN NN NN
1143,set session,VB NN,VBN NN,VBN NN,VBN NN,VBN NN,NN NN,VB NN
1144,get session,VB NN,NN NN,VB NN,VB NN,VB NN,VB NN,VB NN
1145,get descriptor,VB NN,NN NN,VB NN,VB NN,VB NN,VB NN,VB NN
1146,get parameters,VB NNS,NN NNS,VB NNS,VB NNS,VB NNS,VB NNS,VB NNS
1147,decompose parameter into user instructions,VB NN IN NN NNS,JJ NN IN JJ NNS,VB NN IN NN NNS,NN NN IN NN NNS,JJ NN IN NN NNS,VB NN IN NN NNS,VB NN IN NN NNS
1148,build diagnostic message,VB JJ NN,VB JJ NN,VB JJ NN,VB JJ NN,VB JJ NN,VB JJ NN,VB JJ NN
1149,execute,VB,NN,VB,VB,VB,VB,VB
1150,get plugin key,VB NN NN,VB NN NN,VB VBG JJ,VB NN NN,VB JJ NN,VB NN NN,VB NN NN
1151,get source,VB NN,VB NN,VB NN,VB NN,VB NN,VB NN,VB NN
1152,get execution id,VB NN NN,VB NN NN,VB NN NN,VB NN NN,VB NN <UNK>,VB NN .,VB NN NN
1153,get configuration,VB NN,NN NN,VB NN,VB NN,VB NN,VB NN,VB NN
1154,set configuration,VB NN,VBN NN,VBN NN,VBN NN,VB NN,NN NN,VB NN
1155,identify,VB,VB,VB,VB,VB,VB,VB
1156,get lifecycle phase,VB NN NN,VB NN NN,VB NN NN,VB NN NN,VB NN NN,VB NN NN,VB NN NN
1157,set lifecycle phase,VB NN NN,VBN NN NN,VBN NN NN,VBN NN NN,VBN NN NN,NN NN NN,VB NN NN
1158,set mojo descriptor,VB NNP NN,VBN NNS NN,VBN NN NN,VBN NN NN,VBD JJ NN,VBN NN NN,VB NN NN
1159,get forked executions,VB JJ NNS,VB JJ NNS,VB VBN NNS,VB JJ NNS,VB VBN NNS,VB VBN NNS,VB VBN NNS
1160,set forked executions,VB JJ NNS,VBN VBD NNS,VBN VBN NNS,VBN VBD NNS,VBN VBN NNS,NN VBN NNS,VB VBN NNS
1161,get mojo execution,VB NNP NN,VB JJ NN,VB JJ NN,VB JJ NN,VB JJ NN,VB NN NN,VB NN NN
1162,construct message,VB NN,NN NN,VB NN,VB NN,VB NN,VB NN,VB NN
1163,notify field change using setter,VB NN NN VBG NN,JJ NN NN VBG NN,VB NN NN VBG NN,VBP NN NN VBG NN,VB NN NN VBG NN,VB NN NN VBG NN,VB NN NN VBG NN
1164,notify field change using reflection,VB NN NN VBG NN,JJ NN NN VBG NN,VB NN NN VBG NN,VBP NN NN VBG NN,VB NN NN VBG NN,VB NN NN VBG NN,VB NN NN VBG NN
1165,to artifact,TO NN,TO VB,IN NN,TO NN,TO VB,IN NN,TO NN
1166,resolve core extension,VB JJ NN,VB NN NN,NN NN NN,NN NN NN,VB NN NN,VB NN NN,VB NN NN
1167,resolve internal,VB NN,VB JJ,VB JJ,NN JJ,VB JJ,VB JJ,VB JJ
1168,visit enter,VB NN,NN NN,NN VBP,NN VBP,NN VB,NN VB,VB NN
1169,visit leave,VB NN,NNS VBP,NN NN,NN VB,NN VB,VB NN,VB NN
1170,remove banned dependencies,VB JJ NNS,VB VBN NNS,VB VBN NNS,VB VBN NNS,VB VBN NNS,VB VBN NNS,VB VBN NNS
1171,start process children,VB NN NNS,NN NN NNS,VB NN NNS,VB NN NNS,VB NN NNS,VB NN NNS,VB NN NNS
1172,is legacy core artifact,VBZ JJ JJ NN,VBZ NN NN NN,VBZ NN NN NN,VBZ JJ NN NN,VBZ JJ NN NN,VBZ NN NN NN,VBZ NN NN NN
1173,end process children,VB NN NNS,NN NN NNS,NN NN NNS,NN NN NNS,NN NN NNS,NN NN NNS,NN NN NNS
1174,include artifact,VB NN,NN NN,VBP NN,VBP NN,VBP NN,VB NN,VB NN
1175,is wagon provider,VBZ NN NN,VBZ JJ NN,VBZ NN NN,VBZ NN NN,VBZ NNP NN,VBZ NN NN,VBZ NN NN
1176,manage artifact,VB NN,NN NN,VB NN,VB NN,VB NN,VB NN,VB NN
