,SEQUENCE,POS,NLTK,CORENLP,OPENNLP,SPACY,FLAIR,STANZA
395,vdr par str,NNP NN NN,NN NN NN,IN JJ NN,JJ NN NN,NNP NNP NNP,FW FW FW,NNP NNP FW
396,pid string,NNP NN,JJ NN,NN NN,JJ NN,NNP NNP,NN NN,NN NN
397,list add,NN VB,NN NN,NN NN,NN VBP,NN VB,NN VB,NN VB
398,cfg full transponder,NN JJ NN,NN JJ NN,NN JJ NN,NN JJ NN,VBP JJ NN,JJ JJ NN,NN JJ NN
399,del sys mask,VB NN NN,NN NN NN,DT NNS VBP,FW NNS NN,NNP NNP NN,NNP NNP NN,NNP NNP NN
400,prog name,NN NN,NN NN,JJ NN,NN NN,JJ NN,NN NN,NN NN
401,target fmt,NN NN,NN NN,NN NN,NN NN,NN NN,NN NN,NN NN
402,track,NN,NN,NN,NN,VB,NN,NN
403,in pos,IN NN,IN NN,IN NNP,IN NNS,IN NN,IN NN,IN NN
404,function,NN,NN,NN,NN,NN,NN,NN
405,sector,NN,NN,NN,NN,NN,NN,NN
406,st,FW,NN,NNP,NN,NNP,PRP,NNP
407,playlist,NN,NN,NN,NN,NN,NN,NN
408,title,NN,NN,NN,NN,NN,NN,NN
409,ev,FW,NN,NNP,RB,IN,UH,NN
410,title guess,NN VB,NN NN,NN NN,NN VBP,NN NN,NN VBP,NN NN
411,list,NN,NN,NN,NN,NN,NN,NN
412,opts,NNP,NNS,NNS,NNS,VBZ,VBZ,VBZ
413,f name,FW NN,NN NN,LS NN,NN NN,NNP NN,LS NN,IN NN
414,fn start,FW NN,JJ NN,NN NN,JJ NN,NNP VB,XX VB,NN NN
415,s list,FW NN,JJ NN,NN NN,PRP NN,POS NN,NNS NN,POS NN
416,n sub,FW NN,NNS VBP,NN NN,NN NN,CC VB,NFP NN,CC NN
417,limit fuzziness,NN NN,NN NN,NN NN,NN NN,VB NN,NN NN,VB NN
418,limit type,NN NN,NN NN,NN NN,NN NN,VB NN,NN NN,VB NN
419,n subs,FW NNS,NN NNS,NN NNS,NN NNS,CC NNS,NFP NNS,CC NNS
420,paths,NNS,NNS,NNS,NNS,NNS,NNS,NNS
421,cfg path,NNP NN,NNS NN,NN NN,NN NN,NN NN,NN NN,NN NN
422,mp ctx,FW NN,NN NN,NN NN,NN NN,VB RB,NNP NNP,NN NNP
423,db,FW,NN,NN,NN,VB,``,NNP
424,ao c,FW FW,NNS VBP,NNP NN,FW NN,IN NN,UH NN,UH NN
425,buf sz,NN NN,NN NN,NN NN,NN NN,NNP VBP,NNP NNP,NN NN
426,rate,NN,NN,NN,NN,NN,NN,NN
427,old,JJ,JJ,JJ,JJ,JJ,JJ,JJ
428,ao,FW,NN,NNP,FW,RB,UH,UH
429,pts,NNP,NNS,NNS,NNS,VBZ,UH,NNS
430,l,FW,NN,NN,NN,NN,NFP,NNP
431,ud,FW,NN,NNP,NN,VB,UH,UH
432,job,NN,NN,NN,NN,NN,NN,NN
433,free fn,JJ NN,JJ NN,JJ NN,JJ NN,JJ UH,JJ XX,JJ NN
434,arg count,NN NN,NN NN,NN NN,NN NN,NN NN,NNP NN,NN NN
435,need f sync,VB FW NN,NN NNS VB,NN NN NN,NN NN NN,VBP NNP NN,VBP JJ NN,VB IN NN
436,need reclaim cache,VB VB NN,NN NN NN,MD VB NN,NN VBP NN,VB NN NN,VBP VB NN,VB NN NN
437,job type,NN NN,NN NN,NN NN,NN NN,NN NN,NN NN,NN NN
438,ct,FW,NN,NN,NN,RB,NN,NNP
439,type name,NN NN,NN NN,NN NN,NN NN,NN NN,NN NN,NN NN
440,db id,NN NN,NN NN,NN NN,NN NN,NNP <UNK>,`` NN,NN NN
441,tracking,NN,VBG,NN,VBG,VBG,NN,NN
442,lua scripts,NNP NNS,NN NNS,FW NNS,NN NNS,NNP NNS,NNP NNS,NN NNS
443,lua,NNP,NN,NNP,NN,NNP,NNP,NN
444,functions lib ctx,NNS NN NN,NNS VBP NN,NNS VBP NN,NNS NN NN,NNS NNP VBD,NNS VBP NN,NNS JJ NN
445,blocks,NNS,NNS,NNS,NNS,NNS,NNS,NNS
446,use tls,VB NNP,NN NN,NN NNS,NN NNS,VB JJ,VB XX,VB NN
447,length,NN,NN,NN,NN,NN,NN,NN
448,do f sync,VB FW NN,VB NNS VB,VBP NN NN,VB NN NN,VB NNP NN,VB IN NN,VB IN NN
449,announced tcp port,JJ NNP NN,JJ NN NN,VBN NN NN,VBN NN NN,VBD NNP NN,VBN NN NN,VBN NN NN
450,announced tls port,JJ NNP NN,JJ NN NN,VBN NNPS NN,VBN NNS NN,VBD JJ NN,VBN NNP NN,VBN NN NN
451,announced c port,JJ FW NN,JJ NN NN,VBN NN NN,VBN NNS NN,VBD NN NN,VBN NN NN,VBN NN NN
452,node,NN,NN,NN,NN,NNP,NN,NN
453,shard id,NN NN,NN NN,NN NN,JJ NN,NNP <UNK>,NN NN,NN NN
454,hard,JJ,JJ,RB,RB,RB,RB,RB
455,msg len,NN NN,NN NN,NN NN,NN VBN,NNP NNP,NNP NNP,NN NN
456,link,NN,NN,NN,NN,VB,NN,VB
457,conn,NN,NN,NN,NN,NNP,NN,NNP
458,el,FW,NN,NNP,NN,NNP,NNP,NNP
459,priv data,JJ NNS,NN NNS,NN NNS,NN NNS,NNP NNS,NN NN,NN NNS
460,mask,NN,NN,NN,NN,NN,NN,NN
461,node name,NN NN,NN NN,NN NN,NN NN,NNP NN,NN NN,NN NN
462,failing,VBG,VBG,VBG,VBG,VBG,VBG,VBG
463,sender,NN,NN,NN,NN,NN,NN,NN
464,master,NN,NN,NN,NN,NN,NN,NN
465,del node,VB NN,NN NN,DT NN,FW NN,NNP NNP,UH NN,NNP NN
466,node id,NN NN,NN NN,NN NN,NN NN,NNP <UNK>,NN NN,NN NN
467,ip,NNP,NN,RB,NN,NN,UH,NN
468,port,NN,NN,NN,NN,NN,NN,NN
469,c port,FW NN,NNS NN,NN NN,NNS NN,NNP NN,NN NN,NN NN
470,hdr,NNP,NN,NNP,NN,NNS,NNP,NN
471,tls port,NNP NN,NN NN,NNS NN,NNS NN,VB NN,NNP NN,NN NN
472,tcp port,NNP NN,NN NN,NN NN,NN NN,NNP NN,NNP NN,NN NN
473,g,FW,NN,NN,VBG,NNP,LS,NN
474,gossip msg,NN NN,NN NN,NN NN,NN NN,NNP VBD,NN NN,NN NN
475,announced ip,JJ NNP,VBD NN,VBN NN,VBN NN,VBD NN,VBN RB,VBN NN
476,sender config epoch,NN NN NN,NN NN NN,NN NN NN,NN NN NN,NN NNP NNP,NN NN NN,NN NN NN
477,slots,NNS,NNS,NNS,NNS,NNS,NNS,NNS
478,data size,NN NN,NNS NN,NNS NN,NNS NN,NNS NN,NN NN,NNS NN
479,gossip count,NN NN,NN NN,NN NN,NN NN,NN NN,NN NN,NN NN
480,msg block,NN NN,NN NN,NN NN,NN NN,NNP VB,NN NN,NN NN
481,message,NN,NN,NN,NN,NN,NN,NN
482,module id,NN NN,NN NN,NN NN,NN NN,NNP <UNK>,NN NN,NN NN
483,payload,NN,NN,NN,NN,NN,NN,NN
484,sharded,VBN,VBD,VBN,VBN,VBD,VBN,VBN
485,reason,NN,NN,NN,NN,NN,NN,NN
486,max slaves,JJ NNS,NN NNS,JJ NNS,NN NNS,NN NNS,NNP NNS,NN NNS
487,handshake timeout,NN NN,NN NN,NN NN,NN NN,VB NN,NN NN,NN NN
488,now,NN,RB,RB,RB,RB,UH,RB
489,bitmap,NN,NN,NN,NN,NN,NN,NN
490,slot,NN,NN,NN,NN,NN,NN,NN
491,from node,IN NN,IN NN,IN NN,IN NN,IN NNP,IN NN,IN NN
492,to node,IN NN,TO VB,IN NN,TO NN,TO VB,IN NN,TO NN
493,ci,FW,NN,NNP,NNS,NN,NN,NN
494,slot info pairs,NN NN NNS,NN NN NNS,NN NN NNS,NN NN NNS,NN NN NNS,NN NN NNS,NN NN NNS
495,slot info pairs count,NN NN NNS NN,NN NN NNS NN,NN NN NNS VBP,NN IN NNS VBP,NN NN NNS VBP,NN NN NNS VBP,NN NN NNS NN
496,tls primary,NNP NN,NN NN,NNS JJ,NNS JJ,VB NN,NNP NN,NNS JJ
497,o,FW,NN,IN,IN,LS,NFP,NN
498,del,VB,NN,NNP,FW,VB,UH,NNP
499,start slot,NN NN,NN NN,VB NN,NN NN,VB NN,VB NN,VB NN
500,end slot,NN NN,NN NN,NN NN,NN NN,NN NN,NN NN,NN NN
501,nodes,NNS,NNS,NNS,NNS,VBZ,NNS,NNS
502,hash slot,NN NN,NN NN,NN NN,NN NN,NN NN,NN NN,NN NN
503,num nodes,NN NNS,NN NNS,NNP NNS,NN NNS,NNP NNS,UH NNS,NN NNS
504,slave idx,NN NN,NN NN,NN NN,NN NN,NNP NNP,NN NN,NN NN
505,tids,NNPS,NNS,NNS,NNS,NNS,NNS,NNS
506,tids len,NNPS NN,NNS VBD,NNS NNP,NNS VBN,NNPS VBP,NNS NNP,NNS NN
507,level,NN,NN,NN,NN,NN,NN,NN
508,msg,NN,NN,NN,NN,NNP,NNP,NN
509,ret code,NN NN,NN NN,VB NN,VB NN,NNP NNP,NN NN,JJ NN
510,key 1,NN CD,JJ CD,JJ CD,NN CD,JJ CD,JJ CD,NN CD
511,key 2,NN CD,JJ CD,JJ CD,NN CD,JJ CD,JJ CD,NN CD
512,more mem,JJR NN,RBR NNS,JJR NN,RBR FW,RBR JJ,JJR UH,JJR NN
513,used ratio,JJ NN,VBN NN,VBN NN,VBN NN,VBN NN,JJ NN,VBN NN
514,metric,NN,JJ,JJ,JJ,JJ,NN,NN
515,current value,JJ NN,JJ NN,JJ NN,JJ NN,JJ NN,JJ NN,JJ NN
516,current base,JJ NN,JJ NN,JJ NN,JJ NN,JJ NN,JJ NN,JJ NN
517,factor,NN,NN,NN,NN,NN,NN,NN
518,now ms,JJ NN,RB NN,RB NN,RB NNS,RB NNP,UH UH,RB UH
519,time idx,NN NN,NN NN,NN NN,NN NN,NN NN,NN JJ,NN NN
520,allow eviction,VB NN,JJ NN,VB NN,VB NN,VB NN,VB NN,VB NN
521,in usage,NN NN,IN NN,IN NN,IN NN,IN NN,IN NN,IN NN
522,out usage,NN NN,IN NN,IN NN,IN NN,RP NN,RB NN,IN NN
523,update daylight info,VB NN NN,JJ NN NN,NN NN NN,NN NN NN,VB NN NN,NN NN NN,VB NN NN
524,us time,NNP NN,PRP NN,PRP NN,PRP NN,PRP NN,PRP NN,PRP NN
525,update cached time,VB VBN NN,VB JJ NN,NN VBN NN,NN VBD NN,VB VBN NN,NN VBN NN,NN VBN NN
526,us,NNP,PRP,PRP,PRP,PRP,PRP,PRP
527,event loop,NN NN,NN NN,NN NN,NN NN,NN NN,NN NN,NN NN
528,client data,NN NNS,NN NNS,NN NNS,NN NNS,NN NNS,NN NNS,NN NNS
529,process class,NN NN,NN NN,NN NN,NN NN,NN NN,NN NN,NN NN
530,sfd,NNP,NN,NN,NN,NNP,NN,NN
531,accept handler,VB NN,IN NN,VB NN,VB NN,VB NN,VB NN,VB NN
532,parent name,NN NN,NN NN,NN NN,NN NN,NN NN,NN NN,NN NN
533,sub name,NN NN,NN NN,NN NN,NN NN,NN NN,NN NN,NN NN
534,sub command,NN NN,NN NN,NN NN,NN NN,NNP NN,NN NN,NN NN
535,declared name,JJ NN,VBN NN,VBN NN,VBD NN,VBN NN,VBN NN,VBN NN
536,commands,NNS,NNS,NNS,NNS,NNS,NNS,NNS
537,oa,FW,NN,NNP,NN,NNS,CC,UH
538,container,NN,NN,NN,NN,NN,NN,NN
539,strict,JJ,NN,JJ,JJ,JJ,JJ,JJ
540,latency histogram,NN NN,NN NN,NN NN,RB NN,NN NN,NN NN,NN NN
541,duration hist,NN NN,NN NN,NN NN,NN NN,NN NN,NN NN,NN NN
542,reply,NN,NN,NN,NN,VB,NN,VB
543,full err,JJ NN,JJ NN,RB VB,JJ NN,JJ NN,JJ NN,JJ NN
544,name len,NN NN,NN NN,NN NNP,NN VBN,NNP NN,NN NNP,NN NN
545,unlink unix socket,VB NNP NN,JJ JJ NN,VB JJ NN,NN NN NN,VB NNP NN,NN NN NN,NN NN NN
546,error code,NN NN,NN NN,NN NN,NN NN,NN NN,NN NN,NN NN
547,reply flags,NN NNS,NN NNS,NN NNS,NN NNS,NN NNS,NN NNS,VB NNS
548,num args,NN NNP,NN NN,NNP NNS,NN NNS,NNP NNP,UH NNS,NN NN
549,rs,FW,NN,$,NNS,LS,VBZ,NNS
550,use map,NN NN,NN NN,NN NN,NN NN,NN NN,NN NN,VB NN
551,with flags,IN NNS,IN NNS,IN NNS,IN NNS,IN NNS,IN NNS,IN NNS
552,num cmds,NN NNS,NN NN,NNP NNS,NN NNS,JJ NN,UH NNS,NN NNS
553,histogram name,NN NN,NN NN,JJ NN,NN NN,NN NN,NN NN,NN NN
554,histogram,NN,NN,NNP,NN,VB,NN,NN
555,repl state,NNP NN,NN NN,JJ NN,NN NN,NNP NN,JJ NN,NN NN
556,tmp,NN,NN,NN,NN,NN,NNP,NNP
557,section dict,NN NN,NN NN,NN NN,NN NN,NNP NN,NN NN,NN NN
558,sections,NNS,NNS,NNS,NNS,NNS,NNS,NNS
559,sec,NNP,NN,NN,NN,NNP,NN,NN
560,defaults,NNS,NNS,NNS,NNS,NNS,NNS,NNS
561,out all,IN DT,IN DT,RB DT,IN PDT,RP DT,RB DT,RB DT
562,out everything,IN NN,IN NN,IN NN,IN NN,RP NN,RB NN,IN NN
563,blocking keys,NN NNS,VBG NNS,VBG NNS,VBG NNS,VBG NNS,VBG NNS,VBG NNS
564,blocking keys on no key,NN NNS IN DT NN,VBG NNS IN DT NN,VBG NNS IN DT NN,VBG NNS IN DT NN,VBG NNS IN DT NN,VBG NNS IN DT NN,VBG NNS IN DT NN
565,watched keys,NN NNS,VBN NNS,VBN NNS,VBD NNS,VBD NNS,VBN NNS,VBD NNS
566,all sections,DT NNS,DT NNS,DT NNS,DT NNS,DT NNS,DT NNS,DT NNS
567,everything,NN,NN,NN,NN,NN,NN,NN
568,warning,NN,VBG,NN,VBG,VBG,NN,NN
569,listener,NN,NN,NN,NN,NN,NN,NN
570,purpose,NN,NN,NN,NN,NN,NN,NN
571,info type,NN NN,NN NN,NN NN,NN NN,NN NN,NN NN,NN NN
572,p name,FW NN,NN NN,NN NN,NN NN,NN NN,NN NN,NN NN
573,keys,NNS,NNS,NNS,NNS,NNS,NNS,NNS
574,size hint,NN NN,NN NN,NN NN,NN NN,NN NN,NN NN,NN NN
575,exec name,NN NN,NN NN,NN NN,NN NN,VBG NN,NN NN,NN NN
576,allocation size,NN NN,NN NN,NN NN,NN NN,NN NN,NN NN,NN NN
577,var name,NN NN,NN NN,NN NN,NN NN,NNP NNP,NN NN,JJ NN
578,cpu list,NNP NN,NNS NN,NN NN,VBN NN,NN NN,NN NN,NN NN
579,sd notify msg,FW VB NN,NN NN NN,NNS VBP NN,NN VBP VBG,NN VB NN,UH VB NNP,UH VB NN
580,mode,NN,NN,NN,NN,NN,NN,NN
581,score,VB,NN,NN,NN,NN,NN,NN
582,ele,NNP,NN,NN,NN,NN,UH,UH
583,zsl,NNP,NN,NNP,NN,NNP,NNP,NNP
584,update,NN,NN,NN,NN,VB,NN,NN
585,cur score,NN NN,NN NN,NN NN,NN NN,VB NN,NN NN,JJ NN
586,new score,JJ NN,JJ NN,JJ NN,JJ NN,JJ NN,JJ NN,JJ NN
587,spec,NN,NN,NN,NN,NN,NN,NN
588,range,NN,NN,NN,NN,NN,NN,NN
589,start node,NN NN,NN NN,VB NN,NN NN,VB NNP,VB NN,VB NN
590,start level,NN NN,NN NN,VB NN,NN NN,VB NN,VB NN,VB NN
591,rank,NN,NN,NN,NN,NN,VB,NN
592,min,NN,NN,NN,NN,NN,NNP,NNP
593,max,NN,NN,NN,NN,NNP,NNP,NN
594,dest,NNP,NN,JJS,NN,JJR,UH,UH
595,ex,NNP,NN,NN,FW,NN,UH,NNP
596,vstr,NNP,NN,NN,NN,NN,FW,NN
597,vlen,NNP,NN,NNP,NN,VB,NNP,NNP
598,s ptr,FW NN,NN NN,POS NN,PRP MD,VBZ NN,XX XX,POS NN
599,e ptr,FW NN,NN NN,LS NN,NN NN,NNP NN,FW FW,NNP NN
600,cstr,NNP,NN,NN,NN,NN,NN,NNP
601,clen,NNP,NN,NN,VBN,VB,NNP,NN
602,zl,FW,NN,NNP,NN,LS,NNP,NNP
603,lp,FW,NN,NNP,NN,RB,UH,NNP
604,deleted,VBN,VBN,VBN,VBN,VBN,VBN,VBN
605,z obj,FW NN,NN NN,LS NN,NN NN,NNP NN,XX XX,NN NN
606,val len hint,NN NN NN,NN VBZ NN,NN NN NN,NN VBN NN,NNP NNP NN,NNP NNP NN,NN NN NN
607,encoding,NN,VBG,VBG,VBG,VBG,VBG,NN
608,cap,NN,NN,NN,NN,NN,NN,NN
609,max ele len,JJ NNP NN,NN VBZ VBN,NN NN NN,NN NN VBN,NNP NNP NNP,FW FW FW,NN NN NN
610,tot ele len,JJ NNP NN,NN VBZ VBN,NN NN NN,NN NN VBN,NNP NNP NN,FW FW FW,UH UH NN
611,member,NN,NN,NN,NN,NN,NN,NN
612,in flags,NN NNS,IN NNS,IN NNS,IN NNS,IN NNS,IN NNS,IN NNS
613,out flags,NN NNS,IN NNS,IN NNS,IN NNS,RP NNS,RB NNS,RB NNS
614,zs,FW,NN,NNS,NNS,NNP,VBZ,NN
615,reverse,NN,NN,RB,NN,VB,RB,NN
616,output score,NN NN,NN NN,NN NN,NN NN,NN NN,NN NN,NN NN
617,e,FW,NN,NN,NN,LS,NFP,NNP
618,zsetobj,NNP,NN,NNP,NN,VB,NNP,NNP
619,zsetsize,NNP,NN,NN,NN,VB,FW,NNP
620,range type,NN NN,NN NN,NN NN,NN NN,NN NN,NN NN,NN NN
621,op,NN,NN,NN,NN,NN,UH,NN
622,aggregate,NN,NN,NN,NN,VB,NN,NN
623,total len,JJ NN,JJ NN,JJ NNP,NN VBN,JJ NN,JJ NN,JJ NN
624,set num,VB NN,VBN NN,VBN NN,VBN NN,VBD NNP,NN UH,VB NNS
625,dst z set,NNP FW NN,NN NN NN,NN NN NN,NN NN VBN,RB NN NN,NN NN NN,NN NN NN
626,dst key,NNP NN,NN NN,NN NN,NN NN,IN JJ,NN NN,NN NN
627,num keys index,NN NNS NN,RB NNS NN,NN NNS NN,NN NNS NN,NNP NNPS NN,UH NNS NN,NN NNS NN
628,cardinality only,NN RB,NN RB,NN RB,NN RB,NN RB,NN RB,NN RB
629,value length in bytes,NN NN IN NNS,NN NN IN NNS,NN NN IN NNS,NN NN IN NNS,NN NN IN NNS,NN NN IN NNS,NN NN IN NNS
630,result count,NN NN,NN NN,VBP NN,NN NN,VB VB,NN VB,NN NN
631,client,NN,NN,NN,NN,NN,NN,NN
632,with scores,IN NNS,IN NNS,IN NNS,IN NNS,IN NNS,IN NNS,IN NNS
633,limit,NN,NN,NN,NN,VB,NN,NN
634,argc start,NNP NN,JJ NN,JJ NN,JJ NN,NNP NN,NNP VBP,NN NN
635,direction,NN,NN,NN,NN,NN,NN,NN
636,keyv,NNP,NN,NN,NN,NNP,UH,UH
637,keyc,NNP,NN,NN,NN,NNP,UH,NN
638,where,WRB,WRB,WRB,WRB,WRB,WRB,WRB
639,emit key,VB NN,NN NN,VB JJ,NN NN,VB JJ,VB JJ,VB NN
640,use nested array,VB JJ NN,NN VBD NN,NN VBN NN,NN VBD NN,VB VBN NN,NN VBN NN,VB JJ NN
641,reply nil when empty,VB NNP WRB JJ,NN NN WRB NN,NN NN WRB JJ,NN NN WRB JJ,NN NN WRB JJ,RB NNP WRB JJ,VB RB WRB JJ
642,num keys,NN NNS,NN NNS,NNP NNS,NN NNS,JJ NNS,UH NNS,NN NNS
643,timeout idx,NN NN,NN NN,NN NN,NN NN,NNP NNP,NN NN,NN NN
644,vals,NNS,NNS,NNS,NNS,NNS,NNS,NNS
645,l,FW,NN,NN,NN,NN,NFP,NNP
646,num keys idx,NN NNS NN,NN NNS VBP,NNP NNS NN,NN NNS VBN,JJ NNS VBP,UH NNS UH,NN NNS NN
647,is block,VBZ NN,VBZ NN,VBZ NN,VBZ NN,VBZ NN,VBZ NN,VBZ NN
648,swap type,NN NN,NN NN,NN NN,NN NN,NN NN,NN NN,VB NN
649,es,FW,NN,NNS,NNS,IN,UH,UH
650,l range,FW NN,NN NN,NN NN,JJ NN,NN NN,DT NN,NNP NN
651,r range,FW NN,NN NN,LS NN,NN NN,NN NN,LS NN,VBP NN
652,host socket,NN NN,NN NN,NN NN,NN NN,NN NN,NN NN,NN NN
653,cfg,NNP,NN,NN,NN,NN,NN,NN
654,from,IN,IN,IN,IN,IN,IN,IN
655,thread id,NN NN,NN NN,NN NN,NN VBN,NN <UNK>,NN VBD,NN NN
656,add,VB,VB,VB,VB,VB,VB,VB
657,slen,NNP,NN,NN,JJ,VB,NNP,NN
658,capacity,NN,NN,NN,NN,NN,NN,NN
659,int enc,NNP NNP,NN NN,NN NN,NN NN,NNP NN,FW FW,NN NN
660,enc len,NNP NN,NN NN,NN NN,NN VBN,NNP NNP,FW FW,NN NN
661,int buf,NNP NN,NN NN,NN NN,NN NN,NNP NN,NN NN,NNP NNP
662,entry size,NN NN,NN NN,NN NN,NN NN,NN NN,NN NN,NN NN
663,new distribution block,JJ NN NN,JJ NN NN,JJ NN NN,JJ NN NN,JJ NN NN,JJ NN NN,JJ NN NN
664,get distribution,VB NN,VB NN,VB NN,VB NN,VB NN,VB NN,VB NN
665,usage,NN,NN,NN,NN,NN,NN,NN
666,path is directory,NN VBZ NN,NN VBZ JJ,NN VBZ NN,NN VBZ NN,NN VBZ NN,NN VBZ NN,NN VBZ NN
667,initialize hadoop logs analyzer,VB NNP NNS NN,VB NN NNS VBP,VB NN NNS NN,NN NN VBZ NN,NNP NN NNS NN,VB NN NNS NN,VB NN NNS NN
668,maybe uncompressed path,RB JJ NN,RB JJ NN,RB JJ NN,RB JJ NN,RB JJ NN,RB JJ NN,RB JJ NN
669,set next directory input stream,VB JJ NN NN NN,VBN JJ NN NN NN,VBN JJ NN NN NN,VBN JJ NN NN NN,VBN JJ NN NN NN,VBN JJ NN NN NN,VB JJ NN NN NN
670,read input line,VB NN NN,JJ NN NN,VB NN NN,VB NN NN,VBD NN NN,VB NN NN,VB NN NN
671,read counted line,VB VBN NN,NN VBD NN,VB VBN NN,VB VBD NN,VBD VBN NN,VB VBN NN,VB VBN NN
672,unread counted line,JJ VBN NN,JJ VBD NN,JJ VBN NN,JJ VBD NN,VB VBN NN,JJ VBN NN,VBN VBN NN
673,apparent conf file header,JJ NN NN NN,JJ NN NN NN,JJ NN NN NN,JJ NN NN NN,JJ JJ NN NN,JJ NN NN NN,JJ NN NN NN
674,apparent xml file start,JJ NNP NN NN,JJ NNP NN NN,JJ NN NN NN,JJ NN NN NN,JJ NN NN NN,JJ NN NN VB,JJ NN NN NN
675,read balanced line,JJ JJ NN,NN VBD NN,VB JJ NN,VB VBN NN,VBD JJ NN,VB JJ NN,VB VBN NN
676,incorporate spread,JJ NN,NN NN,VB NN,NN NN,NN VBN,VB NN,VB NN
677,canonical distributions enter,JJ NNS VB,JJ NNS VBP,JJ NNS VBP,JJ NNS VBP,JJ NNS VBP,JJ NNS VBP,JJ NNS VBP
678,process job line,VB NN NN,NN NN NN,NN NN NN,NN NN NN,NN NN NN,NN NN NN,NN NN NN
679,process task line,VB NN NN,NN NN NN,NN NN NN,NN NN NN,NN NN NN,NN NN NN,NN NN NN
680,counter pattern,NN NN,NN NN,RB NN,NN NN,NN NN,NN NN,NN NN
681,parse counter,VB NN,NN NN,VB RB,JJ NN,NNP VB,NN NN,NN NN
682,set,VB,NN,NN,VBN,VB,NN,VB
683,incorporate counter,JJ NN,NN NN,VB RB,NN NN,VB .,VB NN,VB NN
684,incorporate counters,JJ NNS,NN NNS,VB NNS,NN NNS,VB NNS,VB NNS,VB NNS
685,get and record parsed host,VB IN VB JJ NN,NN CC NN VBD NN,VB CC VB VBN NN,VB CC VB VBN NN,VB CC VB VBN NN,VB CC NN VBN NN,VB CC VB VBN NN
686,process map attempt line,VB NN VB NN,NN NN NN NN,NN NN NN NN,NN NN NN NN,NN NN NN NN,NN NN NN NN,NN NN NN NN
687,process reduce attempt line,VB VB VB NN,NN VB NN NN,NN VBP NN NN,NN VB NN NN,NN VB NN NN,NN VB NN NN,NN VB NN NN
688,process parsed line,VB JJ NN,NN VBD NN,NN VBD NN,NN VBD NN,NN VBD NN,NN VBN NN,NN VBN NN
689,print distribution set,VB NN NN,NN NN NN,NN NN NN,NN NN VBN,NN NN VBN,NN NN NN,NN NN NN
690,print single distribution data,VB JJ NN NN,NN JJ NN NNS,NN JJ NN NNS,NN JJ NN NNS,NN JJ NN NNS,NN JJ NN NNS,VB JJ NN NNS
691,maybe mate job and conf,RB NN NN IN NN,RB JJ NN CC NN,RB VB NN CC NN,RB NN NN CC NN,RB VB NN CC NN,RB NN NN CC NN,RB NN NN CC NN
692,map cdf array list,VB NNP NN NN,NN NN NN NN,NN NN NN NN,NN JJ NN NN,VB NNP NN NN,NN NN NN NN,NN NN NN NN
693,finalize job,VB NN,VB NN,VB NN,VB NN,VB NN,VB NN,VB NN
694,run,VB,VB,NN,NN,VB,VB,NN
695,main,NN,JJ,JJ,JJ,JJ,JJ,JJ
696,test conn configuratior,VB NN NN,NN NN NN,NN NN NN,NN NN NN,NNP NNP NNP,NN NN NN,NN NN NN
697,configure,VB,NN,VB,NN,NN,NN,VB
698,put counters,VB NNS,NN NNS,VBN NNS,NN NNS,VBD NNS,VB NNS,VB NNS
699,obtain counters,VB NNS,VB NNS,VB NNS,VB NNS,VB NNS,VB NNS,VB NNS
700,put diagnostic info,VB JJ NN,VBN JJ NN,VBN JJ NN,VBN JJ NN,VB JJ NN,VB JJ NN,VB JJ NN
701,obtain diagnostic info,VB JJ NN,VB JJ NN,VB JJ NN,VB JJ NN,VB JJ NN,VB JJ NN,VB JJ NN
702,put tracker name,VB NN NN,NN NN NN,VBN NN NN,VBN NN NN,NNP NN NN,VB NN NN,VB NN NN
703,obtain tracker name,VB NN NN,VB NN NN,VB NN NN,VB NN NN,VB NN NN,VB NN NN,VB NN NN
704,put http port,VB NNP NN,NN NN NN,VBN NN NN,VBN JJ NN,VB NN NN,VB JJ NN,VB NN NN
705,obtain http port,VB NNP NN,VB NN NN,VB NN NN,VB NN NN,VB NN NN,VB NN NN,VB NN NN
706,put shuffle port,VB NN NN,NN NNS NN,VBN NN NN,VBN NN NN,VB NN NN,VB NN NN,VB NN NN
707,obtain shuffle port,VB NN NN,VB JJ NN,VB NN NN,VB NN NN,VB NN NN,VB NN NN,VB NN NN
708,dump parsed task attempt,VB JJ NN NN,NN VBD NN NN,NN VBD NN NN,VB VBN NN NN,VB JJ NN NN,NN VBN NN NN,VB VBN NN NN
709,get proto,VB NN,VB NN,VB NN,VB NN,VB NN,VB NN,VB NN
710,hash code,NN NN,NN NN,NN NN,NN NN,NNP NNP,NN NN,NN NN
711,equals,VBZ,NNS,VBZ,NNS,VBZ,VBZ,VBZ
712,to string,TO NN,TO VBG,IN NN,TO NN,TO VB,TO VB,TO VB
713,merge local to builder,VB NN TO NN,VB JJ TO VB,VB JJ IN NN,VB JJ TO NN,VB JJ TO NN,VB JJ IN NN,VB JJ TO VB
714,maybe init builder,RB JJ NN,RB NN NN,RB JJ NN,RB NN NN,RB VBD NN,RB NN NN,RB NN NN
715,get size,VB NN,VB NN,VB NN,VB NN,VB NN,VB NN,VB NN
716,set size,VB NN,VBN NN,VBN NN,NN NN,VBN NN,VB NN,VB NN
717,get timestamp,VB NN,NN NN,VB NN,VB NN,VB NN,VB NN,VB NN
